,BBfull,BBOU,S&P 500
2019-10-10,72531.70423269272,91553.58234786987,108988.75732903654
2019-10-11,74617.78949213028,94126.32176589966,110180.98289464318
2019-10-14,74624.16553258896,93769.81117248535,110028.14878919997
2019-10-15,74882.49213457108,94497.00239181519,111123.55345996816
2019-10-16,74870.55000925064,95062.51104736328,110901.35715888678
2019-10-17,73568.08233118057,95147.5560836792,111207.75893000912
2019-10-18,73059.14975595474,95772.9475402832,110771.89736170082
2019-10-21,74187.24109315872,95569.3569946289,111533.07931017806
2019-10-22,76388.21156930923,95748.11517333984,111135.054959963
2019-10-23,76259.56867647171,95561.70442581177,111451.47299800997
2019-10-24,76294.50121164322,95719.35913848877,111665.50957350445
2019-10-25,73051.35158395767,96220.97856903076,112120.28975085939
2019-10-28,71921.0642209053,95775.81653213501,112746.07096986988
2019-10-29,72106.42766046524,96034.24651145935,112652.22054117183
2019-10-30,70599.79770708084,95976.8490600586,113018.719913842
2019-10-31,69652.75666093826,95673.66882705688,112677.08008249926
2019-11-01,70648.5646367073,94328.09746551514,113765.80120445156
2019-11-04,71117.68707895279,94187.00842094421,114187.19986292385
2019-11-05,70718.7780175209,94280.95181083679,114051.80818975627
2019-11-06,71410.71953630447,96188.01592636108,114131.92926885418
2019-11-07,70855.95828104019,94058.73619270325,114443.52029942299
2019-11-08,70412.55612230301,94126.08093261719,114736.57308551193
2019-11-11,70804.87663316727,94553.61880111694,114511.40631829016
2019-11-12,70095.70282793045,94511.28675842285,114690.57614183179
2019-11-13,68745.65958070755,94720.767578125,114772.18245399989
2019-11-14,68487.53746843338,94383.79092407227,114868.251676004
2019-11-15,68949.99634599686,94237.68507385254,115752.21892915058
2019-11-18,69084.69740343094,93809.8821182251,115810.45998936066
2019-11-19,69606.42469263077,93671.22115325928,115741.83135395839
2019-11-20,68549.82550477982,93984.89945220947,115307.08371045273
2019-11-21,69259.52989435196,94370.94109344482,115124.58116880235
2019-11-22,69464.19256067276,95215.44890594482,115374.96972931988
2019-11-25,67873.76728868484,95245.60765075684,116241.12324192328
2019-11-26,67092.79600000381,94666.45392990112,116496.33880991896
2019-11-27,65933.54325914383,94566.45199203491,116982.64396481881
2019-11-29,66959.67969751358,95404.09618377686,116513.40087762785
2019-12-02,67090.52968454361,95132.38666725159,115507.77130091382
2019-12-03,67905.93569993973,95225.35324668884,114741.01972842331
2019-12-04,67463.63975572586,95736.67550849915,115466.59230841263
2019-12-05,67468.59071779251,96149.0858039856,115639.82119967346
2019-12-06,67938.23106813431,97183.31542396545,116696.27472754575
2019-12-09,68124.32345628738,97228.28576087952,116327.18525330197
2019-12-10,68221.99109315872,98080.09418106079,116199.58199745373
2019-12-11,67310.41275262833,96792.56688308716,116537.50874612096
2019-12-12,66618.24723482132,97990.00515556335,117536.84419488504
2019-12-13,66788.19611406326,97789.92191123962,117545.37522873947
2019-12-16,67200.73627901077,99270.87408638,118385.564331512
2019-12-17,66818.2344212532,99631.83170127869,118425.258090943
2019-12-18,67358.95504045486,99657.60963630676,118374.06283151715
2019-12-19,66926.75640153885,99982.76892662048,118901.92734348497
2019-12-20,65488.15759706497,99213.12155914307,119489.87134440219
2019-12-23,65231.423985004425,99095.1268787384,119593.36673175731
2019-12-24,65060.484142780304,99233.2285232544,119569.99242350008
2019-12-26,64621.81148195267,98370.15432548523,120183.16727401229
2019-12-27,64599.08969926834,98928.1221370697,120187.25166495531
2019-12-30,64548.57969331741,99110.60874938965,119492.47050227503
2019-12-31,64523.03125047684,98764.932472229,119844.49790880995
2020-01-02,64365.032356739044,98334.71286010742,120848.65130875297
2020-01-03,64309.09197664261,98141.09019470215,119995.47547291542
2020-01-06,63643.35455369949,97738.94197463989,120419.46423296134
2020-01-07,63589.45981454849,97834.24223327637,120081.89973626247
2020-01-08,63403.59275484085,98046.60903549194,120670.595410014
2020-01-09,62511.692289829254,97827.34009933472,121473.68991122833
2020-01-10,62675.43258333206,97818.908203125,121126.86082043913
2020-01-13,62398.36017656326,97770.34287261963,121971.86787439058
2020-01-14,62608.89846467972,98377.33414459229,121787.1374831349
2020-01-15,62042.280306339264,97984.16027450562,122014.90340822954
2020-01-16,61647.0896821022,97082.43328857422,123035.74756761389
2020-01-17,61003.33791589737,95659.09366989136,123510.93158708564
2020-01-21,59949.308470249176,96458.80001831055,123183.38335731141
2020-01-22,60261.08650445938,95059.44075393677,123218.99272579935
2020-01-23,60256.35511255264,94374.88495254517,123359.58271471264
2020-01-24,60349.964876651764,95458.73668289185,122244.14551009514
2020-01-27,60017.55964708328,95113.36453819275,120321.1581050527
2020-01-28,60240.61031579971,95305.24061393738,121530.81704663577
2020-01-29,59831.739443302155,95632.4631099701,121425.4651179429
2020-01-30,60819.60069131851,96681.93285179138,121806.05609218153
2020-01-31,60149.271431446075,97305.72056007385,119649.3799423621
2020-02-03,60060.03967142105,97609.60620689392,120517.38999630322
2020-02-04,62609.66974878311,100976.0177898407,122322.79041242205
2020-02-05,65907.06288385391,102205.60712242126,123698.99469645004
2020-02-06,66280.82809686661,102645.66139793396,124110.37708799771
2020-02-07,66610.73780298233,104165.97975349426,123440.07510207809
2020-02-10,65979.99876451492,103138.94896888733,124344.44619734146
2020-02-11,65848.00129365921,103481.86211967468,124554.39838189291
2020-02-12,66610.9572968483,104085.15640068054,125359.34942444503
2020-02-13,65632.85630464554,103943.19601631165,125154.95780760761
2020-02-14,65218.7279381752,103837.89179992676,125385.68514254343
2020-02-18,66104.99715662003,105160.79192352295,125019.56613444003
2020-02-19,64919.080612659454,104454.23664093018,125607.8814436248
2020-02-20,61596.280151844025,104428.41680145264,125128.62208950921
2020-02-21,62562.29583024979,104492.48302841187,123812.50635072982
2020-02-24,64551.33193254471,105778.13407897949,119663.10023566302
2020-02-25,64681.09526872635,99113.55318641663,116039.70209122627
2020-02-26,63976.018291950226,96465.56556510925,115601.2413650451
2020-02-27,62088.95853853226,89359.3383026123,110495.91569961995
2020-02-28,61082.46789598465,86532.93060874939,109585.61272837497
2020-03-02,64605.264109134674,92464.14123725891,114630.84984855152
2020-03-03,62175.17950105667,89910.03855705261,111408.81782873777
2020-03-04,66663.8443312645,95488.54181480408,116110.55857623385
2020-03-05,63916.374403476715,91467.99430274963,112171.84726225358
2020-03-06,63050.234010219574,89644.35107421875,110258.88518043498
2020-03-09,55657.183478832245,76275.790517807,101882.55102907633
2020-03-10,57376.77105951309,79917.00659179688,106915.17272445539
2020-03-11,54651.921636104584,75278.09436416626,101690.39447246966
2020-03-12,50711.32197141647,67309.01975154877,92018.34842444846
2020-03-13,53731.99586057663,70990.08620738983,100564.20744069165
2020-03-16,48403.581567287445,64473.73247909546,88512.53726893532
2020-03-17,51254.938717365265,67380.94202709198,93819.2931413567
2020-03-18,49324.437502384186,65428.441155433655,88956.56761912974
2020-03-19,49367.936072826385,66509.46818161011,89375.35806342996
2020-03-20,48021.426886081696,64419.86954212189,85500.08612540548
2020-03-23,46353.083074092865,62934.05298614502,82995.45790369494
2020-03-24,48949.78905057907,65683.25619697571,90782.73412933374
2020-03-25,49339.11042833328,66255.41810512543,91829.9140068165
2020-03-26,51174.44356393814,67934.29880428314,97561.4012558189
2020-03-27,50686.17424249649,67721.00587368011,94274.81593524673
2020-03-30,51002.25933122635,68433.92510318756,97434.53156020655
2020-03-31,50943.5347943306,68247.99747180939,95874.33950145797
2020-04-01,50540.05726289749,67826.01532840729,91642.21314942042
2020-04-02,50523.908596515656,67831.86863994598,93734.34505478064
2020-04-03,50415.854145526886,67564.98798656464,92315.47654518124
2020-04-06,50976.4612698555,68461.65393543243,98808.14574266091
2020-04-07,50976.4612698555,68461.65393543243,98649.75106950366
2020-04-08,50976.4612698555,68461.65393543243,102009.41166838948
2020-04-09,51094.654860019684,68621.80046653748,103487.26385473406
2020-04-13,51530.61241769791,68849.28549957275,102441.56015402229
2020-04-14,51020.196768283844,68568.09323310852,105573.4638841127
2020-04-15,51910.51796388626,69323.29273891449,103247.63417767626
2020-04-16,51811.88744211197,69509.6215057373,103848.19360339097
2020-04-17,51551.873705387115,69233.83909606934,106630.66002852011
2020-04-20,51787.59553384781,69342.99220275879,104723.99207465144
2020-04-21,53300.100088596344,69781.98965454102,101511.60501349479
2020-04-22,52185.328924655914,69523.57194900513,103839.29126126898
2020-04-23,52711.66722345352,69580.8014793396,103783.2780506642
2020-04-24,52210.42882394791,69650.52947616577,105227.73966182693
2020-04-27,52707.24903345108,69978.48608207703,106776.06796861232
2020-04-28,53172.02916574478,70142.3927936554,106216.30717083206
2020-04-29,51362.632231235504,69269.45407295227,109039.95258846237
2020-04-30,52721.995943546295,69951.42066383362,108035.42788025182
2020-05-01,54002.89808702469,71823.05047035217,105004.05812767535
2020-05-04,53505.39872980118,71473.56694221497,105450.30727117584
2020-05-05,53147.204298496246,72150.93072891235,106403.63671996059
2020-05-06,53395.78314828873,72913.31958770752,105661.00207226239
2020-05-07,53116.52543306351,72675.3943901062,106876.59288982705
2020-05-08,52567.435272693634,72165.90286254883,108679.76545634057
2020-05-11,52386.8421959877,72035.00539779663,108694.22836617661
2020-05-12,53334.98071336746,73032.84378051758,106465.9621711137
2020-05-13,53422.606071949005,73371.59894943237,104606.77639399539
2020-05-14,54063.25335741043,74377.7699546814,105812.35094463539
2020-05-15,53195.39090394974,73895.28160095215,106227.80867082688
2020-05-18,55727.42301416397,76181.1720199585,109574.11122838012
2020-05-19,56377.12488794327,76619.58369445801,108425.29250487998
2020-05-20,55964.667400836945,76393.75382232666,110230.69292099883
2020-05-21,56792.5683465004,77242.69477081299,109373.80400248578
2020-05-22,57221.06514787674,77416.29266357422,109631.23836378756
2020-05-26,55748.1392788887,75833.36193847656,110978.5168281435
2020-05-27,53281.413660526276,73925.34931182861,112624.02828173568
2020-05-28,54229.20599985123,74913.20810699463,112386.62645428316
2020-05-29,53367.288313388824,74426.43006324768,112927.46864301682
2020-06-01,52494.01653909683,74145.30972671509,113351.08609479519
2020-06-02,50589.7139878273,71656.39836502075,114281.79290815699
2020-06-03,49191.18669748306,68691.12584114075,115841.62271493723
2020-06-04,49740.84455919266,68760.02942180634,115451.3867820415
2020-06-05,47622.86871480942,64087.43060874939,118477.55821887228
2020-06-08,46264.165774822235,61805.43778991699,119904.21514579102
2020-06-09,48660.10774374008,64657.61693191528,118969.06168951782
2020-06-10,50523.170560359955,66739.15472793579,118336.968229959
2020-06-11,55275.571021556854,72642.64744758606,111361.70696025497
2020-06-12,54824.82419919968,72135.8086566925,112816.18483834235
2020-06-15,55062.40570783615,72037.81684303284,113753.93745248839
2020-06-16,55777.42319250107,71519.0948562622,115910.98491057538
2020-06-17,55704.393857479095,71490.53188705444,115493.67064304615
2020-06-18,55216.689088344574,71380.48589706421,115562.29927844841
2020-06-19,55432.444261074066,71566.27171516418,114909.43066850521
2020-06-22,54826.327214717865,71242.46747207642,115655.7783988789
2020-06-23,54842.27438497543,71097.96891021729,116153.95636204114
2020-06-24,54207.99433851242,71151.86976242065,113150.77886890083
2020-06-25,54562.11586141586,71087.53085708618,114390.84886322614
2020-06-26,54549.198560237885,70646.31089401245,111619.5126298243
2020-06-29,55629.116429805756,71241.65112686157,113258.72089916735
2020-06-30,56005.72459554672,71314.27633285522,115004.02371373835
2020-07-01,55920.65613126755,71691.92854690552,115581.5891957626
2020-07-02,55723.703637599945,71331.45305633545,116106.47418529079
2020-07-06,54624.38571310043,71227.94341659546,117950.44537973878
2020-07-07,53866.05346441269,71157.97172164917,116674.39470865794
2020-07-08,53390.014016628265,70814.50583267212,117587.6590897441
2020-07-09,52878.51645040512,70993.40230178833,116924.0406526404
2020-07-10,52572.32647848129,70777.7258720398,118147.79119579193
2020-07-13,54694.23945760727,71397.99231338501,117041.62764156399
2020-07-14,53642.88886022568,71274.97088623047,118610.73109873377
2020-07-15,52673.427731990814,71617.08909225464,119687.95977699045
2020-07-16,52220.92229604721,71308.92308807373,119280.2904681183
2020-07-17,52073.48239278793,70669.23226928711,119620.07375812327
2020-07-20,52092.84885549545,71974.82123374939,120625.71239113649
2020-07-21,51605.641431331635,70466.74761295319,120828.24746663614
2020-07-22,49886.61400747299,69338.25141048431,121522.65732104887
2020-07-23,49933.56728887558,69583.59428215027,120025.51521739013
2020-07-24,50583.001106739044,71376.45630168915,119282.50926142439
2020-07-27,49941.02626276016,70384.9046125412,120164.6199732332
2020-07-28,51766.63967180252,71112.76716899872,119386.74726531463
2020-07-29,50227.847499370575,69718.85360336304,120870.53132764078
2020-07-30,50572.61665678024,70525.23062610626,120417.23638335604
2020-07-31,50584.93138551712,70593.66805076599,121340.89739593361
2020-08-03,49840.0664191246,70145.4106426239,122212.24922428268
2020-08-04,49060.32136106491,70198.17464256287,122653.67136030504
2020-08-05,49049.52585744858,70171.63722991943,123442.30295168336
2020-08-06,49188.18026971817,69673.08489990234,124235.75249424063
2020-08-07,48665.53446435928,68148.72366142273,124314.39739656755
2020-08-10,49363.63381433487,66356.65743732452,124655.29461137518
2020-08-11,50019.6205906868,66377.56516551971,123661.90009489191
2020-08-12,48954.97862482071,65946.32666110992,125392.73999962688
2020-08-13,49533.73278570175,65905.6358385086,125136.039198561
2020-08-14,50142.069006443024,65824.97551631927,125114.53048794072
2020-08-17,49583.28669118881,66570.63618373871,125453.57116141061
2020-08-18,49535.85111665726,66758.92225933075,125742.5395565565
2020-08-19,49699.04315710068,67409.12998580933,125188.71969105702
2020-08-20,50270.83336400986,68166.77517223358,125584.14488339925
2020-08-21,50047.63110780716,67795.05374336243,126016.29336903206
2020-08-24,49008.42766523361,66945.79311943054,127281.96552121991
2020-08-25,49236.76280927658,66747.30885219574,127739.71616471524
2020-08-26,48355.51062917709,66355.44626426697,129042.1025538945
2020-08-27,49148.4357714653,66294.3333272934,129257.99567072673
2020-08-28,48758.017964839935,66339.51076507568,130128.23357427314
2020-08-31,49355.17686510086,66238.11281108856,129842.6069535352
2020-09-01,47786.07430315018,66514.50971698761,130819.6729625455
2020-09-02,46519.570533275604,66466.31290149689,132829.8363037693
2020-09-03,50046.58279085159,66284.07430362701,128164.07623302873
2020-09-04,50110.47709417343,66181.93151378632,127121.7143067249
2020-09-08,48681.53088140488,66159.79562091827,123593.28051578884
2020-09-09,50467.99637269974,67973.83485603333,126083.06546309657
2020-09-10,50363.87062597275,66908.72978210449,123865.92040346176
2020-09-11,50057.72947835922,67386.31635284424,123931.94988099116
2020-09-14,50358.73698949814,67647.22262096405,125511.06960508558
2020-09-15,50900.29195070267,68381.51066875458,126166.15700833486
2020-09-16,51041.355201244354,68355.11631202698,125583.40226686416
2020-09-17,50846.20674085617,68890.16571331024,124526.94873899184
2020-09-18,50909.68458509445,68649.39190196991,123134.41594749087
2020-09-21,52589.66847753525,71602.92939281464,121709.61556190987
2020-09-22,52920.170840740204,72005.39375209808,122989.75062393374
2020-09-23,51705.96677350998,70794.16331386566,120072.25477760537
2020-09-24,52011.33132123947,71333.80905246735,120430.96573295617
2020-09-25,52968.547904491425,72232.17362213135,122355.05800650206
2020-09-28,54737.769109249115,75064.03325748444,124326.27020482994
2020-09-29,54255.65735960007,73837.19530582428,123727.92957242132
2020-09-30,54881.134566783905,74597.488322258,124749.14504007321
2020-10-01,54802.73089551926,74937.99228191376,125409.43075906821
2020-10-02,55863.47877264023,75288.38721370697,124208.3028513396
2020-10-05,55517.120419979095,75998.72127819061,126440.66249364473
2020-10-06,55812.0319609642,75759.14112377167,124673.84191215427
2020-10-07,53876.93442296982,75930.36771678925,126842.76217850363
2020-10-08,51974.066457271576,74788.88194561005,127858.78838670906
2020-10-09,51446.136855602264,75192.91276073456,128983.1188771493
2020-10-12,49883.776351451874,74291.67799091339,131100.4816321045
2020-10-13,50096.60539484024,74933.56015014648,130273.64151436537
2020-10-14,50504.55937433243,75139.15734481812,129410.82071987074
2020-10-15,50012.950575351715,74497.9815940857,129213.11265184922
2020-10-16,49925.67240381241,76158.29252052307,129230.54602782567
2020-10-19,51293.63464021683,77264.75277900696,127120.2290736547
2020-10-20,51016.80617380142,77541.61482620239,127721.16886393617
2020-10-21,50687.93598031998,76637.19231987,127440.73150264472
2020-10-22,49801.7797665596,76209.9541759491,128105.83517281864
2020-10-23,49467.67340135574,75368.92191505432,128547.257308841
2020-10-26,50791.33160829544,76224.6976108551,126157.62597448044
2020-10-27,50863.035786151886,76723.0341091156,125775.92107543915
2020-10-28,51022.02275323868,74819.8862285614,121337.55562152567
2020-10-29,51393.88309907913,77480.88291168213,122787.21554843408
2020-10-30,50894.09176301956,77470.58619880676,121297.86186209465
2020-11-02,52511.481686115265,81838.56222724915,122792.03349961303
2020-11-03,55562.5526432991,85720.95692062378,124977.64452540374
2020-11-04,56377.80303621292,84469.63326072693,127733.03261589934
2020-11-05,57849.93985414505,86040.93539237976,130218.74222856325
2020-11-06,58059.19595384598,85584.28112411499,130181.27631873752
2020-11-09,59961.562687397,92799.74623680115,131704.38283222716
2020-11-10,58461.31921815872,93844.92426681519,131520.02374923904
2020-11-11,59538.320566654205,96673.00831604004,132526.39594248816
2020-11-12,61273.32335519791,99834.89831733704,131203.97701945962
2020-11-13,58783.12724351883,94952.74108886719,132989.70715369753
2020-11-16,55402.174431324005,90947.78344917297,134538.77807701804
2020-11-17,56460.7827630043,90838.94724273682,133894.07824896093
2020-11-18,58341.594547748566,92633.491147995,132345.74994217555
2020-11-19,59377.480848789215,92493.51377296448,132868.0448301301
2020-11-20,59575.039890766144,93186.09675216675,131965.53027620446
2020-11-23,58812.2765545845,89942.74073982239,132709.2788487053
2020-11-24,57929.929804325104,88880.6982383728,134854.08219026233
2020-11-25,58423.51231050491,89124.6472492218,134640.4169230354
2020-11-27,58513.40294981003,89155.20316696167,134963.14720163072
2020-11-30,59522.79016637802,89771.74583435059,134342.91749403506
2020-12-01,59040.71981668472,89713.26693916321,135857.12166540272
2020-12-02,58394.14147901535,89376.10341072083,136100.46442513602
2020-12-03,58023.59083223343,89039.74020957947,136015.51633855997
2020-12-04,56125.74066591263,87232.59238815308,137217.3868628237
2020-12-07,56589.67068529129,87853.04546737671,136951.7837196358
2020-12-08,56077.63543558121,87084.448387146,137333.4886186771
2020-12-09,55945.78517007828,87635.4767074585,136241.7970305844
2020-12-10,55444.015432834625,87719.87886047363,136066.7115979858
2020-12-11,55615.85185480118,87817.61083984375,135894.58757522842
2020-12-14,56228.45875597,88515.26877593994,135302.1878751006
2020-12-15,55807.02176332474,87696.50644683838,137050.461155812
2020-12-16,55270.39881563187,87774.70141410828,137293.42355097854
2020-12-17,54807.4200463295,87691.38835334778,138083.91168369463
2020-12-18,53969.84458780289,87125.86616325378,137599.08270556576
2020-12-21,54781.21236658096,87736.72882652283,137061.58229124008
2020-12-22,54133.61916589737,88010.80350875854,136777.44090357234
2020-12-23,54391.65105676651,87916.53036308289,136879.45105785725
2020-12-24,55177.16227579117,88288.312997818,137363.53741945102
2020-12-28,54737.91992807388,88263.01035499573,138561.69486103923
2020-12-29,55254.78463602066,88582.35391426086,138253.0652403116
2020-12-30,55228.36994981766,89375.46134376526,138438.53824810238
2020-12-31,54914.36217927933,89118.51422691345,139329.92261030074
2021-01-04,58168.22474336624,89566.03454017639,137274.13363366437
2021-01-05,56836.84279680252,89468.25705909729,138246.3907477949
2021-01-06,53924.878365039825,88405.97525215149,139035.75589940915
2021-01-07,53398.03308916092,87363.11748504639,141100.07590989996
2021-01-08,53327.05470132828,87907.55221557617,141874.97815167817
2021-01-11,52755.47242975235,87351.78469848633,140945.02301115065
2021-01-12,51468.836023807526,84048.02940368652,141003.62632332908
2021-01-13,52059.19711923599,87092.52309799194,141324.50006058664
2021-01-14,51226.97048044205,86259.79920959473,140794.04544704518
2021-01-15,52224.66778612137,88116.2660522461,139781.7323215153
2021-01-19,51766.15545511246,86992.1540184021,140919.0495450206
2021-01-20,52630.027876377106,85474.86707687378,142882.8446342967
2021-01-21,54131.59353876114,86276.79611206055,142928.09896144172
2021-01-22,54146.05909204483,86351.36015319824,142497.79796084744
2021-01-25,54654.09120607376,87409.5671005249,143013.04704801776
2021-01-26,53993.35372591019,87726.82426452637,142800.1243973259
2021-01-27,53539.25357294083,88231.3702468872,139133.3194107827
2021-01-28,56080.76983499527,90151.23120117188,140491.34770229916
2021-01-29,54526.34301805496,89047.93598365784,137778.2525291074
2021-02-01,56704.165543079376,90772.75748252869,139989.8370210282
2021-02-02,57645.050978183746,92533.8420753479,141935.44706149356
2021-02-03,57630.31990671158,92126.42155838013,142078.62715198044
2021-02-04,57731.39826822281,93061.45615005493,143620.65227451673
2021-02-05,57945.92775583267,92373.00370407104,144180.413072297
2021-02-08,57755.22491312027,91710.09926986694,145247.25417536145
2021-02-09,57765.96807336807,91437.02088928223,145085.51772779625
2021-02-10,58044.99852991104,90422.39877510071,145035.43639317306
2021-02-11,56985.166254520416,90024.62311553955,145276.5513033011
2021-02-12,56139.9033036232,89575.96040725708,145960.9539470884
2021-02-16,55678.71858072281,89595.65656661987,145877.8624018501
2021-02-17,55973.80700159073,90068.04725837708,145831.12284163485
2021-02-18,56557.58809900284,91144.97707939148,145187.15657381364
2021-02-19,55478.44650888443,90282.19222831726,144917.8494042495
2021-02-22,53757.83341836929,89281.23808860779,143797.2229401855
2021-02-23,53565.54681253433,88997.81371688843,143977.87799679732
2021-02-24,51420.117609500885,88038.77515029907,145612.2592586622
2021-02-25,53307.26214838028,90342.22853088379,142047.84479097064
2021-02-26,54926.531950473785,90769.67974853516,141373.08710584042
2021-03-01,54999.81706857681,90818.67058181763,144736.46078740174
2021-03-02,54533.79991006851,90727.50686645508,143566.86691351724
2021-03-03,53124.57507944107,89583.15394210815,141690.99037695758
2021-03-04,53502.28296327591,90338.45767974854,139789.89204710218
2021-03-05,52558.060858249664,89628.89462280273,142515.23133682387
2021-03-08,50663.531908512115,87542.47525787354,141751.45928677297
2021-03-09,52597.31271600723,90273.73979187012,143757.90048902205
2021-03-10,51701.68642282486,88758.672996521,144624.80567445973
2021-03-11,52168.33465433121,88759.28438568115,146128.25096236763
2021-03-12,50894.88779878616,87786.48343467712,146276.62936860026
2021-03-15,50141.06743860245,87354.43348884583,147226.2457347095
2021-03-16,50996.71048974991,90426.6511631012,146995.1470915061
2021-03-17,50483.77807855606,89157.12423324585,147418.40229131616
2021-03-18,49973.757074832916,89312.20086288452,145242.42716788332
2021-03-19,50804.46355676651,90661.30126190186,145154.88897973363
2021-03-22,51323.5729470253,91189.87949371338,146174.61921431535
2021-03-23,51615.34034585953,91653.73572158813,145059.18200969786
2021-03-24,51257.008429050446,91510.05813217163,144266.09471910892
2021-03-25,51445.24968576431,91419.40034484863,145022.0874081397
2021-03-26,51281.572451114655,91548.08403778076,147433.97912595485
2021-03-29,50450.345495700836,91675.40444946289,147306.00456183904
2021-03-30,51565.853727817535,91823.42935943604,146840.83680929188
2021-03-31,51825.90040445328,92677.98350524902,147372.76759960433
2021-04-01,52493.334448337555,92406.13973236084,149115.48031260172
2021-04-05,51063.312223911285,90852.53765487671,151268.44337974564
2021-04-06,51563.26600122452,90985.91799545288,151121.1788983157
2021-04-07,51831.412153720856,91650.09478759766,151344.11781593217
2021-04-08,51052.67961740494,90753.26779174805,151982.8857680077
2021-04-09,49613.108038425446,90125.42153549194,153156.1836682685
2021-04-12,50066.90856409073,90660.93913650513,153126.15298009297
2021-04-13,50432.63035440445,91488.00970458984,153630.62507120514
2021-04-14,50718.82267999649,91260.11505126953,153002.62505888857
2021-04-15,48960.161848545074,91312.57767486572,154700.0653321425
2021-04-16,48187.97484445572,90605.91181945801,155258.34995315177
2021-04-19,48854.29204797745,91370.11236572266,154434.4621889546
2021-04-20,48825.05112314224,91583.92742919922,153383.9495933631
2021-04-21,47981.53085947037,89935.45831298828,154811.34913681695
2021-04-22,47635.84562540054,90901.69724273682,153385.4348264333
2021-04-23,47204.4052567482,89432.80016326904,155061.7376973345
2021-04-26,47368.40544748306,89408.4976272583,155338.0997239821
2021-04-27,47153.161095142365,88938.0435333252,155304.71820509946
2021-04-28,47525.60151338577,88939.63795471191,155173.4018665757
2021-04-29,47807.61283159256,88599.12296295166,156222.80959366378
2021-04-30,48495.7233338356,89891.52430725098,155098.83229889267
2021-05-03,48233.87564897537,89661.10061645508,155525.0579648431
2021-05-04,46726.94998216629,89254.90151977539,154486.40912121476
2021-05-05,47404.60137605667,88785.1109714508,154595.08471171718
2021-05-06,46045.56803750992,85936.16531562805,155857.42414579628
2021-05-07,45539.284615039825,83281.2758769989,157006.61417756396
2021-05-10,45290.304314136505,83069.75883865356,155368.14852475602
2021-05-11,46646.47326517105,86438.32977294922,154020.49875213252
2021-05-12,46205.0466504097,90223.75688362122,150716.85136385149
2021-05-13,46445.07117128372,90450.23312950134,152551.54890790995
2021-05-14,46114.93049287796,91664.18011665344,154827.3063360224
2021-05-17,45231.791256427765,91246.33156585693,154435.58517005647
2021-05-18,46012.17879343033,91595.77826690674,153120.21204781218
2021-05-19,46748.71711587906,92710.45945930481,152669.5162614003
2021-05-20,47385.64261865616,93866.7272567749,154280.90357957472
2021-05-21,47159.88246393204,93779.11731338501,154159.96575994394
2021-05-24,47045.21456384659,94193.95638656616,155687.89022461252
2021-05-25,47220.08378458023,96097.07368087769,155357.00927672954
2021-05-26,47396.218069553375,95952.15459442139,155648.58588604748
2021-05-27,47846.774946689606,96323.51596069336,155829.965446596
2021-05-28,47686.56711053848,96067.82194900513,155949.7802851249
2021-06-01,47394.03865671158,95023.39138412476,155873.00098043494
2021-06-02,46787.086931705475,93842.49311447144,156098.53905592428
2021-06-03,47074.22816324234,94046.13592338562,155532.1037656273
2021-06-04,46636.769897937775,93464.5228805542,156906.08925634922
2021-06-07,46491.943500995636,93050.73694229126,156781.07610207464
2021-06-08,46231.23001527786,92746.42861938477,156808.5166886765
2021-06-09,46422.845890522,93375.99052619934,156522.51875967102
2021-06-10,46239.70993089676,93641.93355369568,157250.69955383238
2021-06-11,46085.4549164772,93502.10344314575,157557.09226865548
2021-06-14,46514.71900224686,93729.44666481018,157843.090197661
2021-06-15,46517.5343003273,93463.19135093689,157525.55823481135
2021-06-16,47025.349390506744,94166.68398284912,156676.47584621605
2021-06-17,46989.07828950882,92998.06667137146,156608.20946278214
2021-06-18,45379.899139881134,91103.19461631775,154552.80990701172
2021-06-21,48067.34384202957,95477.7924900055,156716.90316588295
2021-06-22,48014.33147096634,95240.75426673889,157519.9976670973
2021-06-23,47538.17877626419,94336.51253318787,157349.35887741012
2021-06-24,48623.092583179474,95081.32196617126,158263.75529589737
2021-06-25,49382.26408815384,95334.91046714783,158790.86813503088
2021-06-28,49029.02856874466,94347.75716209412,159158.46331990528
2021-06-29,48165.14262056351,93792.29709815979,159202.60372224767
2021-06-30,49022.08618593216,95615.1790676117,159414.0501961685
2021-07-01,48943.760311603546,95694.05758094788,160246.45088162168
2021-07-02,48610.33497285843,95286.03582954407,161448.3123495862
2021-07-06,48749.39726686478,95926.63509941101,161121.8871009138
2021-07-07,49009.2797665596,95958.07553291321,161663.09154161578
2021-07-08,49556.62889146805,95942.8611240387,160279.08978396922
2021-07-09,49211.06719636917,96684.61485862732,162086.70899339416
2021-07-12,49140.47584581375,96091.30499839783,162646.09848290688
2021-07-13,48696.49845170975,95646.60981178284,162074.10262489587
2021-07-14,47866.18356180191,95053.88683700562,162262.9083507954
2021-07-15,46888.3685631752,94132.5436592102,161733.5676620566
2021-07-16,46121.91544389725,92178.56031417847,160514.28187441485
2021-07-19,45460.49232721329,88226.20893478394,157966.99848343214
2021-07-20,46383.58482217789,92783.6931591034,160362.19038550675
2021-07-21,47849.99645662308,96162.47953224182,161683.86669200016
2021-07-22,46756.06946802139,94509.16840553284,162009.9296887042
2021-07-23,46495.1530251503,93639.9240989685,163653.59365725785
2021-07-26,47419.39609193802,95024.90293693542,164043.4492255868
