variant,stop_sigma,final_equity,total_return_pct,sharpe,sortino,calmar,max_drawdown_pct,n_trades,win_rate_pct,avg_days_held,trail_mult,trail_pct
baseline_fixed,3.0,395182.1786532402,295.1821786532413,0.8613932816273541,1.0014031023157424,0.5781151955561507,-37.613317891983996,1834,47.70992366412214,8.489640130861504,,
trail_stddev,,558433.6195473671,458.43361954736486,0.8581733576722447,1.0286877043083784,0.5484120303653109,-50.91830415553582,2106,48.148148148148145,7.342355175688509,1.5,
trail_stddev,,498035.3995747566,398.0353995747545,0.850577073498043,1.005649027369698,0.5405495610581885,-47.811926726558994,1906,51.678908709338934,8.187827911857292,2.0,
trail_stddev,,437359.4901032448,337.35949010324384,0.8333800953912515,0.9671660404907427,0.49086149617152947,-47.92685072274827,1787,53.94515948517068,8.758254057078902,2.5,
trail_stddev,,464099.0960626602,364.0990960626589,0.972001294013449,1.1162144924903727,0.7289033949190269,-33.72118491535794,1710,56.14035087719298,9.122222222222222,3.0,
trail_stddev,,304039.76590776443,204.03976590776463,0.8256674325789147,0.9492047341280389,0.4788624435067115,-36.04204047315604,1635,56.269113149847094,9.533333333333333,4.0,
trail_atr,,472985.0916838646,372.98509168386227,0.8087744775828472,0.9456732317038746,0.48101572710884766,-51.803395985269354,1811,53.616786305908334,8.576477084483711,2.0,
trail_atr,,341318.8717365265,241.31887173652694,0.8149234617638735,0.933607320808429,0.4556695969540886,-42.17350619730278,1648,56.61407766990292,9.4375,3.0,
trail_atr,,245473.7732181549,145.47377321815475,0.7618420161997133,0.8694163021518128,0.4376714122685428,-31.350582591545585,1590,56.91823899371069,9.760377358490565,4.0,
trail_atr,,209761.37551641464,109.76137551641436,0.7737733789124737,0.8797130831336654,0.4252918734184669,-26.31105019377277,1560,56.666666666666664,9.90448717948718,5.0,
trail_pct,,737755.4306740761,637.7554306740766,0.9680796732839543,1.144547132747889,0.5813027584807876,-56.98916730203176,1770,54.57627118644067,8.764406779661018,,0.05
trail_pct,,391367.26056957245,291.36726056957303,0.9825762438603851,1.187102352598395,0.5068231021369826,-42.570776321671964,1614,57.06319702602231,9.592936802973977,,0.08
trail_pct,,268693.9510116577,168.69395101165816,0.8541878643329925,1.0123370977394879,0.4089927985328336,-37.170594948549194,1587,56.58475110270952,9.754883427851292,,0.1
trail_pct,,198478.34676504135,98.4783467650412,0.870138945249658,1.0257391698445713,0.4336168328244965,-23.78391228113316,1554,56.75675675675676,9.94015444015444,,0.15
