,p5,p25,p50,p75,p95
2024-05-28,124827.25946554333,229269.05124297002,359750.8193033368,538570.1438893967,967968.747531038
2024-05-29,125069.6745328789,228976.04944031342,360038.293932038,538948.6529210936,963466.893007871
2024-05-30,125433.29199467675,230263.24624624045,360659.9686462672,536713.2142691936,962236.3263735933
2024-05-31,125279.7796458358,229986.61207459943,361522.38570674666,538263.2508048245,965969.202513096
2024-06-03,124102.56332846211,229675.46532619424,361721.92116915714,537871.8937718319,970330.1117931706
2024-06-04,125409.50773835416,229059.39521877255,362813.96674968477,536827.5655350199,966985.4007722313
2024-06-05,123590.77394729407,229877.51918254083,363233.6259306822,537796.2774837842,980020.3746485735
2024-06-06,123731.68713599806,229646.52618027513,363251.1815772351,537511.6372203714,976238.5593368474
2024-06-07,123799.4557146452,230212.2752792605,363607.7406021983,539210.8905964803,986477.5057774266
2024-06-10,123849.93174700187,231425.4601955897,363817.0906162853,541339.0482596279,988732.9578953669
2024-06-11,124490.32246141402,231643.05114194166,364929.9317547346,542612.3971172094,983409.5132849248
2024-06-12,125334.56672867773,231011.4016571231,365535.19738125894,543452.1683604274,991547.7693389525
2024-06-13,124803.18099434527,231019.32573869647,365636.1827564239,543035.7712617451,992999.5392592518
2024-06-14,124719.14301097907,231311.92089780403,365342.7944212678,544055.0042777229,995234.2101140284
2024-06-17,125147.41363337025,231707.92165270442,364096.8133990046,545612.4670939673,995932.1137570603
