range_day,range_width_pips,direction,trigger_kind,entry_time,exit_time,vix_at_entry,high_vix,entry_price,sl,tp,exit_price,sl_dist,r_multiple,exit_reason,hold_bars
2024-02-13,4.300000000001525,long,choch,2024-02-13 08:45:00+01:00,2024-02-13 08:55:00+01:00,13.930000305175781,False,1.0768465208968525,1.0760366503388636,1.077226674830568,1.0772101539337156,0.0007933496611362315,0.45835153738170004,take_profit,2
2024-02-14,3.4000000000000696,long,choch,2024-02-14 08:15:00+01:00,2024-02-14 08:30:00+01:00,15.850000381469727,False,1.0713865208968525,1.0706392648072938,1.071735367596353,1.0706227439104412,0.0007307351927060593,-1.0452171922675026,stop,3
2024-02-15,6.099999999999994,long,fractal,2024-02-15 08:05:00+01:00,2024-02-15 08:25:00+01:00,14.380000114440918,False,1.0732965208968526,1.072682686433732,1.073578656783134,1.0735621358862815,0.0005973135662680994,0.4446826665739551,take_profit,4
2024-02-16,3.4999999999985043,long,choch,2024-02-16 07:50:00+01:00,2024-02-16 08:00:00+01:00,14.010000228881836,False,1.0762365208968525,1.075836807721866,1.076411596139067,1.0763950752422144,0.00038319227813388243,0.41377228720288,take_profit,2
2024-02-19,5.699999999999594,long,choch,2024-02-19 09:00:00+01:00,2024-02-19 09:25:00+01:00,14.239999771118164,False,1.0783865208968526,1.077817563013333,1.0786462184933336,1.078629697596481,0.0005524369866669891,0.44018902697958856,take_profit,5
2024-02-20,4.899999999998794,long,fractal,2024-02-20 07:55:00+01:00,2024-02-20 08:00:00+01:00,14.239999771118164,False,1.0770465208968525,1.0765779474597388,1.0772560262701305,1.077239505373278,0.0004520525402611888,0.4269071827667607,take_profit,1
2024-02-21,3.9999999999995595,short,choch,2024-02-21 08:05:00+01:00,2024-02-21 08:30:00+01:00,15.420000076293945,False,1.0810834791031474,1.0816196577495516,1.080840171125224,1.0808566920220766,0.0005196577495517058,0.43641623985491534,take_profit,5
2024-02-22,8.20000000000043,long,choch,2024-02-22 07:45:00+01:00,2024-02-22 08:00:00+01:00,15.34000015258789,False,1.0838365208968526,1.0833637708066477,1.084048114596676,1.0840315936998235,0.00045622919335223716,0.4275763274541751,take_profit,3
2024-02-23,5.599999999998939,long,fractal,2024-02-23 08:40:00+01:00,2024-02-23 08:55:00+01:00,14.539999961853027,False,1.0827465208968525,1.0820582285512004,1.0830658857243998,1.0830493648275472,0.0006717714487996284,0.4508139356559874,take_profit,3
2024-02-26,5.300000000001415,long,fractal,2024-02-26 07:30:00+01:00,2024-02-26 08:00:00+01:00,13.75,False,1.0824665208968525,1.082061144234464,1.0826444278827678,1.0826279069859153,0.00038885576553572684,0.4150281501946012,take_profit,6
2024-02-27,5.5000000000005045,short,fractal,2024-02-27 08:30:00+01:00,2024-02-27 08:45:00+01:00,13.739999771118164,False,1.0859134791031475,1.0865665764843846,1.085611711757808,1.0856282326546605,0.0006365764843844768,0.44809454242227414,take_profit,3
2024-02-29,5.60000000000116,long,fractal,2024-02-29 08:00:00+01:00,2024-02-29 08:05:00+01:00,13.84000015258789,False,1.0834665208968526,1.082897646975646,1.083726176512177,1.0837096556153245,0.000552353024354043,0.4401799352076765,take_profit,1
2024-03-01,2.9999999999996696,short,choch,2024-03-01 08:30:00+01:00,2024-03-01 08:40:00+01:00,13.399999618530273,False,1.0812734791031475,1.08181352312955,1.0810282384352252,1.0810447593320778,0.0005235231295498848,0.43688570410709615,take_profit,2
2024-03-04,4.00000000000178,long,choch,2024-03-04 08:45:00+01:00,2024-03-04 08:45:00+01:00,13.109999656677246,False,1.0849865208968525,1.0843372623974714,1.0852863688012642,1.0852698479044116,0.0006327376025285318,0.4477796268577043,take_profit,0
2024-03-05,4.8000000000003595,short,choch,2024-03-05 07:30:00+01:00,2024-03-05 07:45:00+01:00,13.489999771118164,False,1.0847934791031475,1.0853197242733716,1.0845551378633143,1.0845716587601668,0.0005097242733716681,0.4351771233365252,take_profit,3
2024-03-08,3.700000000002035,long,fractal,2024-03-08 08:45:00+01:00,2024-03-08 10:15:00+01:00,14.4399995803833,False,1.0935165208968525,1.0926881200891867,1.0939059399554065,1.0926715991923341,0.000811879910813139,-1.0406978831045333,stop,18
2024-03-11,3.4000000000000696,short,fractal,2024-03-11 08:10:00+01:00,2024-03-11 08:20:00+01:00,14.739999771118164,False,1.0943634791031474,1.0949048512805166,1.0941175743597416,1.094134095256594,0.0005248512805166659,0.4370454166129449,take_profit,2
2024-03-12,2.4999999999986144,short,choch,2024-03-12 07:10:00+01:00,2024-03-12 08:40:00+01:00,15.220000267028809,False,1.0935334791031475,1.0940008985637482,1.093324550718126,1.0933410716149785,0.00045089856374804903,0.4267201176459453,take_profit,18
2024-03-13,6.099999999999994,long,choch,2024-03-13 08:10:00+01:00,2024-03-13 08:20:00+01:00,13.84000015258789,False,1.0930665208968526,1.0925648944345314,1.0932925527827344,1.0925483735376789,0.0004851055654686669,-1.0681125842643788,stop,2
2024-03-14,3.900000000001125,short,fractal,2024-03-14 08:10:00+01:00,2024-03-14 08:30:00+01:00,13.75,False,1.0939234791031474,1.0943502044028566,1.0937348977985715,1.093751418695424,0.00041020440285677133,0.4194504167314028,take_profit,4
2024-03-15,3.9999999999995595,long,choch,2024-03-15 07:15:00+01:00,2024-03-15 07:50:00+01:00,14.399999618530273,False,1.0877765208968526,1.087412161439994,1.087933919280003,1.0879173983831505,0.0003478385600059596,0.40500824950362274,take_profit,7
2024-03-18,3.4000000000000696,long,fractal,2024-03-18 07:40:00+01:00,2024-03-18 08:00:00+01:00,14.40999984741211,False,1.0888865208968526,1.0885030473798027,1.0890534763100987,1.0890369554132462,0.0003669526201973448,0.4099562398892926,take_profit,4
2024-03-19,9.300000000000974,short,fractal,2024-03-19 07:35:00+01:00,2024-03-19 07:40:00+01:00,14.329999923706055,False,1.0866734791031474,1.087253039633224,1.0864084801833878,1.0864250010802403,0.0005630396332241482,0.4413153324290788,take_profit,1
2024-03-20,2.9999999999996696,long,choch,2024-03-20 07:30:00+01:00,2024-03-20 07:55:00+01:00,13.819999694824219,False,1.0868565208968526,1.08646778163888,1.0870261091805602,1.0870095882837076,0.00037221836112012676,0.41123008116640164,take_profit,5
2024-03-21,5.20000000000076,long,choch,2024-03-21 07:15:00+01:00,2024-03-21 08:00:00+01:00,13.039999961853027,False,1.0937365208968526,1.0932508435314872,1.0939545782342563,1.0939380573374038,0.000469156468512792,0.4295719106038792,take_profit,9
2024-03-25,10.000000000001119,long,fractal,2024-03-25 09:50:00+01:00,2024-03-25 10:00:00+01:00,13.0600004196167,False,1.0810365208968526,1.0800948427161938,1.0814825786419031,1.0814660577450506,0.0009251572838061678,0.46428521475911805,take_profit,2
2024-03-26,8.399999999999519,long,choch,2024-03-26 07:20:00+01:00,2024-03-26 07:30:00+01:00,13.1899995803833,False,1.0848665208968526,1.0844573104315283,1.085046344784236,1.0850298238873834,0.00039268956847177995,0.4158577248851362,take_profit,2
2024-03-27,4.500000000000615,long,choch,2024-03-27 07:55:00+01:00,2024-03-27 08:25:00+01:00,13.239999771118164,False,1.0831865208968525,1.0826820463749351,1.0834139768125324,1.0826655254780826,0.0004879536250647871,-1.0677150286582204,stop,6
2024-03-29,3.6999999999998145,long,fractal,2024-03-29 09:05:00+01:00,2024-03-29 09:30:00+01:00,13.010000228881836,False,1.0770665208968526,1.0764878524711754,1.0773310737644124,1.0773145528675598,0.0005621475288246853,0.4412222023385813,take_profit,5
2024-04-01,6.999999999999229,short,fractal,2024-04-01 08:00:00+02:00,2024-04-01 08:20:00+02:00,13.010000228881836,False,1.0784934791031475,1.0789080542967562,1.078310972851622,1.0789245751936087,0.0003980542967561903,-1.0830082578539824,stop,4
2024-04-02,4.699999999999704,long,fractal,2024-04-02 09:15:00+02:00,2024-04-02 09:35:00+02:00,13.649999618530273,False,1.0732265208968526,1.072539356987896,1.073545321506052,1.0735288006091994,0.0006706430121040403,0.4507311742479923,take_profit,4
2024-04-03,3.5000000000007248,short,fractal,2024-04-03 08:15:00+02:00,2024-04-03 08:15:00+02:00,14.609999656677246,False,1.0773934791031474,1.0777689760579359,1.077230511971032,1.0772470328678845,0.0003589760579359857,0.40795543888071084,take_profit,0
2024-04-04,2.20000000000109,long,choch,2024-04-04 08:10:00+02:00,2024-04-04 08:35:00+02:00,14.329999923706055,False,1.0845965208968527,1.0841034049228149,1.0848182975385927,1.0840868840259623,0.0004765950771851695,-1.0693288606762774,stop,5
2024-04-05,2.80000000000058,long,fractal,2024-04-05 07:50:00+02:00,2024-04-05 08:00:00+02:00,16.350000381469727,False,1.0827265208968526,1.082345019887924,1.0828924900560382,1.0828759691591856,0.00036498011207600407,0.40946960502292734,take_profit,2
2024-04-08,4.299999999999304,long,fractal,2024-04-08 07:40:00+02:00,2024-04-08 08:15:00+02:00,16.030000686645508,False,1.0835965208968525,1.0831260226599284,1.0838069886700359,1.0831095017630759,0.000453977340071683,-1.0727829140101774,stop,7
2024-04-09,3.0999999999981043,long,fractal,2024-04-09 08:45:00+02:00,2024-04-09 08:55:00+02:00,15.1899995803833,False,1.0856465208968527,1.085143842691121,1.0858730786544395,1.0851273217942685,0.00048615730887892263,-1.0679652308044185,stop,2
2024-04-10,3.1000000000003247,long,fractal,2024-04-10 08:15:00+02:00,2024-04-10 08:45:00+02:00,14.979999542236328,False,1.0850465208968525,1.0845675559845664,1.0852612220077167,1.0852447011108641,0.00046244401543346853,0.42854963497769827,take_profit,6
2024-04-11,2.500000000000835,short,fractal,2024-04-11 10:15:00+02:00,2024-04-11 10:45:00+02:00,15.800000190734863,False,1.0746834791031474,1.0756876272059688,1.0742061863970156,1.0742227072938682,0.0009876272059688492,0.46654426538125804,take_profit,6
2024-04-15,6.999999999999229,long,choch,2024-04-15 08:55:00+02:00,2024-04-15 09:25:00+02:00,17.309999465942383,False,1.0654365208968526,1.0644884282519465,1.065885785874027,1.0658692649771744,0.0009315717480536568,0.464531133781082,take_profit,6
2024-04-16,4.299999999999304,long,fractal,2024-04-16 08:35:00+02:00,2024-04-16 08:40:00+02:00,19.229999542236328,False,1.0605965208968526,1.0597700459518293,1.0609849770240856,1.060968456127233,0.0008099540481707571,0.4592053477853089,take_profit,1
2024-04-17,6.699999999999484,short,fractal,2024-04-17 09:10:00+02:00,2024-04-17 10:20:00+02:00,18.399999618530273,False,1.0628434791031474,1.0640714477623376,1.0622542761188312,1.0640879686591902,0.0012114477623376598,-1.0272746334859866,stop,14
2024-04-18,4.3999999999999595,short,fractal,2024-04-18 07:50:00+02:00,2024-04-18 07:55:00+02:00,18.209999084472656,False,1.0682734791031474,1.0688119888858854,1.0680290055570572,1.0680455264539097,0.0005219888858854053,0.43670019688453365,take_profit,1
2024-04-19,9.500000000000064,short,fractal,2024-04-19 09:20:00+02:00,2024-04-19 09:50:00+02:00,18.0,False,1.0643534791031475,1.065658237848764,1.063725881075618,1.0656747587456166,0.0012882378487639899,-1.0256488300951558,stop,6
2024-04-22,7.099999999999884,short,choch,2024-04-22 10:55:00+02:00,2024-04-22 11:30:00+02:00,18.709999084472656,False,1.0657734791031475,1.0668551639014818,1.065257418049259,1.0652739389461117,0.0010651639014819015,0.4689796155697843,take_profit,7
2024-04-29,18.899999999999473,short,fractal,2024-04-29 09:30:00+02:00,2024-04-29 10:40:00+02:00,15.029999732971191,False,1.0715834791031476,1.0727782509298232,1.0710108745350886,1.0710273954319411,0.001178250929822944,0.47195691268410167,take_profit,14
2024-04-30,3.60000000000138,long,fractal,2024-04-30 07:55:00+02:00,2024-04-30 08:00:00+02:00,14.670000076293945,False,1.0698165208968526,1.0693196827471156,1.0700401586264423,1.0700236377295897,0.0004803172528843434,0.4312083971445031,take_profit,1
2024-05-01,1.9999999999997797,short,fractal,2024-05-01 07:45:00+02:00,2024-05-01 08:25:00+02:00,15.649999618530273,False,1.0654534791031474,1.0657941063389778,1.065307946830511,1.0658106272358303,0.0003241063389777753,-1.1019473849520727,stop,8
2024-05-02,5.999999999999339,short,fractal,2024-05-02 08:30:00+02:00,2024-05-02 08:40:00+02:00,15.390000343322754,False,1.0721334791031474,1.072971338312716,1.071739330843642,1.0717558517404946,0.0008213383127160102,0.4597707872704075,take_profit,2
2024-05-03,3.8000000000004697,long,fractal,2024-05-03 08:10:00+02:00,2024-05-03 08:20:00+02:00,14.680000305175781,False,1.0734865208968525,1.0729951280649561,1.0737074359675218,1.0729786071681036,0.00047487193504374174,-1.0695804305683716,stop,2
2024-05-06,3.20000000000098,short,fractal,2024-05-06 08:15:00+02:00,2024-05-06 09:15:00+02:00,13.489999771118164,False,1.0761534791031475,1.0766885943023579,1.0759107028488213,1.0767051151992104,0.0005185943023577565,-1.0637141471761702,stop,12
2024-05-07,6.299999999999084,short,fractal,2024-05-07 09:10:00+02:00,2024-05-07 10:00:00+02:00,13.489999771118164,False,1.0763434791031474,1.0770865568137844,1.0759967215931079,1.0760132424899604,0.0007265568137843428,0.454522766728888,take_profit,10
2024-05-08,3.2999999999994145,long,choch,2024-05-08 09:30:00+02:00,2024-05-08 10:00:00+02:00,13.229999542236328,False,1.0743365208968525,1.0735789861160534,1.0746905069419732,1.0735624652192008,0.0007410138839464507,-1.0445899792446938,stop,6
2024-05-09,5.299999999999194,short,choch,2024-05-09 07:30:00+02:00,2024-05-09 07:55:00+02:00,13.0,False,1.0744434791031474,1.0748120161426022,1.0742839919286988,1.0743005128255514,0.00035201614260230206,0.40613557247442245,take_profit,5
2024-05-10,2.8999999999990145,long,fractal,2024-05-10 08:50:00+02:00,2024-05-10 09:00:00+02:00,12.6899995803833,False,1.0775365208968526,1.0768996973792475,1.0778301513103763,1.0778136304135237,0.0006203026207524609,0.4467327839676043,take_profit,2
2024-05-13,3.2999999999994145,long,choch,2024-05-13 08:50:00+02:00,2024-05-13 08:55:00+02:00,12.550000190734863,False,1.0773265208968525,1.076927303375859,1.0775013483120703,1.0769107824790065,0.00038269662414086797,-1.0863393916247455,stop,1
2024-05-14,3.5000000000007248,short,fractal,2024-05-14 07:45:00+02:00,2024-05-14 07:55:00+02:00,13.600000381469727,False,1.0786334791031476,1.078914477725149,1.0785177611374257,1.0785342820342783,0.0002644777251487398,0.37506776350827636,take_profit,2
2024-05-15,5.60000000000116,long,fractal,2024-05-15 08:45:00+02:00,2024-05-15 08:50:00+02:00,13.420000076293945,False,1.0825865208968526,1.082076229688473,1.0828168851557636,1.082800364258911,0.0004937703115270232,0.4330826642798812,take_profit,1
2024-05-17,3.9999999999995595,long,choch,2024-05-17 07:55:00+02:00,2024-05-17 08:00:00+02:00,12.420000076293945,False,1.0861065208968526,1.0856934590511929,1.0862882704744037,1.0862717495775511,0.0003965409488072018,0.41667495171830166,take_profit,1
2024-05-20,4.699999999999704,long,fractal,2024-05-20 08:25:00+02:00,2024-05-20 08:30:00+02:00,11.989999771118164,False,1.0881765208968526,1.0876151329114692,1.0884324335442654,1.0884159126474129,0.0005448670885307893,0.43935806658064697,take_profit,1
2024-05-21,4.8000000000003595,long,fractal,2024-05-21 07:55:00+02:00,2024-05-21 08:15:00+02:00,12.149999618530273,False,1.0859465208968526,1.0855347814732623,1.086127609263369,1.0861110883665164,0.0003952185267376654,0.4163961417046418,take_profit,4
2024-05-22,3.2999999999994145,short,fractal,2024-05-22 09:05:00+02:00,2024-05-22 09:15:00+02:00,11.859999656677246,False,1.0855234791031474,1.0862546059460523,1.0851826970269738,1.0851992179238263,0.0007146059460523021,0.45376221834196384,take_profit,2
2024-05-23,5.699999999999594,short,fractal,2024-05-23 07:30:00+02:00,2024-05-23 07:40:00+02:00,12.289999961853027,False,1.0827034791031473,1.083109270544374,1.0825253647278128,1.0825418856246654,0.0003892705443739948,0.41511869011784114,take_profit,2
2024-05-27,2.4000000000001798,short,fractal,2024-05-27 09:05:00+02:00,2024-05-27 09:20:00+02:00,11.930000305175781,False,1.0847334791031475,1.0851357712719005,1.08455711436405,1.085152292168753,0.00038577127190040077,-1.0856512553212332,stop,3
2024-05-28,4.3999999999999595,short,fractal,2024-05-28 08:25:00+02:00,2024-05-28 08:45:00+02:00,11.930000305175781,False,1.0876434791031475,1.088195654920806,1.087392172539597,1.0874086934364495,0.0005356549208060482,0.43831514950835626,take_profit,4
2024-05-29,4.500000000000615,long,choch,2024-05-29 08:25:00+02:00,2024-05-29 08:30:00+02:00,12.920000076293945,False,1.0849365208968527,1.0844197065253098,1.0851701467373451,1.0851536258404926,0.0005002934746902015,0.433955177557234,take_profit,1
2024-05-30,6.500000000000394,short,fractal,2024-05-30 08:45:00+02:00,2024-05-30 09:05:00+02:00,14.279999732971191,False,1.0791934791031474,1.0797805461539038,1.0789247269230482,1.0797970670507564,0.0005705461539037981,-1.0579125693496927,stop,4
2024-05-31,3.8999999999989043,long,choch,2024-05-31 07:45:00+02:00,2024-05-31 08:15:00+02:00,14.470000267028809,False,1.0820165208968526,1.0815490436370363,1.082225478181482,1.0815325227401837,0.00045095636296373364,-1.0732704900491872,stop,6
2024-06-03,5.399999999999849,short,choch,2024-06-03 08:25:00+02:00,2024-06-03 08:40:00+02:00,12.920000076293945,False,1.0847834791031474,1.0853148657621927,1.0845425671189037,1.0853313866590453,0.0005148657621927039,-1.0641755504666304,stop,3
