range_day,range_width_pips,direction,trigger_kind,entry_time,exit_time,vix_at_entry,high_vix,entry_price,sl,tp,exit_price,sl_dist,r_multiple,exit_reason,hold_bars
2022-06-28,7.800000000000029,short,choch,2022-06-28 07:55:00+02:00,2022-06-28 08:05:00+02:00,26.950000762939453,True,1.0572734791031475,1.0581726857732008,1.0569117060971998,1.0581892066700533,0.0008826857732006703,-1.0374332460184004,stop,2
2022-06-30,7.500000000000284,long,fractal,2022-06-30 07:45:00+02:00,2022-06-30 07:50:00+02:00,28.15999984741211,True,1.0449865208968525,1.0440257324610023,1.0453746860881419,1.0453581651912893,0.0009442675389977238,0.39357944553647145,take_profit,1
2022-07-01,14.199999999999768,long,fractal,2022-07-01 08:40:00+02:00,2022-07-01 08:55:00+02:00,28.709999084472656,True,1.0450765208968527,1.043385432652571,1.0457776717203269,1.0457611508234743,0.0016745673474290693,0.4088398879106054,take_profit,3
2022-07-04,4.20000000000087,long,fractal,2022-07-04 07:30:00+02:00,2022-07-04 07:30:00+02:00,26.700000762939453,True,1.0429365208968526,1.0421301500226017,1.0432585071331708,1.0432419862363183,0.0007898499773984395,0.386738429077064,take_profit,0
2022-07-05,8.099999999999774,long,fractal,2022-07-05 08:20:00+02:00,2022-07-05 09:05:00+02:00,26.700000762939453,True,1.0435165208968527,1.0424166567335147,1.043964289971351,1.0424001358366621,0.0010833432664854549,-1.0304998376112633,stop,9
2022-07-07,7.699999999999374,long,choch,2022-07-07 07:45:00+02:00,2022-07-07 07:55:00+02:00,26.729999542236328,True,1.0209265208968525,1.019756185517108,1.0214044919212393,1.0213879710243867,0.0011538144828918996,0.39993442132708334,take_profit,2
2022-07-08,18.900000000001693,long,choch,2022-07-08 08:10:00+02:00,2022-07-08 08:25:00+02:00,26.079999923706055,True,1.0160265208968526,1.014484829100821,1.0166636446710768,1.0166471237742243,0.001525170899179017,0.4069071064139168,take_profit,3
2022-07-11,6.599999999998829,short,choch,2022-07-11 07:30:00+02:00,2022-07-11 07:45:00+02:00,24.639999389648438,True,1.0147034791031475,1.015772162362777,1.0142690732730957,1.0142855941699482,0.0010521623627767324,0.39716772618291213,take_profit,3
2022-07-13,7.399999999999629,long,choch,2022-07-13 08:00:00+02:00,2022-07-13 08:00:00+02:00,27.290000915527344,True,1.0040665208968527,1.0030192623612688,1.0044917447023136,1.004475223805461,0.0010307376387313346,0.39651497456854157,take_profit,0
2022-07-14,13.499999999999623,short,fractal,2022-07-14 08:10:00+02:00,2022-07-14 08:10:00+02:00,26.81999969482422,True,1.0016934791031475,1.0030233584266428,1.0011471321028675,1.00116365299972,0.0013133584266426222,0.4034131830880735,take_profit,0
2022-07-15,11.399999999999189,short,fractal,2022-07-15 07:55:00+02:00,2022-07-15 07:55:00+02:00,26.399999618530273,True,1.0027134791031473,1.0038308060588146,1.0022582259747936,1.0022747468716462,0.0011008060588146862,0.3985554294400978,take_profit,0
2022-07-20,6.099999999999994,short,choch,2022-07-20 07:30:00+02:00,2022-07-20 08:05:00+02:00,24.5,True,1.0239534791031475,1.0251314111427352,1.0234722523673991,1.0234887732642517,0.0011614111427352468,0.4001217327753238,take_profit,7
2022-07-21,19.799999999998708,long,fractal,2022-07-21 08:40:00+02:00,2022-07-21 09:50:00+02:00,23.8799991607666,True,1.0216765208968526,1.0195919371759703,1.0225463126388699,1.0195754162791177,0.00206806282402976,-1.015977171158023,stop,14
2022-07-22,13.000000000000789,long,choch,2022-07-22 08:35:00+02:00,2022-07-22 08:50:00+02:00,23.110000610351562,True,1.0195165208968526,1.0179213157197697,1.0201765789772417,1.0201600580803891,0.0015786842802303737,0.4076414718227138,take_profit,3
2022-07-25,7.500000000000284,short,choch,2022-07-25 08:50:00+02:00,2022-07-25 09:15:00+02:00,23.030000686645508,True,1.0198434791031474,1.0214160883701329,1.0191931049842289,1.0192096258810814,0.0015560883701328408,0.40733754858143645,take_profit,5
2022-07-26,8.500000000000174,short,fractal,2022-07-26 07:40:00+02:00,2022-07-26 07:50:00+02:00,23.360000610351562,True,1.0224234791031475,1.0233862607431359,1.0220344596815132,1.0220509805783657,0.0009462607431359646,0.39365315266829587,take_profit,2
2022-07-27,10.699999999999044,short,fractal,2022-07-27 09:10:00+02:00,2022-07-27 13:00:00+02:00,24.690000534057617,True,1.0137834791031475,1.01564119347982,1.0130109170800772,1.0156577143766725,0.0018411934798198172,-1.0179458563520734,stop,46
2022-07-29,13.399999999998968,long,fractal,2022-07-29 10:40:00+02:00,2022-07-29 11:00:00+02:00,22.329999923706055,True,1.0212165208968527,1.018193265349531,1.0224886005644869,1.0224720796676343,0.0030067346504690866,0.4175821669483765,take_profit,4
2022-08-01,10.999999999998789,short,fractal,2022-08-01 08:20:00+02:00,2022-08-01 08:20:00+02:00,21.329999923706055,True,1.0219234791031475,1.0232542115416916,1.0213767664821323,1.0213932873789848,0.0013142115416915883,0.40342951446024494,take_profit,0
2022-08-03,11.900000000000244,short,fractal,2022-08-03 07:45:00+02:00,2022-08-03 07:50:00+02:00,23.93000030517578,True,1.0180734791031474,1.0193712932088326,1.0175408743390717,1.0175573952359243,0.0012812932088325413,0.40278358120180807,take_profit,1
2022-08-04,6.399999999999739,long,fractal,2022-08-04 07:40:00+02:00,2022-08-04 08:50:00+02:00,21.950000762939453,True,1.0166965208968526,1.0155919509751874,1.0171463067249198,1.0171297858280672,0.0010880490248125498,0.39820350125243026,take_profit,14
2022-08-05,5.299999999999194,short,fractal,2022-08-05 07:50:00+02:00,2022-08-05 07:55:00+02:00,21.440000534057617,True,1.0232834791031475,1.0241466087221789,1.0229371676904948,1.0229536885873474,0.0008466087221787955,0.38954301693401205,take_profit,1
2022-08-08,6.399999999999739,long,fractal,2022-08-08 08:20:00+02:00,2022-08-08 08:45:00+02:00,21.149999618530273,True,1.0184665208968526,1.0173908091986938,1.0189039389148455,1.0173742883018413,0.0010591908013062325,-1.0311953178448712,stop,5
2022-08-10,4.500000000000615,long,fractal,2022-08-10 08:05:00+02:00,2022-08-10 09:00:00+02:00,21.770000457763672,True,1.0212265208968525,1.020488784370231,1.0215190924127582,1.0215025715159056,0.0007212156297690093,0.38275739967189515,take_profit,11
2022-08-11,10.200000000000209,short,fractal,2022-08-11 07:50:00+02:00,2022-08-11 08:00:00+02:00,19.739999771118164,False,1.0283434791031474,1.0291324615719861,1.0279737692140067,1.0279902901108593,0.0007724615719862681,0.4572253236881638,take_profit,2
2022-08-12,7.499999999998064,long,fractal,2022-08-12 08:00:00+02:00,2022-08-12 08:10:00+02:00,20.200000762939453,True,1.0317765208968526,1.0307612536352675,1.0321880341563139,1.0321715132594613,0.000998746364732525,0.39548816051464925,take_profit,2
2022-08-16,6.00000000000156,short,fractal,2022-08-16 07:45:00+02:00,2022-08-16 08:00:00+02:00,19.950000762939453,False,1.0160134791031474,1.0167043457336424,1.0156928271331789,1.016720866630495,0.0006743457336423471,-1.0489982987313382,stop,3
2022-08-17,14.799999999999258,long,fractal,2022-08-17 07:55:00+02:00,2022-08-17 08:00:00+02:00,19.690000534057617,False,1.0181965208968526,1.0174580619824345,1.018540969008783,1.0185244481119304,0.0007219380175656128,0.45423181367227433,take_profit,1
2022-08-18,8.799999999999919,long,fractal,2022-08-18 08:25:00+02:00,2022-08-18 08:45:00+02:00,19.899999618530273,False,1.0167165208968525,1.0155733015582467,1.0172633492208767,1.015556780661394,0.0011266984417533884,-1.0293262087534145,stop,4
2022-08-19,8.500000000000174,long,choch,2022-08-19 07:55:00+02:00,2022-08-19 08:20:00+02:00,19.559999465942383,False,1.0081565208968526,1.0073655366872478,1.0085272316563763,1.0085107107595237,0.0007744633127522785,0.457335882589958,take_profit,5
2022-08-22,7.500000000000284,short,fractal,2022-08-22 07:25:00+02:00,2022-08-22 07:55:00+02:00,20.600000381469727,True,1.0036134791031475,1.004510269243016,1.0032527417529933,1.0032692626498458,0.0008802692430158973,0.3910354201656576,take_profit,6
2022-08-23,8.500000000000174,short,choch,2022-08-23 09:50:00+02:00,2022-08-23 11:25:00+02:00,23.799999237060547,True,0.9937234791031475,0.9969755627266269,0.992353330260017,0.9923698511568695,0.0032355627266269214,0.4183593583701538,take_profit,19
2022-08-24,14.200000000000879,short,fractal,2022-08-24 10:25:00+02:00,2022-08-24 12:25:00+02:00,24.110000610351562,True,0.9944134791031476,0.9963068192008391,0.9936256489139261,0.9936421698107786,0.0018768192008390278,0.4109662198810645,take_profit,24
2022-08-26,9.600000000000719,short,choch,2022-08-26 07:25:00+02:00,2022-08-26 08:50:00+02:00,21.780000686645508,True,0.9960434791031475,0.9969292119786881,0.9956874805805621,0.9957040014774146,0.000869211978688151,0.3905579237935669,take_profit,17
2022-08-30,11.499999999999844,short,choch,2022-08-30 08:55:00+02:00,2022-08-30 09:10:00+02:00,26.209999084472656,True,0.9993334791031475,1.0012513397471556,0.9985351401083618,0.9985516610052142,0.0019013397471557827,0.4111932646981376,take_profit,3
2022-09-01,8.799999999999919,long,fractal,2022-09-01 08:00:00+02:00,2022-09-01 08:50:00+02:00,25.8700008392334,True,1.0019065208968525,1.0006857244266982,1.0024061181028436,1.002389597205991,0.0012042755733017796,0.4011343581553494,take_profit,10
2022-09-02,9.200000000000319,long,fractal,2022-09-02 08:40:00+02:00,2022-09-02 08:45:00+02:00,25.559999465942383,True,0.9969265208968524,0.9955304815586239,0.9975012221891612,0.9974847012923087,0.00137951844137605,0.40461974172633824,take_profit,1
2022-09-05,12.699999999999934,short,fractal,2022-09-05 08:30:00+02:00,2022-09-05 09:30:00+02:00,25.469999313354492,True,0.9897234791031475,0.9917094650781522,0.9888959435379348,0.9917259859750046,0.0019694650781522443,-1.0167770396496987,stop,12
2022-09-06,10.900000000000354,long,fractal,2022-09-06 08:20:00+02:00,2022-09-06 08:40:00+02:00,25.469999313354492,True,0.9954765208968525,0.9938677562780232,0.9961423901665616,0.9961258692697091,0.0015922437219769107,0.4078197099439405,take_profit,4
2022-09-07,16.599999999999948,long,choch,2022-09-07 07:15:00+02:00,2022-09-07 08:45:00+02:00,26.90999984741211,True,0.9899465208968524,0.9885769648855272,0.9905098721919169,0.9904933512950644,0.0013530351144728683,0.40415092879910797,take_profit,18
2022-09-08,8.700000000000374,long,fractal,2022-09-08 07:40:00+02:00,2022-09-08 07:45:00+02:00,24.639999389648438,True,0.9994965208968525,0.9985599002059796,0.9998743284831516,0.9998578075862992,0.0009200997940204117,0.39266033075393536,take_profit,1
2022-09-09,17.599999999999838,short,choch,2022-09-09 08:00:00+02:00,2022-09-09 09:00:00+02:00,23.610000610351562,True,1.0061234791031475,1.0075128829509195,1.0055516215924631,1.007529403847772,0.001372882950919327,-1.0240674514044177,stop,12
2022-09-13,11.099999999999444,long,fractal,2022-09-13 09:20:00+02:00,2022-09-13 09:25:00+02:00,23.8700008392334,True,1.0135765208968526,1.0112501904726956,1.014549918368845,1.0145333974719923,0.0023098095273045094,0.4142664422448789,take_profit,1
2022-09-14,15.300000000000313,short,fractal,2022-09-14 10:00:00+02:00,2022-09-14 11:35:00+02:00,27.270000457763672,True,0.9983534791031475,1.0011629081150784,0.9971730393792521,1.001179429011931,0.00279290811507846,-1.0118306053559474,stop,19
2022-09-15,9.599999999999609,short,choch,2022-09-15 08:15:00+02:00,2022-09-15 08:20:00+02:00,26.15999984741211,True,0.9960334791031475,0.9971806835064911,0.9955654213543609,0.9955819422512133,0.0011306835064911489,0.3993485792814602,take_profit,1
2022-09-16,6.699999999999484,short,fractal,2022-09-16 09:10:00+02:00,2022-09-16 09:15:00+02:00,26.270000457763672,True,0.9994334791031475,1.0011568432685667,0.9987184957420427,0.9987350166388952,0.001706843268566831,0.4092130057370677,take_profit,1
2022-09-20,10.000000000001119,short,fractal,2022-09-20 08:55:00+02:00,2022-09-20 09:35:00+02:00,25.760000228881836,True,1.0028734791031475,1.0044649222030082,1.002215033341568,1.0022315542384206,0.0015749222030080866,0.40759147563025444,take_profit,8
2022-09-22,10.999999999999899,long,fractal,2022-09-22 07:15:00+02:00,2022-09-22 07:30:00+02:00,27.989999771118164,True,0.9829765208968524,0.9813394676823585,0.9836545138504177,0.9836379929535652,0.0016205323176414965,0.4081819594166141,take_profit,3
2022-09-23,10.299999999999754,long,choch,2022-09-23 07:55:00+02:00,2022-09-23 08:05:00+02:00,27.350000381469727,True,0.9832265208968525,0.9820187270847944,0.9837205455350881,0.9837040246382357,0.0011912729152056389,0.4008348845073806,take_profit,2
2022-09-27,10.399999999999299,long,choch,2022-09-27 09:00:00+02:00,2022-09-27 09:30:00+02:00,32.2599983215332,True,0.9650165208968524,0.9627717072559182,0.9659549826046064,0.965938461707754,0.0022282927440817487,0.4137431283884103,take_profit,6
2022-09-28,19.199999999999218,long,choch,2022-09-28 08:20:00+02:00,2022-09-28 08:55:00+02:00,32.599998474121094,True,0.9564965208968524,0.9546371122332974,0.9572698090428725,0.954620591336445,0.0018428877667026468,-1.0179293575560324,stop,7
2022-09-29,6.399999999999739,short,choch,2022-09-29 07:30:00+02:00,2022-09-29 07:35:00+02:00,30.18000030517578,True,0.9679234791031476,0.9691815845806421,0.967407892322582,0.9674244132194344,0.0012415845806420709,0.401958828656758,take_profit,1
2022-09-30,9.900000000000464,long,fractal,2022-09-30 08:50:00+02:00,2022-09-30 08:50:00+02:00,31.84000015258789,True,0.9797665208968525,0.9773588118593035,0.9807747949174414,0.9807582740205889,0.0023911881406964634,0.41475327970119036,take_profit,0
2022-10-05,11.300000000000754,long,fractal,2022-10-05 07:35:00+02:00,2022-10-05 08:35:00+02:00,29.06999969482422,True,0.9974065208968524,0.9958217417882689,0.9980621106621705,0.9980455897653181,0.0015682582117311464,0.40750232562800165,take_profit,12
2022-10-07,15.800000000000258,short,choch,2022-10-07 08:10:00+02:00,2022-10-07 08:10:00+02:00,30.520000457763672,True,0.9790234791031476,0.9803451584419036,0.9784806463820414,0.9784971672788938,0.0013051584419035546,0.40325512011105696,take_profit,0
2022-10-10,8.00000000000023,long,fractal,2022-10-10 07:20:00+02:00,2022-10-10 07:30:00+02:00,31.360000610351562,True,0.9740065208968525,0.9729256004235931,0.9744461712470316,0.9729090795267407,0.0010643995764069646,-1.0310426595775053,stop,2
2022-10-11,15.200000000000768,long,fractal,2022-10-11 08:15:00+02:00,2022-10-11 08:20:00+02:00,32.45000076293945,True,0.9684865208968525,0.966796569464101,0.9691871845153854,0.969170663618533,0.0016734305358991153,0.40882648368365626,take_profit,1
2022-10-13,8.700000000000374,short,fractal,2022-10-13 08:15:00+02:00,2022-10-13 08:25:00+02:00,33.56999969482422,True,0.9702334791031475,0.9715142526240086,0.9697081774468533,0.9697246983437058,0.001264252624008657,0.40243599244310074,take_profit,2
2022-10-14,11.200000000000099,short,fractal,2022-10-14 08:10:00+02:00,2022-10-14 09:10:00+02:00,31.940000534057617,True,0.9779934791031476,0.9797674006599711,0.9772568282885838,0.9772733491854363,0.0017574006599711145,0.4097699142340973,take_profit,12
2022-10-17,7.599999999999829,long,fractal,2022-10-17 08:40:00+02:00,2022-10-17 09:00:00+02:00,32.02000045776367,True,0.9738965208968524,0.9722908285617491,0.974561073473536,0.9745445525766836,0.001589171438250826,0.4077795914482721,take_profit,4
2022-10-19,9.099999999999664,short,fractal,2022-10-19 07:55:00+02:00,2022-10-19 08:40:00+02:00,30.5,True,0.9834334791031476,0.9847018037568036,0.9829135126756556,0.9829300335725081,0.001251803756803568,0.40217608223596646,take_profit,9
2022-10-21,6.899999999999684,long,fractal,2022-10-21 08:40:00+02:00,2022-10-21 09:15:00+02:00,29.979999542236328,True,0.9767065208968524,0.9751691047727664,0.9773418122402429,0.9773252913433904,0.0015208952272334824,0.40684620180153147,take_profit,7
2022-10-24,17.700000000000493,long,fractal,2022-10-24 08:40:00+02:00,2022-10-24 09:00:00+02:00,29.690000534057617,True,0.9838765208968524,0.9817744780525051,0.9847537951203549,0.9847372742235024,0.0020855219474948646,0.41272801165385564,take_profit,4
2022-10-25,8.900000000000574,short,choch,2022-10-25 07:40:00+02:00,2022-10-25 07:50:00+02:00,29.850000381469727,True,0.9874434791031476,0.9884428979542322,0.9870387580196147,0.9870552789164672,0.0009828979542322767,0.3949547203845943,take_profit,2
2022-10-27,10.600000000000609,long,choch,2022-10-27 07:35:00+02:00,2022-10-27 07:35:00+02:00,27.280000686645508,True,1.0075465208968526,1.0061460812854908,1.008123108020504,1.0081065871236514,0.0013839187145093595,0.4046958979071165,take_profit,0
2022-10-28,10.999999999999899,short,choch,2022-10-28 07:25:00+02:00,2022-10-28 07:40:00+02:00,27.389999389648438,True,0.9980534791031476,0.9994198360866534,0.9974914988200057,0.9975080197168581,0.0013498360866534185,0.40409305372906507,take_profit,3
2022-10-31,17.50000000000029,short,fractal,2022-10-31 08:05:00+01:00,2022-10-31 08:10:00+01:00,25.75,True,0.9949134791031475,0.996308421982885,0.9943392477216206,0.9943557686184731,0.001378421982885077,0.4046006894834571,take_profit,1
2022-11-02,9.700000000000264,short,choch,2022-11-02 07:50:00+01:00,2022-11-02 08:05:00+01:00,25.809999465942383,True,0.9881834791031475,0.9895300284597796,0.9876299878029515,0.987646508699804,0.0013300284597795775,0.40372850625507783,take_profit,3
2022-11-04,15.500000000000513,short,choch,2022-11-04 08:25:00+01:00,2022-11-04 08:45:00+01:00,25.299999237060547,True,0.9773834791031476,0.9794701284840043,0.976512802078284,0.9765293229751364,0.0020701284840042074,0.41261020009687066,take_profit,4
2022-11-08,12.099999999999334,short,fractal,2022-11-08 08:35:00+01:00,2022-11-08 09:15:00+01:00,24.350000381469727,True,0.9992234791031476,1.0008990389217358,0.9985289833192561,0.9985455042161085,0.0016590389217357305,0.4086552028144753,take_profit,8
2022-11-09,9.600000000000719,short,fractal,2022-11-09 08:20:00+01:00,2022-11-09 08:40:00+01:00,25.540000915527344,True,1.0066834791031474,1.0082502409791412,1.0060356110089395,1.006052131905792,0.0015502409791412443,0.4072574560021586,take_profit,4
2022-11-15,15.300000000000313,long,choch,2022-11-15 07:45:00+01:00,2022-11-15 07:55:00+01:00,23.729999542236328,True,1.0336965208968525,1.032350176294875,1.0342499244450534,1.0342334035482008,0.0013298237051248092,0.40372468115834675,take_profit,2
2022-11-17,15.000000000000568,long,fractal,2022-11-17 07:25:00+01:00,2022-11-17 07:45:00+01:00,24.110000610351562,True,1.0384365208968525,1.0369921404482252,1.0390319398079033,1.0390154189110508,0.0014278595517747234,0.40543064160531495,take_profit,4
2022-11-18,10.099999999999554,short,fractal,2022-11-18 08:20:00+01:00,2022-11-18 08:30:00+01:00,23.93000030517578,True,1.0379434791031474,1.039647941662269,1.0372365964304562,1.0372531173273087,0.0016879416622689399,0.4089962297101616,take_profit,2
2022-11-22,15.800000000001369,long,fractal,2022-11-22 09:15:00+01:00,2022-11-22 09:25:00+01:00,22.360000610351562,True,1.0261165208968526,1.0242531352184223,1.026891513477819,1.0268749925809664,0.0018468647815776708,0.4106806798632464,take_profit,2
2022-11-23,16.80000000000126,long,choch,2022-11-23 08:05:00+01:00,2022-11-23 08:05:00+01:00,21.290000915527344,True,1.0332865208968525,1.0319068205217872,1.0338542197763767,1.0338376988795241,0.0013631794782126504,0.404332658671156,take_profit,0
2022-11-24,13.199999999999878,short,fractal,2022-11-24 07:20:00+01:00,2022-11-24 08:30:00+01:00,20.350000381469727,True,1.0433634791031474,1.0448272465477417,1.0427597514795393,1.0427762723763918,0.0014472465477417477,0.4057406304902725,take_profit,14
2022-11-25,14.899999999999913,long,fractal,2022-11-25 09:35:00+01:00,2022-11-25 10:40:00+01:00,20.350000381469727,True,1.0421965208968527,1.0403801371092236,1.042951369810333,1.040363616212371,0.0017998628907766002,-1.0183579504162952,stop,13
2022-11-29,13.199999999999878,short,fractal,2022-11-29 08:55:00+01:00,2022-11-29 09:05:00+01:00,22.209999084472656,True,1.0379234791031475,1.0406431393556197,1.0367815117047345,1.036798032601587,0.0027031393556196,0.41634793974669687,take_profit,2
2022-11-30,12.599999999998168,short,fractal,2022-11-30 07:25:00+01:00,2022-11-30 07:30:00+01:00,21.889999389648438,True,1.0348934791031474,1.0362098133458528,1.0343529371374918,1.0343694580343443,0.00129981334585275,0.4031510143168506,take_profit,1
2022-12-01,13.499999999999623,long,fractal,2022-12-01 08:15:00+01:00,2022-12-01 08:15:00+01:00,20.579999923706055,True,1.0450465208968525,1.0433812064786516,1.0457366257948635,1.045720104898011,0.00164879352134837,0.40853144583417306,take_profit,0
2022-12-02,10.600000000000609,long,choch,2022-12-02 08:00:00+01:00,2022-12-02 08:40:00+01:00,19.84000015258789,False,1.0533165208968525,1.0521216356620613,1.0538891821689693,1.0538726612721168,0.00117836433793865,0.47195961160635286,take_profit,8
2022-12-05,10.200000000000209,short,fractal,2022-12-05 07:40:00+01:00,2022-12-05 07:55:00+01:00,19.059999465942383,False,1.0573834791031473,1.0584383745213106,1.0568808127393445,1.056897333636197,0.0010383745213107553,0.4681793100398699,take_profit,3
2022-12-06,11.900000000000244,short,fractal,2022-12-06 07:45:00+01:00,2022-12-06 07:50:00+01:00,20.75,True,1.0486534791031474,1.050241462004332,1.0479965162838576,1.0480130371807101,0.001571462004332182,0.40754527991877915,take_profit,1
2022-12-07,9.099999999999664,short,choch,2022-12-07 08:45:00+01:00,2022-12-07 09:00:00+01:00,22.170000076293945,True,1.0459734791031474,1.04785289434353,1.0451916167099158,1.0452081376067683,0.0018628943435299388,0.4108346235722947,take_profit,3
2022-12-09,12.000000000000899,short,choch,2022-12-09 07:25:00+01:00,2022-12-09 08:05:00+01:00,22.290000915527344,True,1.0573234791031474,1.0585449734306784,1.0568235828154235,1.058561494327531,0.0012049734306785126,-1.0274211803047688,stop,8
2022-12-12,8.60000000000083,long,fractal,2022-12-12 07:30:00+01:00,2022-12-12 07:40:00+01:00,22.829999923706055,True,1.0513165208968525,1.0501579779612888,1.0517894380165904,1.0517729171197379,0.001142022038711083,0.3996387174808846,take_profit,2
2022-12-13,15.400000000000968,long,fractal,2022-12-13 08:00:00+01:00,2022-12-13 08:00:00+01:00,25.0,True,1.0549265208968526,1.05376916733865,1.0553989282834357,1.0553824073865832,0.001140832661349968,0.39960855362533804,take_profit,0
2022-12-14,7.099999999999884,long,fractal,2022-12-14 07:15:00+01:00,2022-12-14 07:15:00+01:00,22.549999237060547,True,1.0631365208968526,1.0620268573398266,1.063588489711503,1.0635719688146505,0.0010931426601735162,0.3983450044194663,take_profit,0
2022-12-15,13.499999999999623,long,fractal,2022-12-15 07:40:00+01:00,2022-12-15 08:40:00+01:00,21.139999389648438,True,1.0658065208968526,1.0645834120470556,1.0663071091226906,1.064566891150203,0.0012065879529444734,-1.0273844883204561,stop,12
2022-12-16,7.399999999999629,long,fractal,2022-12-16 09:00:00+01:00,2022-12-16 09:45:00+01:00,22.829999923706055,True,1.0637965208968525,1.0619522859309576,1.0645633060295896,1.064546785132737,0.0018277140690424335,0.4104932213371915,take_profit,9
2022-12-22,10.100000000001774,long,choch,2022-12-22 07:30:00+01:00,2022-12-22 08:20:00+01:00,20.06999969482422,True,1.0648765208968525,1.0637773103152737,1.0653240098648826,1.0637607894184211,0.001082689684726309,-1.0305182492926424,stop,10
2022-12-23,6.800000000000139,long,choch,2022-12-23 08:00:00+01:00,2022-12-23 08:05:00+01:00,21.969999313354492,True,1.0611365208968526,1.0602665114104588,1.0614857808240892,1.0614692599272366,0.0008534885895411813,0.3898576201972113,take_profit,1
2022-12-26,4.500000000000615,long,choch,2022-12-26 08:50:00+01:00,2022-12-26 09:05:00+01:00,20.8700008392334,True,1.0630665208968526,1.0625094150946872,1.063281679245134,1.0624928941978347,0.0005405849053128262,-1.0611223017520282,stop,3
2022-12-27,14.500000000001734,long,choch,2022-12-27 07:20:00+01:00,2022-12-27 07:45:00+01:00,20.8700008392334,True,1.0657965208968525,1.0647582834062714,1.0662178785401693,1.0662013576433167,0.0010217165937286157,0.3962319384348953,take_profit,5
2022-12-28,6.499999999998174,long,choch,2022-12-28 08:15:00+01:00,2022-12-28 08:20:00+01:00,21.649999618530273,True,1.0649065208968524,1.063880823792002,1.0653225040891419,1.0653059831922893,0.0010091762079976869,0.39583007632476247,take_profit,1
2022-12-29,7.799999999997809,short,fractal,2022-12-29 09:35:00+01:00,2022-12-29 09:55:00+01:00,22.139999389648438,True,1.0637434791031475,1.065346149814047,1.0630802215082655,1.063096742405118,0.0015861498140470468,0.4077399828829853,take_profit,4
2022-12-30,15.699999999998493,short,fractal,2022-12-30 08:00:00+01:00,2022-12-30 09:00:00+01:00,21.440000534057617,True,1.0642234791031475,1.0654953464438615,1.0637019943812023,1.065511867340714,0.0012553464438613809,-1.0263208565784279,stop,12
2023-01-02,12.500000000001954,short,choch,2023-01-02 09:55:00+01:00,2023-01-02 16:20:00+01:00,21.670000076293945,True,1.0679634791031474,1.0703573243944853,1.0669611466880777,1.0669776675849303,0.0023773243944853095,0.4146726969629702,take_profit,77
2023-01-05,8.999999999999009,long,fractal,2023-01-05 08:05:00+01:00,2023-01-05 08:45:00+01:00,22.010000228881836,True,1.0607965208968526,1.0594653839579522,1.0613434068751635,1.0594488630610996,0.0013146160420479237,-1.025134178078013,stop,8
2023-01-06,14.799999999999258,long,choch,2023-01-06 09:15:00+01:00,2023-01-06 10:20:00+01:00,22.459999084472656,True,1.0527865208968525,1.050571180491295,1.0537123512180164,1.0505546595944424,0.0021988195087049704,-1.0150270604632956,stop,13
2023-01-09,9.899999999998244,long,fractal,2023-01-09 07:45:00+01:00,2023-01-09 08:00:00+01:00,21.1299991607666,True,1.0679065208968526,1.0666627740302714,1.0684159539870266,1.068399433090174,0.0012272259697286546,0.40164745978319477,take_profit,3
2023-01-10,14.499999999999513,short,fractal,2023-01-10 08:05:00+01:00,2023-01-10 09:20:00+01:00,21.969999313354492,True,1.0727834791031474,1.0742612063484185,1.0721737687078206,1.074277727245271,0.00146120634841842,-1.0226126814607435,stop,15
2023-01-11,19.900000000001583,long,fractal,2023-01-11 08:45:00+01:00,2023-01-11 09:30:00+01:00,20.579999923706055,True,1.0750065208968524,1.0732642427405168,1.075729610254064,1.0732477218436642,0.0017257572594831393,-1.0191462579824035,stop,9
2023-01-12,12.799999999999478,short,choch,2023-01-12 07:40:00+01:00,2023-01-12 08:00:00+01:00,21.09000015258789,True,1.0760034791031474,1.0769588723755452,1.0756176261247663,1.0756341470216189,0.0009388723755451639,0.39337836659014064,take_profit,4
2023-01-13,11.699999999998933,long,fractal,2023-01-13 08:55:00+01:00,2023-01-13 09:10:00+01:00,18.829999923706055,False,1.0846265208968526,1.0831500889689223,1.085339955515539,1.0853234346186864,0.0014599110310778984,0.47736725526296436,take_profit,3
2023-01-17,10.40000000000152,short,fractal,2023-01-17 09:30:00+01:00,2023-01-17 10:10:00+01:00,18.350000381469727,False,1.0827834791031474,1.08434956529743,1.082025217351285,1.0820417382481375,0.0015495652974300742,0.4786767335587927,take_profit,8
2023-01-19,7.099999999999884,long,fractal,2023-01-19 07:20:00+01:00,2023-01-19 07:35:00+01:00,20.34000015258789,True,1.0798065208968526,1.0786917705421306,1.0802606697676584,1.0802441488708059,0.0010982294578695067,0.39848500767979084,take_profit,3
2023-01-20,10.699999999999044,long,fractal,2023-01-20 08:05:00+01:00,2023-01-20 08:20:00+01:00,20.520000457763672,True,1.0834365208968526,1.082137757000311,1.0839695327141525,1.0839530118173,0.0012822429996889352,0.4028026829334715,take_profit,3
2023-01-23,8.300000000001084,short,fractal,2023-01-23 07:40:00+01:00,2023-01-23 07:50:00+01:00,19.850000381469727,False,1.0891434791031473,1.0901163986654037,1.088681800667298,1.0901329195622562,0.000956398665403823,-1.0345481386583657,stop,2
