entry_date,exit_date,exit_reason,raw_entry_price,entry_price_filled,exit_price_filled,qty,pnl_dollar,r_multiple,cash_after
2026-08-20,2026-08-20,stop,69334.78,69404.11477999999,66105.8675142649,0.3161814941872342,-1042.8447486790799,-1.0428447486790797,98957.15525132092
2026-08-20,2026-08-20,stop,69334.78,69404.11477999999,66105.8675142649,0.31288421207880757,-1031.9694969806044,-1.0428447486790795,97925.18575434032
