date,strategy,active
2017-07-07,cls_practical,False
2017-07-14,cls_practical,False
2017-07-21,cls_practical,False
2017-07-28,cls_practical,False
2017-08-04,cls_practical,False
2017-08-11,cls_practical,False
2017-08-18,cls_practical,False
2017-08-25,cls_practical,False
2017-09-01,cls_practical,False
2017-09-08,cls_practical,False
2017-09-15,cls_practical,False
2017-09-22,cls_practical,False
2017-09-29,cls_practical,False
2017-10-06,cls_practical,False
2017-10-13,cls_practical,False
2017-10-20,cls_practical,False
2017-10-27,cls_practical,False
2017-11-03,cls_practical,False
2017-11-10,cls_practical,False
2017-11-17,cls_practical,False
2017-11-24,cls_practical,False
2017-12-01,cls_practical,False
2017-12-08,cls_practical,False
2017-12-15,cls_practical,False
2017-12-22,cls_practical,False
2017-12-29,cls_practical,False
2018-01-05,cls_practical,False
2018-01-12,cls_practical,False
2018-01-19,cls_practical,False
2018-01-26,cls_practical,False
2018-02-02,cls_practical,False
2018-02-09,cls_practical,False
2018-02-16,cls_practical,False
2018-02-23,cls_practical,False
2018-03-02,cls_practical,False
2018-03-09,cls_practical,False
2018-03-16,cls_practical,False
2018-03-23,cls_practical,False
2018-03-30,cls_practical,False
2018-04-06,cls_practical,False
2018-04-13,cls_practical,False
2018-04-20,cls_practical,False
2018-04-27,cls_practical,False
2018-05-04,cls_practical,False
2018-05-11,cls_practical,False
2018-05-18,cls_practical,False
2018-05-25,cls_practical,False
2018-06-01,cls_practical,False
2018-06-08,cls_practical,False
2018-06-15,cls_practical,False
2018-06-22,cls_practical,False
2018-06-29,cls_practical,False
2018-07-06,cls_practical,False
2018-07-13,cls_practical,False
2018-07-20,cls_practical,False
2018-07-27,cls_practical,False
2018-08-03,cls_practical,False
2018-08-10,cls_practical,False
2018-08-17,cls_practical,False
2018-08-24,cls_practical,False
2018-08-31,cls_practical,False
2018-09-07,cls_practical,False
2018-09-14,cls_practical,False
2018-09-21,cls_practical,False
2018-09-28,cls_practical,False
2018-10-05,cls_practical,False
2018-10-12,cls_practical,False
2018-10-19,cls_practical,False
2018-10-26,cls_practical,False
2018-11-02,cls_practical,False
2018-11-09,cls_practical,False
2018-11-16,cls_practical,False
2018-11-23,cls_practical,False
2018-11-30,cls_practical,False
2018-12-07,cls_practical,False
2018-12-14,cls_practical,False
2018-12-21,cls_practical,False
2018-12-28,cls_practical,False
2019-01-04,cls_practical,False
2019-01-11,cls_practical,False
2019-01-18,cls_practical,False
2019-01-25,cls_practical,False
2019-02-01,cls_practical,False
2019-02-08,cls_practical,False
2019-02-15,cls_practical,False
2019-02-22,cls_practical,False
2019-03-01,cls_practical,False
2019-03-08,cls_practical,False
2019-03-15,cls_practical,False
2019-03-22,cls_practical,False
2019-03-29,cls_practical,False
2019-04-05,cls_practical,False
2019-04-12,cls_practical,False
2019-04-19,cls_practical,False
2019-04-26,cls_practical,False
2019-05-03,cls_practical,False
2019-05-10,cls_practical,False
2019-05-17,cls_practical,False
2019-05-24,cls_practical,False
2019-05-31,cls_practical,False
