instrument,stop_atr_mult,target_r_mult,partial_exit_r,be,all_trades,all_avg_r,all_pf,all_win,all_maxdd_r,all_sum_r,is_trades,is_avg_r,is_pf,is_win,is_maxdd_r,is_sum_r,oos_trades,oos_avg_r,oos_pf,oos_win,oos_maxdd_r,oos_sum_r,years_positive,years_total
US30,0.4,,,False,392,0.658244579297094,1.6913345723227575,0.13520408163265307,-46.384283394009145,258.03187508446086,195,1.3815418108123134,2.551878198208784,0.18461538461538463,-20.499439734502488,269.4006531084011,197,-0.05770953311644819,0.9430538398419679,0.08629441624365482,-45.95325181976801,-11.368778023940294,6,8
US30,0.4,,1.0,True,392,0.11180412534230981,1.1894686653479312,0.4642857142857143,-46.68874959623536,43.827217134185446,195,0.41688956652945336,1.7298293041851338,0.47692307692307695,-14.480555288688716,81.2934654732434,197,-0.19018400172110636,0.6875976823328076,0.4517766497461929,-40.68922415393011,-37.466248339057955,3,8
US30,0.4,,1.0,False,392,0.24382761578067438,1.3913312368910304,0.13520408163265307,-41.29816056991946,95.58042538602436,195,0.6229398878418048,2.0417984389571604,0.18461538461538463,-13.232031390478312,121.47327812915192,197,-0.13143580072653577,0.7971490283092968,0.08629441624365482,-37.33094438294023,-25.89285274312755,4,8
US30,0.4,,1.5,True,392,0.23548691201102395,1.3897985865319946,0.45153061224489793,-41.689019596235624,92.31086950832139,195,0.5693750274224642,1.9683886315294334,0.46153846153846156,-9.873589117435309,111.02813034738051,197,-0.0950114763404016,0.8467862768870572,0.4416243654822335,-34.93953465393038,-18.717260839059115,4,8
US30,0.4,,1.5,False,392,0.343949759913325,1.5692218655281829,0.4489795918367347,-34.939449334263685,134.8283058860234,195,0.7229344878418054,2.2290532272332957,0.4564102564102564,-11.671188026547668,140.97222512915204,197,-0.03118740732552597,0.9497077724225214,0.4416243654822335,-30.72224664728449,-6.143919243128616,7,8
US30,0.4,,2.0,True,392,0.26116276503126146,1.3994327565215996,0.40561224489795916,-39.689127596236006,102.37580389225448,195,0.6325279140067336,2.01836497255997,0.4307692307692308,-10.873535117435267,123.34294323131304,197,-0.10643217938608407,0.8448996799033875,0.38071065989847713,-33.68960215393075,-20.967139339058562,4,8
US30,0.4,,2.0,False,392,0.3879524856786321,1.593350015786031,0.40561224489795916,-31.439638334263947,152.0773743860238,195,0.7921615186110349,2.275373821928754,0.4307692307692308,-11.551783394609387,154.4714961291518,197,-0.01215290224938078,0.9822899517809909,0.38071065989847713,-29.67088350292058,-2.3941217431280135,6,8
US30,0.4,,2.5,True,392,0.29227568594611747,1.4216538815477544,0.36989795918367346,-36.939276096236526,114.57206889087806,195,0.6363738601605817,1.9472246095259873,0.38461538461538464,-13.369975232420046,124.09290273131343,197,-0.04832910578901204,0.9323390256401921,0.3553299492385787,-29.478147937444984,-9.520833840435373,5,8
US30,0.4,,2.5,False,392,0.4268534461378159,1.615803575427162,0.36989795918367346,-27.689840834264317,167.32655088602382,195,0.8190831416879607,2.2191822411733244,0.38461538461538464,-13.36997523242005,159.72121262915235,197,0.03860577795366233,1.0540482698700597,0.3553299492385787,-27.17101850292043,7.6053382568714785,7,8
US30,0.4,,3.0,True,392,0.32626376812979474,1.4486661044462754,0.3392857142857143,-35.189370596235946,127.89539710687953,195,0.6790589792170016,1.9539360554851994,0.3487179487179487,-14.800399575746876,132.4165009473153,197,-0.022949765687491366,0.969085686323361,0.3299492385786802,-28.72818843744494,-4.521103840435799,5,8
US30,0.4,,3.0,False,392,0.458101758637816,1.6299649288861604,0.3392857142857143,-26.67104550292086,179.57588938602387,195,0.8434408006623197,2.1848581861723315,0.3487179487179487,-13.785774043125066,164.47095612915234,197,0.07667478810594686,1.1032842113890944,0.3299492385786802,-26.67104550292085,15.10493325687153,7,8
US30,0.4,2.0,,False,392,0.11766039206017027,1.179954499748003,0.40561224489795916,-19.853866510174527,46.12287368758675,195,0.2027812264097563,1.3264761815179749,0.4307692307692308,-11.463016645954825,39.542339149902475,197,0.0334037286176867,1.0486782196033937,0.38071065989847713,-19.629187060593587,6.58053453768428,7,8
US30,0.4,2.0,1.0,True,392,-0.09661375079697039,0.8362736762913309,0.4642857142857143,-48.071548799752655,-37.87259031241239,195,-0.045923291538961984,0.9196042151191527,0.47692307692307695,-25.146506713814475,-8.955041850097587,197,-0.14678958610312084,0.7588787358924646,0.4517766497461929,-34.8426721650582,-28.917548462314805,3,8
US30,0.4,2.0,1.0,False,392,-0.08768566151125773,0.8536990122119286,0.3647959183673469,-44.87718097149277,-34.37277931241303,195,-0.02797554282101294,0.9516673497256859,0.38974358974358975,-22.169627154516107,-5.455230850097523,197,-0.1467895861031244,0.7631208091627696,0.3401015228426396,-33.77716818950123,-28.91754846231551,3,8
US30,0.4,2.0,1.5,True,392,0.009885599968333561,1.016363511932658,0.45153061224489793,-26.85348851017398,3.8751551875867563,195,0.061763200768732006,1.10504637293643,0.46153846153846156,-17.86994019635972,12.043824149902742,197,-0.04146532468180703,0.9331337958393017,0.4416243654822335,-23.142157851383413,-8.168668962315985,4,8
US30,0.4,2.0,1.5,False,392,0.008610158641801235,1.014252289605943,0.45153061224489793,-26.353515510174386,3.375182187586084,195,0.06432716487129572,1.1094071432002965,0.46153846153846156,-17.36996719635976,12.543797149902666,197,-0.04654119270211464,0.9249485463581235,0.4416243654822335,-23.642130851383737,-9.168614962316584,4,8
US30,0.4,2.0,2.0,True,392,0.038583029815273395,1.0590104257481918,0.40561224489795916,-23.853650510174376,15.124547687587171,195,0.12586230333283413,1.202637319621141,0.4307692307692308,-17.11998069636002,24.543149149902654,197,-0.04781015970718517,0.9303277343635404,0.38071065989847713,-21.392252351383682,-9.418601462315479,4,8
US30,0.4,2.0,2.0,False,392,0.04496023644792446,1.0687639801030122,0.40561224489795916,-22.853704510174573,17.62441268758639,195,0.12586230333283327,1.2026373196211397,0.4307692307692308,-17.119980696360045,24.543149149902487,197,-0.03512048965642686,0.9488199976822632,0.38071065989847713,-21.392252351383796,-6.918736462316091,4,8
US30,0.4,2.0,2.5,True,392,0.15911223517241824,1.2433526030543616,0.40561224489795916,-16.87933556059314,62.371996187587946,195,0.2566244725636055,1.413163384845765,0.4307692307692308,-11.213030145954956,50.04177214990307,197,0.06258996973444095,1.0912104252364712,0.38071065989847713,-16.87933556059315,12.330224037684868,7,8
US30,0.4,2.0,2.5,False,392,0.16166311782547793,1.2472540247962884,0.40561224489795916,-17.37930856059328,63.371942187587344,195,0.24636861615334846,1.3966515365928522,0.4307692307692308,-11.213030145954956,48.04188014990295,197,0.07781757379535222,1.1134011412189402,0.38071065989847713,-17.37930856059329,15.330062037684387,7,8
US30,0.4,2.0,3.0,True,392,0.1954623129785385,1.298947862876853,0.40561224489795916,-15.798388422676759,76.6212266875871,195,0.2822641135892455,1.4544430054780415,0.4307692307692308,-11.463016645954827,55.04150214990288,197,0.10954174892225495,1.1596317995157575,0.38071065989847713,-15.798388422676759,21.579724537684225,8,8
US30,0.4,2.0,3.0,False,392,0.19801319563159914,1.3028492846187811,0.40561224489795916,-15.798388422676759,77.62117268758686,195,0.27713618538411655,1.4461870813515847,0.4307692307692308,-11.463016645954827,54.04155614990273,197,0.11969348496286354,1.1744256101707384,0.38071065989847713,-15.798388422676759,23.579616537684117,8,8
US30,0.4,3.0,,False,392,0.257958937978538,1.3547357785798828,0.3392857142857143,-22.611258635093563,101.1199036875869,195,0.3053397905123258,1.4289386404695856,0.3487179487179487,-22.611258635093563,59.54125914990353,197,0.21105910932834193,1.2843056264249622,0.3299492385786802,-17.491202338417633,41.57864453768336,8,8
US30,0.4,3.0,1.0,True,392,0.002870672672417537,1.004864780420476,0.4642857142857143,-25.629069677390873,1.1253036875876745,195,0.04125148794821925,1.072217074167826,0.47692307692307695,-22.64664171381448,8.044040149902754,197,-0.035120489656421734,0.9423099615794066,0.4517766497461929,-23.263172498680234,-6.918736462315081,3,8
US30,0.4,3.0,1.0,False,392,0.018175968590783968,1.0301197831736766,0.32653061224489793,-23.629177677391176,7.124979687587315,195,0.06432716487129833,1.110062378239414,0.3384615384615385,-23.611204635093436,12.543797149903174,197,-0.02750668762596882,0.9557954003102141,0.3147208121827411,-20.629133060593205,-5.418817462315857,3,8
US30,0.4,3.0,1.5,True,392,0.12339987802955826,1.2042622990100211,0.45153061224489793,-20.79832503947462,48.37275218758684,195,0.17201365717899111,1.2925594942827383,0.46153846153846156,-15.370075196359661,33.54266314990327,197,0.0752796397851958,1.1213945339062845,0.4416243654822335,-19.061372713466923,14.830089037683575,5,8
US30,0.4,3.0,1.5,False,392,0.11829811272343452,1.1957782218829454,0.4489795918367347,-18.798433039474695,46.37286018758633,195,0.16432176487129882,1.2793616832732075,0.4564102564102564,-18.36991319635974,32.04274414990327,197,0.07274170577504094,1.1173019091656937,0.4416243654822335,-18.048266922677104,14.330116037683066,6,8
US30,0.4,3.0,2.0,True,392,0.15974995583568202,1.2443279584898415,0.40561224489795916,-16.298361422676876,62.62198268758735,195,0.2489325802559136,1.400779498656082,0.4307692307692308,-14.620115696359996,48.541853149903154,197,0.07147273876997051,1.1041550095595751,0.38071065989847713,-16.298361422676887,14.08012953768419,7,8
US30,0.4,3.0,2.0,False,392,0.16230083848874166,1.2482293802317683,0.40561224489795916,-17.298307422676956,63.62192868758673,195,0.23354879564052847,1.376011726276714,0.4307692307692308,-16.620007696360076,45.54201514990305,197,0.09177621085118616,1.133742630869535,0.38071065989847713,-17.298307422676967,18.079913537683673,7,8
US30,0.4,3.0,2.5,True,392,0.1884473856826206,1.2718651446608955,0.36989795918367346,-19.36985919636018,73.87137518758728,195,0.252778526409762,1.376253733795134,0.38461538461538464,-19.36985919636018,49.29181264990359,197,0.12476935298316591,1.1746776782905668,0.3553299492385787,-14.364178479300934,24.579562537683685,8,8
US30,0.4,3.0,2.5,False,392,0.18079473772343516,1.2608249902065014,0.36989795918367346,-21.369751196360188,70.87153718758658,195,0.22970284948668507,1.3419062370932835,0.38461538461538464,-21.369751196360188,44.79205564990359,197,0.13238315501361922,1.1853370367776066,0.3553299492385787,-15.29841542267679,26.079481537682984,8,8
US30,0.4,3.0,3.0,True,392,0.19291143032547642,1.2652848045108647,0.3392857142857143,-25.61109663509359,75.62128068758676,195,0.24380465205078847,1.3424946215341171,0.3487179487179487,-25.61109663509359,47.54190714990375,197,0.14253489105422845,1.192000580394492,0.3299492385786802,-17.491202338417636,28.079373537683004,7,8
US30,0.4,3.0,3.0,False,392,0.1916359889989455,1.2635308638428442,0.3392857142857143,-24.611150635093615,75.12130768758664,195,0.23354879564053138,1.328087285044871,0.3487179487179487,-24.611150635093615,45.54201514990362,197,0.1501486930846853,1.2022566966200994,0.3299492385786802,-17.491202338417636,29.579292537683003,8,8
US30,0.4,4.0,,False,392,0.40591013185608615,1.527811376703791,0.3010204081632653,-17.11998069635999,159.11677168758578,195,0.4232821392302747,1.5556138275312983,0.30256410256410254,-17.11998069635999,82.54001714990356,197,0.3887144900389961,1.500800281199339,0.29949238578680204,-15.564067645792488,76.57675453768223,8,8
US30,0.4,4.0,1.0,True,392,0.07684626961119072,1.130227396311375,0.4642857142857143,-21.79827103947482,30.12373768758676,195,0.10791455461488396,1.1889210252050406,0.47692307692307695,-19.619845696359942,21.04333814990237,197,0.04609339866844868,1.0757144893517254,0.4517766497461929,-19.04854446841727,9.08039953768439,5,8
US30,0.4,4.0,1.0,False,392,0.10490597879486416,1.1730493666406114,0.29591836734693877,-20.619791696359925,41.12314368758675,195,0.13099023153796469,1.2228113755406524,0.29743589743589743,-20.619791696359925,25.543095149903113,197,0.07908654080042456,1.126668888671411,0.29441624365482233,-17.49120233841692,15.580048537683638,7,8
US30,0.4,4.0,1.5,True,392,0.19610003364180106,1.3246019716325987,0.45153061224489793,-17.798487039475127,76.87121318758602,195,0.2309848315379633,1.3928572103516879,0.46153846153846156,-14.870102196359728,45.04204214990284,197,0.16156939613037152,1.260543775086228,0.4416243654822335,-15.561561713467166,31.82917103768319,8,8
US30,0.4,4.0,1.5,False,392,0.20502812292751477,1.3393126096321495,0.4489795918367347,-15.99128333841729,80.37102418758579,195,0.23098483153796526,1.3926948532932595,0.4564102564102564,-15.870048196359711,45.042042149903224,197,0.17933493420143434,1.2891921482703295,0.4416243654822335,-15.991283338417306,35.328982037682565,8,8
US30,0.4,4.0,2.0,True,392,0.23755187675404707,1.3633213216186866,0.40561224489795916,-14.120142696360062,93.12033568758645,195,0.31559564692257835,1.5081065123000028,0.4307692307692308,-14.120142696360062,61.541151149902774,197,0.1603004291252978,1.233600852790663,0.38071065989847713,-13.864205479300558,31.579184537683666,8,8
US30,0.4,4.0,2.0,False,392,0.24903084869282185,1.3808777194573676,0.40561224489795916,-14.491364338417121,97.62009268758617,195,0.3002118623071948,1.4833387399206373,0.4307692307692308,-14.120142696360048,58.54131314990299,197,0.19836943927757952,1.2890776427468416,0.38071065989847713,-14.49136433841711,39.07877953768317,8,8
US30,0.4,4.0,2.5,True,392,0.2739019545601694,1.3951468694015952,0.36989795918367346,-16.869994196360203,107.36956618758641,195,0.32969744948668334,1.4907453894679663,0.38461538461538464,-16.869994196360203,64.29100264990325,197,0.21867291135879768,1.3061430996307835,0.3553299492385787,-13.314189145792522,43.078563537683145,8,8
US30,0.4,4.0,2.5,False,392,0.28793180915200567,1.4153871525679784,0.36989795918367346,-16.8699941963601,112.86926918758621,195,0.3271334853841208,1.4869290009455407,0.38461538461538464,-16.8699941963601,63.79102964990355,197,0.24912811948062258,1.3487805335789593,0.3553299492385787,-13.814162145792464,49.07823953768265,8,8
US30,0.4,4.0,3.0,True,392,0.3000485017540462,1.4126158206245385,0.3392857142857143,-21.119764696360065,117.6190126875861,195,0.3463632161533508,1.4865679864265648,0.3487179487179487,-21.119764696360065,67.54082714990341,197,0.25420398750092743,1.3424236183700673,0.3299492385786802,-15.564067645792486,50.0781855376827,8,8
US30,0.4,4.0,3.0,False,392,0.3191801216520057,1.4389249306448384,0.3392857142857143,-19.619845696360024,125.11860768758623,195,0.35149114435847956,1.493771654671188,0.3487179487179487,-19.619845696360024,68.54077314990352,197,0.28719712963290717,1.3868667886810333,0.3299492385786802,-15.564067645792486,56.57783453768271,8,8
US30,0.4,5.0,,False,392,0.5079454379785319,1.6305732914084718,0.26785714285714285,-18.915945187500512,199.1146116875845,195,0.5719920571789869,1.7241164852788073,0.27692307692307694,-13.785774043125071,111.53845114990244,197,0.4445490382623455,1.541483543528949,0.25888324873096447,-18.915945187500526,87.57616053768206,8,8
US30,0.4,5.0,1.0,True,392,0.12021127471323051,1.203715826316385,0.4642857142857143,-25.79805503947518,47.12281968758636,195,0.2027812264097562,1.3549997247580063,0.47692307692307695,-16.1200346963599,39.54233914990246,197,0.038479596637989305,1.063207814873066,0.4517766497461929,-22.522867429952807,7.5804805376838935,6,8
US30,0.4,5.0,1.0,False,392,0.16867804512139334,1.2769246900521176,0.26785714285714285,-24.29813603947509,66.12179368758619,195,0.21816501102514138,1.369816343347698,0.27692307692307694,-16.12003469636005,42.54217714990257,197,0.11969348496286106,1.1905642295563574,0.25888324873096447,-20.52297542995267,23.579616537683627,7,8
US30,0.4,5.0,1.5,True,392,0.2458422453764939,1.4069396423743628,0.45153061224489793,-21.798271039475487,96.37016018758561,195,0.3335433956405276,1.56728802090639,0.46153846153846156,-11.37029119635969,65.04096214990288,197,0.15903146212021682,1.2564511503456375,0.4416243654822335,-19.02305642995315,31.329198037682715,7,8
US30,0.4,5.0,1.5,False,392,0.268800189254044,1.4448526006242106,0.4489795918367347,-19.79837903947545,105.36967418758525,195,0.3181596110251419,1.540899767934862,0.4564102564102564,-11.370291196359837,62.04112414990267,197,0.21994187836387086,1.354674144119716,0.4416243654822335,-16.991229338417742,43.32855003768256,8,8
US30,0.4,5.0,2.0,True,392,0.2796414405295562,1.4276947803605207,0.40561224489795916,-15.798595039475657,109.61944468758603,195,0.40020646230719337,1.6443292603865214,0.4307692307692308,-10.620331696360022,78.0402601499027,197,0.16030042912529593,1.2336008527906601,0.38071065989847713,-14.916481783812522,31.5791845376833,8,8
US30,0.4,5.0,2.0,False,392,0.3128029150193511,1.478413263005602,0.40561224489795916,-15.916427783812495,122.61874268758562,195,0.38738664179437154,1.6236894500703796,0.4307692307692308,-10.7859360431251,75.54039514990245,197,0.23897638344001604,1.3482528853667688,0.38071065989847713,-15.916427783812509,47.07834753768316,8,8
US30,0.4,5.0,2.5,True,392,0.31981784231527016,1.4613877961279411,0.36989795918367346,-15.048635539476294,125.3685941875859,195,0.41687222897386217,1.620502599230511,0.38461538461538464,-13.532600036544608,81.29008464990312,197,0.2237487793791004,1.3132493386221442,0.3553299492385787,-14.41618818750045,44.07850953768278,8,8
US30,0.4,5.0,2.5,False,392,0.3517038754785348,1.5073884396879038,0.36989795918367346,-15.416134187500418,137.86791918758564,195,0.4143082648712975,1.6166862107080822,0.38461538461538464,-13.53260003654461,80.79011164990301,197,0.2897350636430591,1.4056304455098656,0.3553299492385787,-15.416134187500436,57.077807537682645,8,8
US30,0.4,5.0,3.0,True,392,0.34851527216220834,1.4792655660092955,0.3392857142857143,-17.119980696360106,136.61798668758567,195,0.4361019597430939,1.6126321807074582,0.3487179487179487,-17.119980696360106,85.0398821499033,197,0.2618177895313826,1.3526797345956725,0.3299492385786802,-16.465543982602085,51.57810453768238,8,8
US30,0.4,5.0,3.0,False,392,0.3829521879785349,1.5266219640458343,0.3392857142857143,-16.96551698260211,150.1172576875857,195,0.4386659238456563,1.616234014829767,0.3487179487179487,-15.120088696360147,85.53985514990298,197,0.3278040737953437,1.441566075217607,0.3299492385786802,-16.965516982602132,64.57740253768272,8,8
US30,0.4,6.0,,False,392,0.6329386879785334,1.7646126472934287,0.24744897959183673,-20.021102786004747,248.1119656875851,195,0.7412136879482193,1.9187997825305523,0.26153846153846155,-13.78577404312507,144.53666914990276,197,0.5257629265872201,1.6195310874580096,0.233502538071066,-20.021102786004747,103.57529653768236,8,8
US30,0.4,6.0,1.0,True,392,0.17888157573363886,1.3031413492643424,0.4642857142857143,-25.62906967739149,70.12157768758644,195,0.28739204179437117,1.5031239703052444,0.47692307692307695,-12.620223696359933,56.04144814990238,197,0.0714727387699698,1.1174034042805736,0.4517766497461929,-22.879343106333863,14.080129537684051,7,8
US30,0.4,6.0,1.0,False,392,0.23117467012139417,1.3783763183772104,0.24744897959183673,-22.4034556379791,90.62047068758652,195,0.3027758264097576,1.5120108530224312,0.26153846153846155,-11.620277696359954,59.04128614990273,197,0.16030042912529838,1.2542900345971495,0.233502538071066,-19.12826802845666,31.57918453768378,8,8
US30,0.4,6.0,1.5,True,392,0.295584457111188,1.489277313116129,0.45153061224489793,-20.798325039475216,115.86910718758571,195,0.41046231871745015,1.6981111288224149,0.46153846153846156,-8.923271608131532,80.04015214990278,197,0.18187286821158852,1.2932847730109196,0.4416243654822335,-18.523083429952855,35.82895503768294,7,8
US30,0.4,6.0,1.5,False,392,0.3312968142540448,1.5482817917964347,0.4489795918367347,-17.79848703947522,129.86835118758555,195,0.40277042640975813,1.6847457144987765,0.4564102564102564,-10.035976543125134,78.54023314990283,197,0.2605488225263082,1.4201561399691045,0.4416243654822335,-16.416080187500704,51.32811803768271,8,8
US30,0.4,6.0,2.0,True,392,0.33193453491731195,1.5076739260700756,0.40561224489795916,-15.822297976333843,130.1183376875863,195,0.4796893494866803,1.7722960843465838,0.4307692307692308,-9.78599004312516,93.53942314990266,197,0.18567976922682045,1.2705853794281172,0.38071065989847713,-15.822297976333836,36.57891453768363,8,8
US30,0.4,6.0,2.0,False,392,0.3752995400193519,1.5739980956828745,0.40561224489795916,-15.9161071875005,147.11741968758594,195,0.4719974571789878,1.7599121981568995,0.4307692307692308,-10.785936043125103,92.03950414990261,197,0.27958332760245336,1.4074281279866976,0.38071065989847713,-15.916107187500517,55.07791553768331,8,8
US30,0.4,6.0,2.5,True,392,0.37593726068261846,1.5423489287934786,0.36989795918367346,-14.416188187500438,147.36740618758643,195,0.4989190802559135,1.7426270319482011,0.38461538461538464,-12.572000744926294,97.28922064990314,197,0.2542039875009303,1.3558867725703272,0.3553299492385787,-14.41618818750045,50.078185537683275,8,8
US30,0.4,6.0,2.5,False,392,0.4142005004785356,1.5975497010654336,0.36989795918367346,-15.416134187500418,162.36659618758597,195,0.4989190802559137,1.7426270319482016,0.38461538461538464,-12.572000744926292,97.28922064990317,197,0.33034200780549644,1.4624803574407725,0.3553299492385787,-15.416134187500438,65.0773755376828,8,8
US30,0.4,6.0,3.0,True,392,0.3995329252234339,1.5494231927300952,0.3392857142857143,-17.491202338417523,156.6169066875861,195,0.5207127751277091,1.7314927067437293,0.3487179487179487,-13.785774043125066,101.53899114990327,197,0.279583327602451,1.3766106724554268,0.3299492385786802,-17.491202338417544,55.077915537682856,8,8
US30,0.4,6.0,3.0,False,392,0.44544881297853567,1.612565056778813,0.3392857142857143,-16.91605318750051,174.615934687586,195,0.5232767392302726,1.7350945408660396,0.3487179487179487,-13.785774043125066,102.03896414990315,197,0.368411017957781,1.4962653617541817,0.3299492385786802,-16.916053187500523,72.57697053768285,8,8
US30,0.5,,,False,392,0.538729827723358,1.5875869250042463,0.15306122448979592,-44.08293586753169,211.18209246755634,195,1.2066899366733506,2.4211413792259573,0.21025641025641026,-21.52516839109424,235.30453765130338,197,-0.12244896032358918,0.8755493230960896,0.09644670050761421,-44.08293586753166,-24.122445183747068,5,8
US30,0.5,,1.0,True,392,0.12089910439173569,1.2233478003682026,0.5,-40.15491085712899,47.392448921560394,195,0.41420508253880556,1.816870049291044,0.5282051282051282,-11.200919992190654,80.76999109506708,197,-0.16942914808886644,0.7054416223532232,0.4720812182741117,-32.84231285180705,-33.37754217350669,3,8
US30,0.5,,1.0,False,392,0.22895674429013937,1.40172695618252,0.15306122448979592,-35.9279273602598,89.75104376173464,195,0.5951158687406286,2.1203918832110693,0.21025641025641026,-11.475500094141935,116.04759440442257,197,-0.1334850286430858,0.780561018402818,0.09644670050761421,-30.558926148789364,-26.296550642687905,4,8
US30,0.5,,1.5,True,392,0.233822326671193,1.4129983387011429,0.4770408163265306,-31.46030792113139,91.65835205510766,195,0.5668547550185412,2.0704763808756423,0.5076923076923077,-9.523210217621681,110.53667722861553,197,-0.09582906179445622,0.8409236456601034,0.4467005076142132,-24.897669415809478,-18.878325173507875,4,8
US30,0.5,,1.5,False,392,0.3252525644431968,1.5744899154458487,0.4744897959183674,-24.068031251069982,127.49900526173313,195,0.7015203789970373,2.3247813227861798,0.5025641025641026,-10.389050610412095,136.79647390442227,197,-0.04719527229791429,0.9216557929437514,0.4467005076142132,-23.448773539599216,-9.297468642689115,5,8
