entry_time,exit_time,direction,r_multiple,exit_reason,initial_risk
2019-01-23 09:45:00-05:00,2019-01-23 10:00:00-05:00,1,-1.036422024521029,stop,1.818143112564485
2019-01-24 09:45:00-05:00,2019-01-24 09:50:00-05:00,1,-1.029001250455018,stop,2.272370626063548
2019-01-25 09:50:00-05:00,2019-01-25 09:55:00-05:00,1,-1.0376770206491277,stop,1.7651816158809197
2019-01-29 09:45:00-05:00,2019-01-29 10:05:00-05:00,1,-1.0450284248425514,stop,1.4687202906784478
2019-01-31 09:45:00-05:00,2019-01-31 09:50:00-05:00,1,-1.0381098930282588,stop,1.7577976616944397
2019-03-08 09:45:00-05:00,2019-03-08 09:50:00-05:00,1,-1.034200257265365,stop,1.9932927005406782
2019-03-11 09:45:00-04:00,2019-03-11 10:15:00-04:00,1,3.9530717459117244,target,1.4724224738592966
2019-03-26 09:45:00-04:00,2019-03-26 09:50:00-04:00,1,-1.040872302217525,stop,1.7276449185033016
2019-03-28 10:00:00-04:00,2019-03-28 10:50:00-04:00,1,-1.029819245241068,stop,2.358277413716678
2019-05-02 09:45:00-04:00,2019-05-02 10:50:00-04:00,1,-1.0454073073504024,stop,1.6098363187893483
2019-05-06 09:45:00-04:00,2019-05-06 09:50:00-04:00,1,-1.026818595272272,stop,2.7101834904638054
2019-05-08 09:45:00-04:00,2019-05-08 09:55:00-04:00,1,-1.0233601802630505,stop,3.0821251341853895
2019-05-10 09:45:00-04:00,2019-05-10 09:50:00-04:00,1,-1.0225936578610326,stop,3.165795271593197
2019-05-14 09:45:00-04:00,2019-05-14 09:50:00-04:00,1,-1.0307604486191826,stop,2.298115565696662
2019-05-15 09:45:00-04:00,2019-05-15 09:50:00-04:00,1,-1.0309232893979354,stop,2.2798025425095148
2019-05-16 09:45:00-04:00,2019-05-16 10:15:00-04:00,1,3.9694595474984062,target,2.356766657056596
2019-05-27 09:45:00-04:00,2019-05-27 09:55:00-04:00,1,-1.0684048275825164,stop,1.0337015429608982
2019-05-28 09:45:00-04:00,2019-05-28 09:55:00-04:00,1,-1.0327780741530068,stop,2.164537985442621
2019-05-30 09:45:00-04:00,2019-05-30 10:05:00-04:00,1,-1.0423596816263754,stop,1.6487913642936292
2019-07-09 10:00:00-04:00,2019-07-09 11:05:00-04:00,1,3.9428031134725,target,1.2998270986281568
2019-07-18 10:05:00-04:00,2019-07-18 10:10:00-04:00,1,-1.0558447787484062,stop,1.334417111782841
2019-07-22 09:45:00-04:00,2019-07-22 10:10:00-04:00,1,-1.053157882399647,stop,1.4027749470874369
2019-08-01 09:45:00-04:00,2019-08-01 10:20:00-04:00,1,3.962484069627666,target,1.9972406786478132
2019-08-08 09:55:00-04:00,2019-08-08 10:35:00-04:00,1,3.972224080037073,target,2.621359606663191
2019-08-13 09:45:00-04:00,2019-08-13 09:50:00-04:00,1,3.977895448264208,target,3.291526295944095
2019-08-15 09:55:00-04:00,2019-08-15 10:05:00-04:00,1,-1.0109938591461656,stop,6.474219106722558
2019-08-16 10:20:00-04:00,2019-08-16 10:45:00-04:00,1,3.971977689467459,target,2.573248590860203
2019-08-21 09:45:00-04:00,2019-08-21 09:50:00-04:00,1,-1.0446381691806856,stop,1.6390698745499321
2019-08-27 09:45:00-04:00,2019-08-27 09:50:00-04:00,1,-1.0290264870072023,stop,2.4926799904674226
2019-08-28 09:45:00-04:00,2019-08-28 10:40:00-04:00,1,3.9761504052914374,target,3.014620490758716
2019-08-29 09:50:00-04:00,2019-08-29 09:55:00-04:00,1,-1.0364537835230234,stop,2.0033172672233377
2019-09-03 09:45:00-04:00,2019-09-03 10:00:00-04:00,1,-1.0230228451591796,stop,3.1560897766821654
2019-09-04 09:45:00-04:00,2019-09-04 09:50:00-04:00,1,-1.0483732088213922,stop,1.5142829446344876
