date,equity
2015-12-31,100000.0
2016-01-01,100000.0
2016-01-02,100000.0
2016-01-03,100000.0
2016-01-04,100000.0
2016-01-05,100000.0
2016-01-06,100000.0
2016-01-07,100000.0
2016-01-08,100000.0
2016-01-09,100000.0
2016-01-10,100000.0
2016-01-11,100000.0
2016-01-12,100000.0
2016-01-13,100000.0
2016-01-14,100000.0
2016-01-15,100000.0
2016-01-16,100000.0
2016-01-17,100000.0
2016-01-18,100000.0
2016-01-19,100000.0
2016-01-20,100000.0
2016-01-21,100000.0
2016-01-22,100000.0
2016-01-23,100000.0
2016-01-24,100000.0
2016-01-25,100000.0
2016-01-26,100000.0
2016-01-27,100000.0
2016-01-28,98864.2607343029
2016-01-29,98864.2607343029
2016-01-30,98864.2607343029
2016-01-31,98864.2607343029
2016-02-01,98864.2607343029
2016-02-02,98864.2607343029
2016-02-03,98864.2607343029
2016-02-04,98864.2607343029
2016-02-05,98864.2607343029
2016-02-06,98864.2607343029
2016-02-07,98864.2607343029
2016-02-08,98864.2607343029
2016-02-09,98864.2607343029
2016-02-10,98864.2607343029
2016-02-11,101758.26891204441
2016-02-12,101758.26891204441
2016-02-13,101758.26891204441
2016-02-14,101758.26891204441
2016-02-15,101758.26891204441
2016-02-16,101758.26891204441
2016-02-17,101758.26891204441
2016-02-18,101758.26891204441
2016-02-19,101758.26891204441
2016-02-20,101758.26891204441
2016-02-21,101758.26891204441
2016-02-22,101758.26891204441
2016-02-23,101758.26891204441
2016-02-24,101758.26891204441
2016-02-25,101758.26891204441
2016-02-26,101758.26891204441
2016-02-27,101758.26891204441
2016-02-28,101758.26891204441
2016-02-29,101758.26891204441
2016-03-01,101758.26891204441
2016-03-02,101758.26891204441
2016-03-03,101758.26891204441
2016-03-04,101758.26891204441
2016-03-05,101758.26891204441
2016-03-06,101758.26891204441
2016-03-07,101758.26891204441
2016-03-08,101758.26891204441
2016-03-09,101758.26891204441
2016-03-10,100558.15605864482
2016-03-11,100558.15605864482
2016-03-12,100558.15605864482
2016-03-13,100558.15605864482
2016-03-14,100558.15605864482
2016-03-15,100558.15605864482
2016-03-16,100558.15605864482
2016-03-17,100558.15605864482
2016-03-18,100558.15605864482
2016-03-19,100558.15605864482
2016-03-20,100558.15605864482
2016-03-21,100558.15605864482
2016-03-22,100558.15605864482
2016-03-23,99402.56353969246
2016-03-24,99402.56353969246
2016-03-25,99402.56353969246
2016-03-26,99402.56353969246
2016-03-27,99402.56353969246
2016-03-28,99402.56353969246
2016-03-29,99402.56353969246
2016-03-30,99402.56353969246
2016-03-31,99402.56353969246
2016-04-01,99402.56353969246
2016-04-02,99402.56353969246
2016-04-03,99402.56353969246
2016-04-04,99402.56353969246
2016-04-05,99402.56353969246
2016-04-06,99402.56353969246
2016-04-07,99402.56353969246
2016-04-08,99402.56353969246
2016-04-09,99402.56353969246
2016-04-10,99402.56353969246
2016-04-11,99402.56353969246
2016-04-12,99402.56353969246
2016-04-13,99402.56353969246
2016-04-14,98282.2430729931
2016-04-15,98282.2430729931
2016-04-16,98282.2430729931
2016-04-17,98282.2430729931
2016-04-18,98282.2430729931
2016-04-19,98282.2430729931
2016-04-20,98282.2430729931
2016-04-21,98282.2430729931
2016-04-22,98282.2430729931
2016-04-23,98282.2430729931
2016-04-24,98282.2430729931
2016-04-25,98282.2430729931
2016-04-26,98282.2430729931
2016-04-27,98282.2430729931
2016-04-28,98282.2430729931
2016-04-29,98282.2430729931
2016-04-30,98282.2430729931
2016-05-01,98282.2430729931
2016-05-02,98282.2430729931
2016-05-03,98282.2430729931
2016-05-04,98282.2430729931
2016-05-05,98282.2430729931
2016-05-06,98282.2430729931
2016-05-07,98282.2430729931
2016-05-08,98282.2430729931
2016-05-09,98282.2430729931
2016-05-10,98282.2430729931
2016-05-11,98282.2430729931
2016-05-12,98282.2430729931
2016-05-13,98282.2430729931
2016-05-14,98282.2430729931
2016-05-15,98282.2430729931
2016-05-16,98282.2430729931
2016-05-17,98282.2430729931
2016-05-18,98282.2430729931
2016-05-19,98282.2430729931
2016-05-20,98282.2430729931
2016-05-21,98282.2430729931
2016-05-22,98282.2430729931
2016-05-23,98282.2430729931
2016-05-24,98282.2430729931
2016-05-25,98282.2430729931
2016-05-26,98282.2430729931
2016-05-27,98282.2430729931
2016-05-28,98282.2430729931
2016-05-29,98282.2430729931
2016-05-30,98282.2430729931
2016-05-31,98282.2430729931
2016-06-01,98282.2430729931
2016-06-02,98282.2430729931
2016-06-03,98282.2430729931
2016-06-04,98282.2430729931
2016-06-05,98282.2430729931
2016-06-06,98282.2430729931
2016-06-07,98282.2430729931
2016-06-08,98282.2430729931
2016-06-09,98282.2430729931
2016-06-10,98282.2430729931
2016-06-11,98282.2430729931
2016-06-12,98282.2430729931
2016-06-13,100299.66508330495
2016-06-14,100299.66508330495
2016-06-15,100299.66508330495
2016-06-16,100299.66508330495
2016-06-17,100299.66508330495
2016-06-18,100299.66508330495
2016-06-19,100299.66508330495
2016-06-20,100299.66508330495
2016-06-21,100299.66508330495
2016-06-22,100299.66508330495
2016-06-23,100299.66508330495
2016-06-24,102498.0511037718
2016-06-25,102498.0511037718
2016-06-26,102498.0511037718
2016-06-27,102498.0511037718
2016-06-28,102498.0511037718
2016-06-29,102498.0511037718
2016-06-30,102498.0511037718
2016-07-01,102498.0511037718
2016-07-02,102498.0511037718
2016-07-03,102498.0511037718
2016-07-04,102498.0511037718
2016-07-05,102498.0511037718
2016-07-06,102498.0511037718
2016-07-07,102498.0511037718
2016-07-08,102498.0511037718
2016-07-09,102498.0511037718
2016-07-10,102498.0511037718
2016-07-11,102498.0511037718
2016-07-12,102498.0511037718
2016-07-13,102498.0511037718
2016-07-14,101207.23140267127
2016-07-15,101207.23140267127
2016-07-16,101207.23140267127
2016-07-17,101207.23140267127
2016-07-18,101207.23140267127
2016-07-19,101207.23140267127
2016-07-20,101207.23140267127
2016-07-21,101207.23140267127
2016-07-22,101207.23140267127
2016-07-23,101207.23140267127
2016-07-24,101207.23140267127
2016-07-25,101207.23140267127
2016-07-26,101207.23140267127
2016-07-27,101207.23140267127
2016-07-28,101207.23140267127
2016-07-29,101207.23140267127
2016-07-30,101207.23140267127
2016-07-31,101207.23140267127
2016-08-01,101207.23140267127
2016-08-02,103268.02647172657
2016-08-03,103268.02647172657
2016-08-04,103268.02647172657
2016-08-05,103268.02647172657
2016-08-06,103268.02647172657
2016-08-07,103268.02647172657
2016-08-08,103268.02647172657
2016-08-09,103268.02647172657
2016-08-10,103268.02647172657
2016-08-11,103268.02647172657
2016-08-12,103268.02647172657
2016-08-13,103268.02647172657
2016-08-14,103268.02647172657
2016-08-15,103268.02647172657
2016-08-16,103268.02647172657
2016-08-17,103268.02647172657
2016-08-18,103268.02647172657
2016-08-19,103268.02647172657
2016-08-20,103268.02647172657
2016-08-21,103268.02647172657
2016-08-22,103268.02647172657
2016-08-23,103268.02647172657
2016-08-24,103268.02647172657
2016-08-25,103268.02647172657
2016-08-26,103268.02647172657
2016-08-27,103268.02647172657
2016-08-28,103268.02647172657
2016-08-29,103268.02647172657
2016-08-30,103268.02647172657
2016-08-31,103268.02647172657
2016-09-01,103268.02647172657
2016-09-02,103268.02647172657
2016-09-03,103268.02647172657
2016-09-04,103268.02647172657
2016-09-05,103268.02647172657
2016-09-06,103268.02647172657
2016-09-07,103268.02647172657
2016-09-08,102091.88633823064
2016-09-09,102091.88633823064
2016-09-10,102091.88633823064
2016-09-11,102091.88633823064
2016-09-12,102091.88633823064
2016-09-13,102091.88633823064
2016-09-14,102091.88633823064
2016-09-15,102091.88633823064
2016-09-16,102091.88633823064
2016-09-17,102091.88633823064
2016-09-18,102091.88633823064
2016-09-19,102091.88633823064
2016-09-20,102091.88633823064
2016-09-21,102091.88633823064
2016-09-22,102091.88633823064
2016-09-23,102091.88633823064
2016-09-24,102091.88633823064
2016-09-25,102091.88633823064
2016-09-26,102091.88633823064
2016-09-27,100598.81749532136
2016-09-28,100598.81749532136
2016-09-29,100598.81749532136
2016-09-30,100598.81749532136
2016-10-01,100598.81749532136
2016-10-02,100598.81749532136
2016-10-03,100598.81749532136
2016-10-04,100598.81749532136
2016-10-05,100598.81749532136
2016-10-06,100598.81749532136
2016-10-07,100598.81749532136
2016-10-08,100598.81749532136
2016-10-09,100598.81749532136
2016-10-10,100598.81749532136
2016-10-11,100598.81749532136
2016-10-12,100598.81749532136
2016-10-13,100598.81749532136
2016-10-14,100598.81749532136
2016-10-15,100598.81749532136
2016-10-16,100598.81749532136
2016-10-17,100598.81749532136
2016-10-18,100598.81749532136
2016-10-19,100598.81749532136
2016-10-20,100598.81749532136
2016-10-21,100598.81749532136
2016-10-22,100598.81749532136
2016-10-23,100598.81749532136
2016-10-24,100598.81749532136
2016-10-25,100598.81749532136
2016-10-26,100598.81749532136
2016-10-27,100598.81749532136
2016-10-28,100598.81749532136
2016-10-29,100598.81749532136
2016-10-30,100598.81749532136
2016-10-31,100598.81749532136
2016-11-01,100598.81749532136
2016-11-02,100598.81749532136
2016-11-03,99448.16602231596
2016-11-04,99448.16602231596
2016-11-05,99448.16602231596
2016-11-06,99448.16602231596
2016-11-07,99448.16602231596
2016-11-08,99448.16602231596
2016-11-09,99448.16602231596
2016-11-10,99448.16602231596
2016-11-11,99448.16602231596
2016-11-12,99448.16602231596
2016-11-13,99448.16602231596
2016-11-14,99448.16602231596
2016-11-15,99448.16602231596
