Broker,Kosten (Pips),Trades,Trades/Jahr,Treffer%,PF,Ø R,Ø R (IS),Ø R (OOS),P(Ø R<0),PnL $,Gesamt-Return %,CAGR %,Sharpe,Sortino,MaxDD %,Calmar,schlechtester Tag %,bester Tag %,längste DD-Phase (Tage),Hebel max
TTP,2.05,140,19.697611710323574,52.142857142857146,1.479803069113801,0.2532090354776721,0.16585071828158782,0.31144791360839486,2.16,5908.210827812347,5.9082108278123435,0.7828572985095317,0.690565164835148,4.2444063414341615,-1.6627995629139858,0.4708067742919101,-0.22709964719219955,0.9572386363193846,574,5.698005698009462
IQ,1.3,139,19.556914483821263,52.51798561151079,1.6844878828348413,0.34638377010072846,0.2811873408262418,0.3890719083161662,0.475,8024.557340666876,8.02455734066687,1.0541141523439768,0.8922201311270007,8.550530760808975,-1.2483594021486022,0.844399577981868,-0.19325400671321014,1.0509463893310302,415,4.219409282701242
