label,n_trades,win_rate,avg_r,total_r
Baseline (keine externen Filter),85,0.32941176470588235,0.1549631422282606,13.17186708940215
ohne VIX>20-Tage,41,0.2926829268292683,-0.22675450538823522,-9.296934720917644
ohne US/EUR-News-Tage,71,0.323943661971831,0.1303188099442426,9.252635506041225
ohne FOMC/EZB-Fenster (+/-1 Tag),68,0.3088235294117647,0.06501988189593338,4.42135196892347
NUR FOMC/EZB-Fenster (Gegenprobe),17,0.4117647058823529,0.5147361835575696,8.750515120478683
ohne schlechteste 20% Liquiditaets-Tage,65,0.3384615384615385,0.19512654696247791,12.683225552561064
nur mittlere 60% Asia-Range-Breite,47,0.3617021276595745,0.29237623992463285,13.741683276457744
