Variante,Setup,Trades,Treffer%,PF,Ø R,Ø R (IS),Ø R (OOS),PnL $,MaxDD %,SL med (Pips),SL p10,Hebel med,Hebel p90,Hebel max
Baseline,"min_sl_atr_mult=1.0, drop",207,39.61352657004831,1.2769139981945525,0.20553309628699606,0.0717796144707189,0.2968769375273806,10636.337732852047,-5.804911923405598,6.999999999999229,3.5599999999997856,3.571428571428964,7.023809523809906,9.99999999999666
A Pip-Boden (drop),min_sl_pips=5,152,48.026315789473685,1.6996704533188722,0.4203403406803372,0.3797833562314524,0.44827959663401346,15972.932945852814,-2.4946998012539523,8.900000000000574,5.5000000000005045,2.8093434343432575,4.545454545454128,4.99999999999833
A Pip-Boden (drop),min_sl_pips=6,122,51.63934426229508,1.8216741469771058,0.44764035337139285,0.5307554356239634,0.4055697561818201,13653.030777827482,-1.584551848903848,10.000000000001119,6.699999999999484,2.4999999999997202,3.731343283582377,4.166666666665583
A Pip-Boden (drop),min_sl_pips=4,173,43.93063583815029,1.4809285262746938,0.31875687868480507,0.19783884798229465,0.4070270410976377,13786.23500311782,-4.06638050515884,7.500000000000284,4.919999999998925,3.333333333333207,5.08163265306234,6.097560975609437
