label,n,gesamt_total_pnl,gesamt_cagr_pct,gesamt_max_drawdown_pct,gesamt_sharpe,gesamt_calmar,is_total_pnl,is_cagr_pct,is_max_drawdown_pct,is_sharpe,is_calmar,oos_total_pnl,oos_cagr_pct,oos_max_drawdown_pct,oos_sharpe,oos_calmar
Long-End only (adoptiert),203,115585.49196811482,7.129298495099712,-14.701029614928618,0.841813578982341,0.48495232523442056,38913.40948150767,6.690249576896523,-14.701029614928618,0.7121365708419658,0.455087143699289,76672.08248660713,9.807080370948817,-11.607590893127973,0.985800364435623,0.844885080913292
Front-End 2Y only (1.75x),203,98546.45475966977,6.341477208879565,-15.679100888020292,0.8296144206418348,0.4044541363800272,27979.838331935447,4.9808261776280505,-15.679100888020292,0.6076111744865305,0.31767294650381894,70566.61642773432,9.174086646314583,-9.059853546295793,1.0584222918804955,1.0126087137540425
Long-End x Front-End 2Y (multiplikativ gestapelt),203,141353.31522917113,8.219127543769567,-18.110017753498518,0.8871286793475132,0.45384425656798616,46614.5523902424,7.830518086178917,-18.110017753498518,0.7412931746128504,0.43238599722886556,94738.76283892876,11.57867954339764,-10.591702712860517,1.0720208301159315,1.0931839627011746
