split,baseline_is,baseline_oos,filter_is,filter_oos,both_beat
2020-06-01,0.4690436988775044,0.3480551896866827,2.118877890737671,0.831709223122714,True
2021-06-01,0.35314508910983133,0.3656986101680901,1.3811490395770212,0.7659023597960165,True
2022-06-01,0.23578934412634722,0.4517027127761609,0.9161336334302473,0.9139377675685233,True
2023-06-01,0.2587997195445094,0.48981713338451927,0.954444231260634,0.8750604946770466,True
2024-06-01,0.20122887983840854,0.737449619506923,0.9385412093355506,0.8683074724433578,True
