Lag (M5-Baren),Minuten,n,Kurs schon hinter SL,Eff. Abstand Median (Pips),Eff. Abstand p10 (Pips),Lots Median,Lots p90,Hebel Median (x Equity),Hebel p90 (x Equity),Lot-Inflation vs. sl_dist
1,5,196,10,8.999999999999009,3.250000000000197,2.777777777778084,7.694128787878264,2.777777777778084,7.694128787878263,0.777777777777778
2,10,196,10,9.500000000000064,2.3999999999990695,2.6315789473684035,10.434782608699546,2.6315789473684035,10.434782608699546,0.7368421052630719
3,15,187,19,10.099999999999554,3.4999999999998366,2.4752475247525845,7.142857142857476,2.4752475247525845,7.142857142857476,0.6930693069306474
