label,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar
Strategie -- Gesamt,160393.54966369548,60.39354966369548,4.326480513091102,-12.715441657242932,0.6116424964781174,0.3402540493453222
Strategie -- In-Sample,113171.86708940215,13.171867089402145,2.467947082565014,-12.715441657242932,0.3546905325872411,0.19409055140127432
Strategie -- Out-of-Sample,147221.68257429334,47.22168257429333,6.564315323594494,-13.435862850731295,0.841921759952791,0.4885667110867545
Buy & Hold EUR/USD -- Gesamt,103851.5163134378,3.851516313437786,0.3394922421481317,-22.56792571582864,0.08577731159198612,0.015043130078632764
Buy & Hold EUR/USD -- In-Sample,94577.07998930039,-5.422920010699617,-1.09337355496113,-15.528467316226157,-0.17310884210321842,-0.07041091259654657
Buy & Hold EUR/USD -- Out-of-Sample,108532.69472231099,8.532694722310996,1.3550928418011976,-11.164952264087258,0.2624779942159867,0.12137023157366605
