,p5,p25,p50,p75,p95
2020-10-22,87708.63766931712,98867.1888442155,106269.99269446847,114312.92830784427,125431.86750788488
2020-10-23,87826.35584499523,98902.82276203638,106288.3358655088,114409.57175181204,125658.64625829035
2020-10-26,87676.1174535061,98845.73562360583,106304.25995643929,114404.74769741064,125909.9710237676
2020-10-27,87692.02617740113,98884.77464249087,106278.11595054658,114411.40097376845,125739.74581296652
2020-10-28,87676.1174535061,98916.60440585247,106440.70702068438,114384.79723968904,125840.86964009158
2020-10-29,87663.23658942216,98894.43867567094,106305.90226529763,114429.1492460298,125842.22076669414
2020-10-30,87706.26643625632,98764.396398711,106475.24213016471,114472.79189619243,125841.55155365271
2020-11-02,87676.1174535061,98744.22640128538,106412.11854055081,114513.97519184789,125844.64786571251
2020-11-03,87676.1174535061,98836.29821333694,106366.1320726312,114514.34654348898,125915.10605490174
2020-11-04,87821.39125554846,98891.2717068904,106408.65388043359,114575.34450474424,125855.5077296082
2020-11-05,87787.22626312764,98891.2717068904,106375.76131241373,114586.90962729628,125839.74942445233
2020-11-06,87664.60983445049,98898.68315748163,106445.12484673492,114521.8925965191,125921.40339344814
2020-11-09,87821.39125554846,98900.15177938437,106331.72859291577,114584.1261373839,125823.12739012738
2020-11-10,87827.97649603589,98841.09883609037,106371.78939493728,114515.66912216097,125876.00759476051
2020-11-11,87764.09427788944,98809.92301878508,106288.50283384314,114640.75355101406,125916.91797320421
2020-11-12,87687.35011927862,98852.70360664003,106301.71796799896,114667.85506827697,125786.29235015957
2020-11-13,87676.1174535061,98732.84814856382,106420.2340319642,114648.82744573586,125944.68068751732
2020-11-16,87709.42293317382,98868.7288309334,106345.1264915589,114628.54848303623,125989.57892368728
2020-11-17,87695.8541808967,98880.26242221419,106309.37729605752,114648.82744573586,126202.12188512573
2020-11-18,87655.77030587822,98887.51340687902,106467.16248015236,114682.54159860054,125989.706823245
2020-11-19,87664.45992042846,98926.22646783215,106444.57162013874,114721.59037028317,125929.8313225952
2020-11-20,87676.1174535061,98905.72633177548,106336.09297927862,114717.09368139306,125985.68374286672
