,total_return_pct,annualized_return_pct,annualized_vol_pct,sharpe,sortino,calmar,max_drawdown_pct,n_trades,win_rate_pct,avg_trade_pnl_pct,avg_days_held
BBfull,-27.334779592040125,-4.388544705824748,17.262262519435154,-0.2542276657468159,-0.30035650178854667,-0.09303384903411595,-47.171483835044256,2864.0,49.72067039106145,-0.011272899581366387,7.043994413407821
BBOU,-5.427442640849211,-0.7812222950023595,19.071097259301954,-0.040963678407193754,-0.045295327481376955,-0.015219316176908106,-51.330972162053435,1122.0,50.71301247771836,0.12289577367325243,6.921568627450981
DAX,54.677475927526054,6.268461369002054,19.135710440966722,0.32757923403680933,0.4086939022867212,0.16164414719558298,-38.77938965162448,,,,
