,static_equity
2018-07-11,94587.87515926361
2018-07-12,94587.87515926361
2018-07-13,94587.87515926361
2018-07-16,94587.87515926361
2018-07-17,94587.87515926361
2018-07-18,94587.87515926361
2018-07-19,94587.87515926361
2018-07-20,94587.87515926361
2018-07-23,94587.87515926361
2018-07-24,94587.87515926361
2018-07-25,94587.87515926361
2018-07-26,94587.87515926361
2018-07-27,94587.87515926361
2018-07-30,94595.90164852142
2018-07-31,94563.78134822845
2018-08-01,94700.29047298431
2018-08-02,94579.84293270111
2018-08-03,94676.20239925385
2018-08-06,94621.96530818939
2018-08-07,94707.33714199066
2018-08-08,94592.14864253998
2018-08-09,94733.63439464569
2018-08-10,93903.05255413055
2018-08-13,93925.04727840424
2018-08-14,94231.52188014984
2018-08-15,93977.77595806122
2018-08-16,94208.16683101654
2018-08-17,94373.90290355682
2018-08-20,94394.02362346649
2018-08-21,94297.4463224411
2018-08-22,94355.79533290863
2018-08-23,94355.79533290863
2018-08-24,94355.79533290863
2018-08-27,94355.79533290863
2018-08-28,94355.79533290863
2018-08-29,94355.79533290863
2018-08-30,94355.79533290863
2018-08-31,94355.79533290863
2018-09-03,94355.79533290863
2018-09-04,94355.79533290863
2018-09-05,94355.79533290863
2018-09-06,94355.79533290863
2018-09-07,94355.79533290863
2018-09-10,94355.79533290863
2018-09-11,94355.79533290863
2018-09-12,94355.79533290863
2018-09-13,94355.79533290863
2018-09-14,94355.79533290863
2018-09-17,94355.79533290863
2018-09-18,94355.79533290863
2018-09-19,94355.79533290863
2018-09-20,94355.79533290863
2018-09-21,94355.79533290863
2018-09-24,94355.79533290863
2018-09-25,94355.79533290863
2018-09-26,94355.79533290863
2018-09-27,94355.79533290863
2018-09-28,94355.79533290863
2018-10-01,94355.79533290863
2018-10-02,94355.79533290863
2018-10-03,94355.79533290863
2018-10-04,94355.79533290863
2018-10-05,94355.79533290863
2018-10-08,94355.79533290863
2018-10-09,94355.79533290863
2018-10-10,94355.79533290863
2018-10-11,94355.79533290863
2018-10-12,94355.79533290863
2018-10-15,94355.79533290863
2018-10-16,94355.79533290863
2018-10-17,94355.79533290863
2018-10-18,94355.79533290863
2018-10-19,94355.79533290863
2018-10-22,94355.79533290863
2018-10-23,94355.79533290863
2018-10-24,94355.79533290863
2018-10-25,94355.79533290863
2018-10-26,94355.79533290863
2018-10-29,94355.79533290863
2018-10-30,94355.79533290863
2018-10-31,94355.79533290863
2018-11-01,94355.79533290863
2018-11-02,94355.79533290863
2018-11-05,94355.79533290863
2018-11-06,94355.79533290863
2018-11-07,94355.79533290863
2018-11-08,94355.79533290863
2018-11-09,94355.79533290863
2018-11-12,94355.79533290863
2018-11-13,94355.79533290863
2018-11-14,94355.79533290863
2018-11-15,94355.79533290863
2018-11-16,94355.79533290863
2018-11-19,94355.79533290863
2018-11-20,94355.79533290863
2018-11-21,94355.79533290863
2018-11-22,94355.79533290863
2018-11-23,94355.79533290863
2018-11-26,94355.79533290863
2018-11-27,94355.79533290863
2018-11-28,94355.79533290863
2018-11-29,94355.79533290863
2018-11-30,94355.79533290863
2018-12-03,94355.79533290863
2018-12-04,94355.79533290863
2018-12-05,94355.79533290863
2018-12-06,94355.79533290863
2018-12-07,94355.79533290863
2018-12-10,94355.79533290863
2018-12-11,94355.79533290863
2018-12-12,94355.79533290863
2018-12-13,94355.79533290863
2018-12-14,94355.79533290863
2018-12-17,94355.79533290863
2018-12-18,94355.79533290863
2018-12-19,94355.79533290863
2018-12-20,94355.79533290863
2018-12-21,94355.79533290863
2018-12-24,94355.79533290863
2018-12-27,94355.79533290863
2018-12-28,94355.79533290863
2018-12-31,94355.79533290863
2019-01-02,94355.79533290863
2019-01-03,94355.79533290863
2019-01-04,94355.79533290863
2019-01-07,94355.79533290863
2019-01-08,94355.79533290863
2019-01-09,94355.79533290863
2019-01-10,94355.79533290863
2019-01-11,94355.79533290863
2019-01-14,94355.79533290863
2019-01-15,94355.79533290863
2019-01-16,94355.79533290863
2019-01-17,94355.79533290863
2019-01-18,94355.79533290863
2019-01-21,94355.79533290863
2019-01-22,94355.79533290863
2019-01-23,94355.79533290863
2019-01-24,94355.79533290863
2019-01-25,94355.79533290863
2019-01-28,94355.79533290863
2019-01-29,94355.79533290863
2019-01-30,94355.79533290863
2019-01-31,94355.79533290863
2019-02-01,94355.79533290863
2019-02-04,94355.79533290863
2019-02-05,94355.79533290863
2019-02-06,94355.79533290863
2019-02-07,94355.79533290863
2019-02-08,94355.79533290863
2019-02-11,94355.79533290863
2019-02-12,94355.79533290863
2019-02-13,94355.79533290863
2019-02-14,94355.79533290863
2019-02-15,94355.79533290863
2019-02-18,94355.79533290863
2019-02-19,94355.79533290863
2019-02-20,94355.79533290863
2019-02-21,94355.79533290863
2019-02-22,94355.79533290863
2019-02-25,94355.79533290863
2019-02-26,94355.79533290863
2019-02-27,94355.79533290863
2019-02-28,94355.79533290863
2019-03-01,94355.79533290863
2019-03-04,94355.79533290863
2019-03-05,94355.79533290863
2019-03-06,94355.79533290863
2019-03-07,94355.79533290863
2019-03-08,94355.79533290863
2019-03-11,94355.79533290863
2019-03-12,94355.79533290863
2019-03-13,94355.79533290863
2019-03-14,94355.79533290863
2019-03-15,94355.79533290863
2019-03-18,94355.79533290863
2019-03-19,94355.79533290863
2019-03-20,94355.79533290863
2019-03-21,94355.79533290863
2019-03-22,94355.79533290863
2019-03-25,94355.79533290863
2019-03-26,94355.79533290863
2019-03-27,94355.79533290863
2019-03-28,94355.79533290863
2019-03-29,94355.79533290863
2019-04-01,94355.79533290863
2019-04-02,94355.79533290863
2019-04-03,94355.79533290863
2019-04-04,94355.79533290863
2019-04-05,94355.79533290863
2019-04-08,94355.79533290863
2019-04-09,94355.79533290863
2019-04-10,94355.79533290863
2019-04-11,94355.79533290863
2019-04-12,94355.79533290863
2019-04-15,94355.79533290863
2019-04-16,94355.79533290863
2019-04-17,94417.85425186157
2019-04-18,94549.7299413681
2019-04-23,94530.33466339111
2019-04-24,94109.4974975586
2019-04-25,94238.80762863159
2019-04-26,94197.66683387756
2019-04-29,94099.69682502747
2019-04-30,94040.92032718658
2019-05-02,93766.62082481384
2019-05-03,93672.57160949707
2019-05-06,93692.16770935059
2019-05-07,93911.6088848114
2019-05-08,93730.13046503067
2019-05-09,93508.75451231003
2019-05-10,94701.88985300064
2019-05-13,94219.94002008438
2019-05-14,95023.29392910004
2019-05-15,94977.2427983284
2019-05-16,96540.32996702194
2019-05-17,96162.86432600021
2019-05-20,95430.18401527405
2019-05-21,95175.08405923843
2019-05-22,95289.56891298294
2019-05-23,94661.16139650345
2019-05-24,94583.63484048843
2019-05-27,94771.54134988785
2019-05-28,94771.54134988785
2019-05-29,94771.54134988785
2019-05-30,94771.54134988785
2019-05-31,94771.54134988785
2019-06-03,94771.54134988785
2019-06-04,94771.54134988785
2019-06-05,94771.54134988785
2019-06-06,94771.54134988785
2019-06-07,94771.54134988785
2019-06-10,94771.54134988785
2019-06-11,94771.54134988785
2019-06-12,94771.54134988785
2019-06-13,94771.54134988785
2019-06-14,94771.54134988785
2019-06-17,94771.54134988785
2019-06-18,94771.54134988785
2019-06-19,94771.54134988785
2019-06-20,94771.54134988785
2019-06-21,94771.54134988785
2019-06-24,94771.54134988785
2019-06-25,94771.54134988785
2019-06-26,94771.54134988785
2019-06-27,94771.54134988785
2019-06-28,94771.54134988785
2019-07-01,94771.54134988785
2019-07-02,94771.54134988785
2019-07-03,94593.74438333511
2019-07-04,94860.43983316422
2019-07-05,94408.53864908218
2019-07-08,94098.41128778458
2019-07-09,93687.45067834854
2019-07-10,93409.41082239151
2019-07-11,92869.20007181168
2019-07-12,93007.71184778214
2019-07-15,93143.24679422379
2019-07-16,93382.19738054276
2019-07-17,92937.91073274612
2019-07-18,92445.09995317459
2019-07-19,92439.81476640701
2019-07-22,92446.2051949501
2019-07-23,92913.81237077713
2019-07-24,93111.9821190834
2019-07-25,92916.59454584122
2019-07-26,92916.59454584122
2019-07-29,93153.04278802872
2019-07-30,92916.27281427383
2019-07-31,92991.92302179337
2019-08-01,94406.59336328506
2019-08-02,92560.63962030411
2019-08-05,90710.52165460587
2019-08-06,90145.1661400795
2019-08-07,89830.29525995255
2019-08-08,90152.54012537003
2019-08-09,90035.80571985245
2019-08-12,89857.7530465126
2019-08-13,89930.34211969376
2019-08-14,89930.34211969376
2019-08-15,89930.34211969376
2019-08-16,89930.34211969376
2019-08-19,89930.34211969376
2019-08-20,89930.34211969376
2019-08-21,89930.34211969376
2019-08-22,89930.34211969376
2019-08-23,89930.34211969376
2019-08-26,89930.34211969376
2019-08-27,89930.34211969376
2019-08-28,89930.34211969376
2019-08-29,89930.34211969376
2019-08-30,89930.34211969376
2019-09-02,89930.34211969376
2019-09-03,89930.34211969376
2019-09-04,89930.34211969376
2019-09-05,89930.34211969376
2019-09-06,89930.34211969376
2019-09-09,89930.34211969376
2019-09-10,89930.34211969376
2019-09-11,89930.34211969376
2019-09-12,89930.34211969376
2019-09-13,89930.34211969376
2019-09-16,89930.34211969376
2019-09-17,89930.34211969376
2019-09-18,89930.34211969376
2019-09-19,89930.34211969376
2019-09-20,89930.34211969376
2019-09-23,89930.34211969376
2019-09-24,89930.34211969376
2019-09-25,89930.34211969376
2019-09-26,89930.34211969376
2019-09-27,89930.34211969376
2019-09-30,89930.34211969376
2019-10-01,89930.34211969376
2019-10-02,89390.42039728165
2019-10-03,89390.42039728165
2019-10-04,89678.38029718399
2019-10-07,89687.631960392
2019-10-08,89377.03984308243
2019-10-09,89695.06775140762
2019-10-10,89770.10039377213
2019-10-11,90574.54784727097
2019-10-14,90769.0605134964
2019-10-15,91555.99870586395
2019-10-16,91622.7846622467
2019-10-17,91646.08595132828
2019-10-18,91491.044734478
2019-10-21,91301.2720155716
2019-10-22,91399.15379142761
2019-10-23,91337.13099384308
2019-10-24,91415.46972322464
2019-10-25,91345.62612581253
2019-10-28,91546.61971712112
2019-10-29,91593.00246858597
2019-10-30,91940.8756070137
2019-10-31,91801.72234773636
2019-11-01,91732.1507229805
2019-11-04,91801.72234773636
2019-11-05,91201.93441438675
2019-11-06,91752.43317842484
2019-11-07,91368.05131959915
2019-11-08,91621.88215303421
2019-11-11,91675.35837984085
2019-11-12,91762.2554974556
2019-11-13,91728.83343935013
2019-11-14,91775.62455415726
2019-11-15,92036.31120729446
2019-11-18,92349.5407834053
2019-11-19,92149.32498598099
2019-11-20,92218.96510744095
2019-11-21,92205.90736055374
2019-11-22,92279.89707612991
2019-11-25,92406.12315797806
2019-11-26,92832.66486787796
2019-11-27,92758.67335939407
2019-11-28,92758.67335939407
2019-11-29,92758.67335939407
2019-12-02,92758.67335939407
2019-12-03,92758.67335939407
2019-12-04,92758.67335939407
2019-12-05,92758.67335939407
2019-12-06,92758.67335939407
2019-12-09,92867.58928346634
2019-12-10,93137.0190320015
2019-12-11,92879.0544629097
2019-12-12,92947.84553956985
2019-12-13,93105.4286942482
2019-12-16,93321.94732999802
2019-12-17,92884.75162744522
2019-12-18,92638.86362314224
2019-12-19,92638.86362314224
2019-12-20,92378.10394906998
2019-12-23,92565.17258310318
2019-12-24,92565.17258310318
2019-12-25,92565.17258310318
2019-12-27,92531.15891122818
2019-12-30,92553.83338022232
2019-12-31,92553.83338022232
2020-01-02,92695.55176401138
2020-01-03,92202.37976694107
2020-01-06,92162.69714975357
2020-01-07,92610.52152109146
2020-01-08,92780.58069467545
2020-01-09,92678.54230356216
2020-01-10,92678.54230356216
2020-01-13,92678.54230356216
2020-01-14,92678.54230356216
2020-01-15,92678.54230356216
2020-01-16,92678.54230356216
2020-01-17,92678.54230356216
2020-01-20,92678.54230356216
2020-01-21,92678.54230356216
2020-01-22,92678.54230356216
2020-01-23,92678.54230356216
2020-01-24,92987.4150223732
2020-01-27,92537.34069681168
2020-01-28,92608.31832742691
2020-01-29,92501.85546731949
2020-01-30,92457.49462747574
2020-01-31,91922.38764810562
2020-02-03,92320.88894891739
2020-02-04,93117.79104471207
2020-02-05,93915.16259622574
2020-02-06,93874.68270158768
2020-02-07,93233.74882173538
2020-02-10,93542.33387041092
2020-02-11,94042.90241289139
2020-02-12,94539.09355020523
2020-02-13,93502.31091356277
2020-02-14,93240.59412240982
2020-02-17,93240.59412240982
2020-02-18,93240.59412240982
2020-02-19,93240.59412240982
2020-02-20,93240.59412240982
2020-02-21,92908.84221506119
2020-02-24,92186.79431772232
2020-02-25,90477.8003411293
2020-02-26,89822.03336381912
2020-02-27,87340.02742052078
2020-02-28,85750.1560139656
2020-03-02,85750.1560139656
2020-03-03,85750.1560139656
2020-03-04,85750.1560139656
2020-03-05,85750.1560139656
2020-03-06,85750.1560139656
2020-03-09,85750.1560139656
2020-03-10,85750.1560139656
2020-03-11,85750.1560139656
2020-03-12,85750.1560139656
2020-03-13,85750.1560139656
2020-03-16,85750.1560139656
2020-03-17,85750.1560139656
2020-03-18,85750.1560139656
2020-03-19,85750.1560139656
2020-03-20,85750.1560139656
2020-03-23,85750.1560139656
2020-03-24,85750.1560139656
2020-03-25,85750.1560139656
2020-03-26,85750.1560139656
2020-03-27,85750.1560139656
2020-03-30,85750.1560139656
2020-03-31,85750.1560139656
2020-04-01,85750.1560139656
2020-04-02,85750.1560139656
2020-04-03,85750.1560139656
2020-04-06,85750.1560139656
2020-04-07,85750.1560139656
2020-04-08,85750.1560139656
2020-04-09,85750.1560139656
2020-04-14,85750.1560139656
2020-04-15,85750.1560139656
2020-04-16,85750.1560139656
2020-04-17,85750.1560139656
2020-04-20,85750.1560139656
2020-04-21,85750.1560139656
2020-04-22,85750.1560139656
2020-04-23,85750.1560139656
2020-04-24,85750.1560139656
2020-04-27,85750.1560139656
2020-04-28,85750.1560139656
2020-04-29,85750.1560139656
2020-04-30,85750.1560139656
2020-05-04,85750.1560139656
2020-05-05,85750.1560139656
2020-05-06,85750.1560139656
2020-05-07,85750.1560139656
2020-05-08,85750.1560139656
2020-05-11,85750.1560139656
2020-05-12,85750.1560139656
2020-05-13,85750.1560139656
2020-05-14,85750.1560139656
2020-05-15,85750.1560139656
2020-05-18,85750.1560139656
2020-05-19,85750.1560139656
2020-05-20,85750.1560139656
2020-05-21,85750.1560139656
2020-05-22,85750.1560139656
2020-05-25,85750.1560139656
2020-05-26,85750.1560139656
2020-05-27,85750.1560139656
2020-05-28,85750.1560139656
2020-05-29,85750.1560139656
2020-06-01,85750.1560139656
2020-06-02,85750.1560139656
2020-06-03,85750.1560139656
2020-06-04,85750.1560139656
2020-06-05,85750.1560139656
2020-06-08,85750.1560139656
2020-06-09,85750.1560139656
2020-06-10,85750.1560139656
2020-06-11,85750.1560139656
2020-06-12,85750.1560139656
2020-06-15,85750.1560139656
2020-06-16,85750.1560139656
2020-06-17,85750.1560139656
2020-06-18,85750.1560139656
2020-06-19,85750.1560139656
2020-06-22,85750.1560139656
2020-06-23,85750.1560139656
2020-06-24,85750.1560139656
2020-06-25,85750.1560139656
2020-06-26,85750.1560139656
2020-06-29,85750.1560139656
2020-06-30,85750.1560139656
2020-07-01,85750.1560139656
2020-07-02,85750.1560139656
2020-07-03,85750.1560139656
2020-07-06,85750.1560139656
2020-07-07,85750.1560139656
2020-07-08,85750.1560139656
2020-07-09,85750.1560139656
2020-07-10,85870.87548112869
2020-07-13,86201.54294633865
2020-07-14,86070.3265004158
2020-07-15,86488.14351701736
2020-07-16,86513.86832475662
2020-07-17,86958.16930437088
2020-07-20,87122.31658220291
2020-07-21,87547.97211503983
2020-07-22,87560.34967851639
2020-07-23,87840.30439043045
2020-07-24,87337.27633714676
2020-07-27,87446.46128129959
2020-07-28,87624.19808149338
2020-07-29,87365.38252925873
2020-07-30,86216.5731806755
2020-07-31,85720.33641386032
2020-08-03,87342.94211006165
2020-08-04,87105.55127477646
2020-08-05,87061.6127166748
2020-08-06,86087.11307764053
2020-08-07,86761.0856719017
2020-08-10,87274.06905269623
2020-08-11,87996.74021720886
2020-08-12,89015.44638061523
2020-08-13,88621.67486953735
2020-08-14,88323.1340751648
2020-08-17,88214.55933761597
2020-08-18,88115.33302688599
2020-08-19,88196.32719039917
2020-08-20,88251.09513473511
2020-08-21,88267.52738571167
2020-08-24,88267.52738571167
2020-08-25,88267.52738571167
2020-08-26,88267.52738571167
2020-08-27,88267.52738571167
2020-08-28,88267.52738571167
2020-08-31,88759.80630874634
2020-09-01,88255.6629371643
2020-09-02,88974.71418762207
2020-09-03,88571.79138755798
2020-09-04,88684.35464859009
2020-09-07,88935.53547477722
2020-09-08,88766.55982589722
2020-09-09,89450.38941383362
2020-09-10,89249.915517807
2020-09-11,89428.45115470886
2020-09-14,89082.23540687561
2020-09-15,89040.65709877014
2020-09-16,88850.41174507141
2020-09-17,88381.1413898468
2020-09-18,88013.33434486389
2020-09-21,87629.6118106842
2020-09-22,88188.86928796768
2020-09-23,88308.34917831421
2020-09-24,87373.1014084816
2020-09-25,86572.64381170273
2020-09-28,89897.14576673508
2020-09-29,89450.78739929199
2020-09-30,89671.28080797195
2020-10-01,89698.10557460785
2020-10-02,89893.61664199829
2020-10-05,91362.11623001099
2020-10-06,91437.70649337769
2020-10-07,91595.20476150513
2020-10-08,91632.4536857605
2020-10-09,91735.18663406372
2020-10-12,92051.2905921936
2020-10-13,91964.36142349243
2020-10-14,91830.01704788208
2020-10-15,91664.06382369995
2020-10-16,92107.54814910889
2020-10-19,91981.86050319672
2020-10-20,90734.88852596283
2020-10-21,89802.45017242432
2020-10-22,89776.56284332275
2020-10-23,90250.62248706818
2020-10-26,89092.22701263428
2020-10-27,88789.4898223877
2020-10-28,87723.71077346802
2020-10-29,87087.00703525543
2020-10-30,86986.71162033081
2020-11-02,87232.96537780762
2020-11-03,87362.14743041992
2020-11-04,87503.44077014923
2020-11-05,87660.88092708588
2020-11-06,87660.88092708588
2020-11-09,87660.88092708588
2020-11-10,87660.88092708588
2020-11-11,87660.88092708588
2020-11-12,87660.88092708588
2020-11-13,87660.88092708588
2020-11-16,87660.88092708588
2020-11-17,87660.88092708588
2020-11-18,87660.88092708588
2020-11-19,87660.88092708588
2020-11-20,87660.88092708588
2020-11-23,87660.88092708588
2020-11-24,87660.88092708588
2020-11-25,87660.88092708588
2020-11-26,87660.88092708588
2020-11-27,87660.88092708588
2020-11-30,87660.88092708588
2020-12-01,87660.88092708588
2020-12-02,87660.88092708588
2020-12-03,87660.88092708588
2020-12-04,87660.88092708588
2020-12-07,87660.88092708588
2020-12-08,87660.88092708588
2020-12-09,87660.88092708588
2020-12-10,87660.88092708588
2020-12-11,87660.88092708588
2020-12-14,87709.80298614502
2020-12-15,88372.7395772934
2020-12-16,88798.64650630951
2020-12-17,89385.92508840561
2020-12-18,89690.03636598587
2020-12-21,88244.5360789299
2020-12-22,88485.85790014267
2020-12-23,89036.41447257996
2020-12-24,89036.41447257996
2020-12-28,89769.50913143158
2020-12-29,90087.88120746613
2020-12-30,89797.90077447891
2020-12-31,89797.90077447891
2021-01-04,90226.9693160057
2021-01-05,89569.01411485672
2021-01-06,89913.91227674484
2021-01-07,90265.76197052002
2021-01-08,90252.9603061676
2021-01-11,90252.9603061676
2021-01-12,90252.9603061676
2021-01-13,90252.9603061676
2021-01-14,90252.9603061676
2021-01-15,90252.9603061676
2021-01-18,90100.48355293274
2021-01-19,90549.48629188538
2021-01-20,90412.72619819641
2021-01-21,90554.30007362366
2021-01-22,90171.94394874573
2021-01-25,90001.77966499329
2021-01-26,90465.67685890198
2021-01-27,90199.52379798889
2021-01-28,90134.6998538971
2021-01-29,89508.35758399963
2021-02-01,89559.44617366791
2021-02-02,89138.69135284424
2021-02-03,89533.113240242
2021-02-04,90631.59696006775
2021-02-05,90215.49500751495
2021-02-08,90255.65386772156
2021-02-09,90154.57877063751
2021-02-10,90458.23976707458
2021-02-11,90561.49908351898
2021-02-12,90866.95425605774
2021-02-15,90869.13965415955
2021-02-16,90893.18149375916
2021-02-17,90893.18149375916
2021-02-18,91019.83151817322
2021-02-19,90698.98061180115
2021-02-22,90589.21364402771
2021-02-23,90957.32887840271
2021-02-24,90656.5085735321
2021-02-25,90210.26394844055
2021-02-26,89383.57474756241
2021-03-01,90100.0397567749
2021-03-02,90500.98567962646
2021-03-03,89474.5562376976
2021-03-04,89745.24244689941
2021-03-05,89555.58323764801
2021-03-08,90229.2121758461
2021-03-09,91165.97842025757
2021-03-10,91345.4967045784
2021-03-11,91757.14558649063
2021-03-12,91736.96993494034
2021-03-15,91898.36938714981
2021-03-16,92066.48752832413
2021-03-17,91663.00214624405
2021-03-18,91649.54863977432
2021-03-19,91649.54863977432
2021-03-22,91649.54863977432
2021-03-23,91649.54863977432
2021-03-24,91649.54863977432
2021-03-25,91649.54863977432
2021-03-26,91649.54863977432
2021-03-29,91649.54863977432
2021-03-30,91887.33970117569
2021-03-31,91718.78018808365
2021-04-01,91839.17912912369
2021-04-06,91947.53917169571
2021-04-07,92140.1781411171
2021-04-08,91950.55097055435
2021-04-09,91947.53917169571
2021-04-12,91992.68960428238
2021-04-13,91845.19940805435
2021-04-14,92049.88059473038
2021-04-15,92049.88059473038
2021-04-16,92049.88059473038
2021-04-19,92049.88059473038
2021-04-20,92049.88059473038
2021-04-21,91968.60267305374
2021-04-22,91818.31415319443
2021-04-23,91904.48851537704
2021-04-26,92488.52188920975
2021-04-27,92547.74303102493
2021-04-28,94697.01514005661
2021-04-29,94798.56626939774
2021-04-30,94793.63064718246
2021-05-03,94499.95635938644
2021-05-04,93490.45113039017
2021-05-05,94109.9100689888
2021-05-06,94397.49702882767
2021-05-07,95600.77479982376
2021-05-10,95485.06909608841
2021-05-11,94088.16807985306
2021-05-12,93935.91066408157
2021-05-13,94024.03419923782
2021-05-14,94849.17979860306
2021-05-17,94441.40373659134
2021-05-18,93989.0331158638
2021-05-19,93847.97504091263
2021-05-20,94385.26628541946
2021-05-21,94740.02142763138
2021-05-24,94740.02142763138
2021-05-25,94739.78197145462
2021-05-26,94891.5139966011
2021-05-27,93988.09695863724
2021-05-28,94480.95506715775
2021-05-31,94294.25098085403
2021-06-01,94492.52075624466
2021-06-02,94603.22276735306
2021-06-03,94552.0029797554
2021-06-04,94571.83038759232
2021-06-07,94575.13507509232
2021-06-08,94566.8740735054
2021-06-09,94400.9125828743
2021-06-10,94326.5621342659
2021-06-11,94569.15712785721
2021-06-14,94337.59057474136
2021-06-15,94447.86081171036
2021-06-16,94574.67193841934
2021-06-17,94347.95802545547
2021-06-18,93998.1489701271
2021-06-21,94481.6182103157
2021-06-22,94552.36048173904
2021-06-23,94241.46330308914
2021-06-24,95091.7314915657
2021-06-25,95751.246571064
2021-06-28,94914.60341310501
2021-06-29,95242.09409761429
2021-06-30,94573.52889299393
2021-07-01,94990.16689634323
2021-07-02,94954.76313734055
2021-07-05,95218.11209058762
2021-07-06,94980.29174757004
2021-07-07,95852.60377836227
2021-07-08,95647.10791540146
2021-07-09,96719.12480211258
2021-07-12,97147.71598768234
2021-07-13,96998.37038469315
2021-07-14,96824.02168226242
2021-07-15,96224.92350053787
2021-07-16,95794.18851613998
2021-07-19,93943.95252561569
2021-07-20,95088.61882543564
2021-07-21,98006.53065633774
2021-07-22,98638.57240247726
2021-07-23,99660.90341329575
2021-07-26,99604.38224744797
2021-07-27,99066.50225400925
2021-07-28,99294.72405004501
2021-07-29,100114.2576880455
2021-07-30,99134.23959302902
2021-08-02,98617.79401731491
2021-08-03,99072.10034513474
2021-08-04,99173.18997526169
2021-08-05,99119.6722445488
2021-08-06,99095.88629484177
2021-08-09,99030.47821378708
2021-08-10,99357.52911710739
2021-08-11,99482.40338468552
2021-08-12,99416.99136686325
2021-08-13,99553.75992155075
2021-08-16,99553.75992155075
2021-08-17,99553.75992155075
2021-08-18,99553.75992155075
2021-08-19,99553.75992155075
2021-08-20,99359.246737957
2021-08-23,99545.28128385544
2021-08-24,99928.98587369919
2021-08-25,99918.40176725388
2021-08-26,99867.42508268356
2021-08-27,99954.8356051445
2021-08-30,99987.19182157516
