,total_return_pct,annualized_return_pct,annualized_vol_pct,sharpe,sortino,calmar,max_drawdown_pct,n_trades,win_rate_pct,avg_trade_pnl_pct,avg_days_held,final_equity
BBfull,-28.024763769387906,-4.516666104959343,25.89219460636628,-0.1744412234507461,-0.2270379836568556,-0.08476211944057485,-53.286375267266585,2672.0,50.52395209580839,-0.029233265079143884,7.1193862275449105,71975.2362306118
BBOU,0.6979172444344428,0.09779695616183304,14.835506895797609,0.006592087270677321,0.007922069315774192,0.002385736719298232,-40.99235065242244,1235.0,50.76923076923077,-0.002893476445012455,6.957894736842105,100697.91724443436
DAX,54.677475927524895,6.322046132452197,19.13515646946051,0.3303890481659823,0.4120009805476065,0.1630259317964114,-38.7793896516245,,,,,154677.4759275261
