,BBfull,BBOU,DAX
2018-02-16,95864.21235466003,98095.11715221405,96741.3799212355
2018-02-19,95349.46878814697,97752.15214824677,96225.81514248952
2018-02-20,96184.48650360107,98474.93947505951,97020.60718937949
2018-02-21,96413.0682144165,98582.55015087128,96885.34474510943
2018-02-22,96269.88856124878,98273.44456005096,96818.68466908537
2018-02-23,96187.31065750122,98496.57386302948,96988.67317390199
2018-02-26,96429.31126689911,98575.99528646469,97324.6897283014
2018-02-27,96630.87761497498,98782.39671516418,97042.59454429841
2018-02-28,96926.94686698914,99085.64564704895,96616.21587910384
2018-03-01,97435.28283882141,99606.06107330322,94713.47509992753
2018-03-02,96245.59879016876,100598.95656442642,92559.6247673517
2018-03-05,97975.59340381622,101347.22708749771,93936.01194145536
2018-03-06,99495.34553813934,101861.54763650894,94114.70282587585
2018-03-07,100507.03217029572,101961.78003168106,95136.27266383785
2018-03-08,101318.63027667999,103452.2166352272,95992.51246348434
2018-03-09,101168.26786708832,103741.90933084488,95923.43969634082
2018-03-12,100501.21707057953,103771.14762735367,96480.56649380519
2018-03-13,97907.48381900787,102798.53493404388,94947.2481778302
2018-03-14,99807.59026432037,102518.38073778152,95077.07068646298
2018-03-15,101122.50098896027,103286.86319494247,95914.73731673695
2018-03-16,101745.71569919586,103446.32816886902,96256.74007646106
2018-03-19,103171.89354801178,104284.93337392807,94916.0880444099
2018-03-20,102315.23900127411,103900.54570055008,95617.72593543562
2018-03-21,101870.952252388,103750.53189134598,95631.8682506768
2018-03-22,102283.48331451416,103093.5882153511,94007.56568342929
2018-03-23,101765.23396873474,102627.72179031372,92346.74650499309
2018-03-26,99650.59259796143,101736.50984239578,91577.21184406761
2018-03-27,103000.69820213318,104056.47169160843,93003.40060467503
2018-03-28,103028.378698349,104919.61232042313,92769.39232732359
2018-03-29,104227.66447067261,105641.79971933365,93981.54200248659
2018-04-03,102804.74309921265,105395.789041996,93249.06263535822
2018-04-04,102633.15154838562,104789.87660074234,92902.94767882043
2018-04-05,106983.5299873352,106092.44318628311,95601.10264536407
2018-04-06,106603.10310935974,106065.31770181656,95104.4903899402
2018-04-09,106364.00958824158,105615.64509439468,95263.60661056123
2018-04-10,105690.40580558777,105747.77024698257,96316.87526455196
2018-04-11,106357.75092697144,106705.83599710464,95513.92710774555
2018-04-12,106275.42315483093,107150.9110531807,96454.30761341375
2018-04-13,105353.34373283386,106799.27092313766,96667.11000498243
2018-04-16,107356.20504951477,107679.43960428238,96270.95826249215
2018-04-17,105878.68498802185,107281.84457349777,97779.4213076892
2018-04-18,105997.87613868713,107198.4262251854,97820.28531514033
2018-04-19,107294.18747138977,108138.12629842758,97638.40785754319
2018-04-20,107775.9479675293,107931.8717341423,97429.26243804865
2018-04-23,108472.36619567871,108414.934071064,97677.01850253367
2018-04-24,109620.27791023254,108682.0743689537,97509.44268883651
2018-04-25,112796.45945358276,109788.90500307083,96510.94515808931
2018-04-26,112632.1944975853,110161.12177324295,97118.26048308602
2018-04-27,112643.13812160492,110532.88886117935,97742.90469650053
2018-04-30,113015.0243806839,111186.39544534683,97985.61535345584
2018-05-02,111977.78308200836,111036.29560709,99462.84239444268
2018-05-03,112911.71812820435,111689.95422410965,98591.9215969466
2018-05-04,110552.14248466492,111066.21480989456,99597.63443981523
2018-05-07,108371.05718612671,110493.91392183304,100596.28371214229
2018-05-08,106963.17546463013,109877.74744844437,100317.13990186721
2018-05-09,106083.21207237244,109504.00080919266,100556.81572722571
2018-05-10,104982.4666481018,108663.09581422806,101176.87734492902
2018-05-11,106319.73021888733,109656.41460466385,101008.83113233437
2018-05-14,106685.76168441772,110409.32786989212,100826.0204640212
2018-05-15,107481.98913002014,110019.75964784622,100766.43154561773
2018-05-16,107858.45299911499,109949.62796449661,100970.6832991624
2018-05-17,107182.60930728912,109389.06005048752,101889.6227195991
2018-05-18,106911.4976682663,109168.14409208298,101603.01322359584
2018-05-21,106911.4976682663,109168.14409208298,101603.01322359584
2018-05-22,107751.8882522583,109333.28637361526,102319.33211247118
2018-05-23,108494.92380046844,109614.31366109848,100819.26037663929
2018-05-24,106727.37112140656,108618.79471540451,99873.36406454389
2018-05-25,106265.27411365509,108526.93491697311,100517.58294175785
2018-05-28,105768.52700901031,108385.08063077927,99938.39291858465
2018-05-29,102247.08894920349,107342.4189991951,98408.25358870733
2018-05-30,101655.98201465607,106987.98326826096,99319.18864080742
2018-05-31,98801.12633705139,105334.45561408997,97929.5164913887
2018-06-01,101259.54873752594,107169.64291572571,98856.99896277042
2018-06-04,102593.6571302414,107742.57606697083,99218.11357447549
2018-06-05,102290.15085506439,107020.99907493591,99345.37165040894
2018-06-06,102494.78871059418,107195.5005493164,99678.98310076787
2018-06-07,103355.3680562973,107646.80814743042,99531.20956323993
2018-06-08,101489.4323015213,107458.32778930664,99185.48154773074
2018-06-11,102078.25521945953,108360.13545227051,99778.73801535518
2018-06-12,102845.68642044067,108353.51096439362,99773.99609098517
2018-06-13,102263.26456165314,107997.94841575623,100149.09368927254
2018-06-14,102918.48206043243,107216.14497947693,101831.27049507132
2018-06-15,104609.46270656586,107952.26397132874,101081.15875636548
2018-06-18,108036.6040468216,109644.27025604248,99710.37084655793
2018-06-19,110194.64261341095,111002.94347000122,98497.2879606789
2018-06-20,110324.98186588287,111184.06544685364,98630.84331217576
2018-06-21,109610.4462184906,112334.38392543793,97207.14311347775
2018-06-22,108729.34027862549,111888.28918361664,97733.9671174479
2018-06-25,104884.93663215637,110347.36330318451,95330.26668658528
2018-06-26,104785.32829856873,110733.45666790009,95050.6524774127
2018-06-27,106291.33620262146,111808.54137706757,95938.43935150807
2018-06-28,102949.33389091492,110929.91189670563,94606.96009795829
2018-06-29,105071.81132507324,112542.04135417938,95607.39233384847
2018-07-02,102973.2479801178,111514.5825881958,95080.40900121946
2018-07-03,104783.97997283936,111988.01509094238,95942.55154832176
2018-07-04,104039.65405654907,111841.75104427338,95697.59511598482
2018-07-05,106285.3410654068,112495.7189745903,96837.17438058897
2018-07-06,105884.4515132904,112643.67313528061,97084.85457428407
2018-07-09,106481.54765319824,112764.85425710678,97455.59718923003
2018-07-10,107088.23439979553,112999.60697317123,97968.05126558927
2018-07-11,107557.51691913605,112871.93035078049,96470.77916190546
2018-07-12,107665.29454421997,113203.3211722374,97059.99171642715
2018-07-13,107460.15269756317,113656.84515714645,97431.05298869078
2018-07-16,108011.96440029144,113725.93885374069,97588.68214182937
2018-07-17,108048.82801437378,113693.58112764359,98369.64294371686
2018-07-18,107357.19180297852,112958.08886766434,99180.7472104397
2018-07-19,109264.85483932495,114111.21306657791,98561.92987369107
2018-07-20,111117.5196723938,114944.23763513565,97591.79284421609
2018-07-23,111759.12934112549,115041.46578073502,97491.96205883885
2018-07-24,110624.67188644409,114805.64391565323,98586.0112624118
2018-07-25,112247.31394577026,114898.31946611404,97730.93987293007
2018-07-26,108467.1040019989,113885.04332399368,99517.07483507777
2018-07-27,108356.59255981445,113458.20465421677,99914.6226001026
2018-07-30,106955.85159301758,111836.43401479721,99431.37877786269
2018-07-31,106112.5407371521,111735.42253446579,99488.09219332818
2018-08-01,108201.30780220032,112098.09291410446,98956.29106553923
2018-08-02,111418.80834007263,114054.66227293015,97474.55729963112
2018-08-03,109410.84593582153,113434.49893522263,98013.96826764909
2018-08-06,108491.12825202942,113190.10230207443,97877.62087108316
2018-08-07,107955.46548271179,113212.56150007248,98265.92757389568
2018-08-08,108175.41754722595,113958.75435590744,98152.10621485712
2018-08-09,107820.08021640778,113822.88714027405,98482.84216227806
2018-08-10,108094.96204471588,114044.23650169373,96526.8704368936
2018-08-13,108584.05990600586,114420.64722108841,96017.1401218925
2018-08-14,110342.83743476868,116519.31214857101,96018.14920339844
2018-08-15,109631.9999036789,117064.56943416595,94496.47705367624
2018-08-16,109729.43321990967,117491.44891500473,95072.63983233162
2018-08-17,109798.41996765137,117564.78234004974,94865.82364608765
2018-08-20,109813.71770858765,117492.25116634369,95803.95078929521
2018-08-21,110948.962474823,117885.01081752777,96217.19622075456
2018-08-22,110084.19040203094,117959.89568424225,96226.59661162569
2018-08-23,108192.08271503448,117184.28577899933,96070.28002315274
2018-08-24,108556.23099708557,117319.50529384613,96295.1155220028
2018-08-27,109748.61042308807,116932.73914813995,97412.24461986951
2018-08-28,109534.48409748077,116322.90139865875,97327.64110202929
2018-08-29,108928.7279844284,115503.92621326447,97593.81100722798
2018-08-30,109750.8061246872,116160.24300861359,97069.8625061958
2018-08-31,111669.6338224411,117715.44843006134,96058.46694116213
2018-09-03,111652.43912792206,117808.03082752228,95921.34566253901
2018-09-04,112175.81942272186,118196.00981616974,94863.18334259842
2018-09-05,111699.73829555511,118391.30858707428,93544.36692388635
2018-09-06,111594.01458597183,118369.31802129745,92882.35634643605
2018-09-07,111411.09023237228,117904.05436563492,92916.38439571533
2018-09-10,111913.21903896332,118505.44147205353,93123.89859322658
2018-09-11,111791.53594684601,118889.52326869965,92999.04562133359
2018-09-12,110897.15095329285,117838.83753299713,93480.96929182888
2018-09-13,110495.9890499115,118252.1656370163,93661.60246847133
2018-09-14,111533.71326494217,119044.96111726761,94195.96802895957
2018-09-17,111559.17762327194,119270.30879163742,93979.0534405772
2018-09-18,112519.03825426102,119833.62700605392,94454.99090574778
2018-09-19,111956.4556632042,120669.56990766525,94931.6263821856
2018-09-20,110970.39080381393,120315.41882562637,95766.5085544695
2018-09-21,110047.18665838242,119881.96648645401,96577.60523411336
2018-09-24,111203.29662561417,120546.73849439621,95955.60891126706
2018-09-25,111519.56412935257,120517.06868696213,96140.82468362071
2018-09-26,111602.29554224014,121252.43851613998,96228.06850495015
2018-09-27,110473.45667028427,121038.9933180809,96614.19771609195
2018-09-28,113203.35493421555,121864.53969430923,95146.91733566369
2018-10-01,112611.62657785416,121444.12688493729,95864.0101065962
2018-10-02,112655.13856363297,120854.90125131607,95464.28484990064
2018-10-03,112655.13856363297,120854.90125131607,95464.28484990064
2018-10-04,113050.83430719376,120831.17008447647,95126.78881509781
2018-10-05,111429.24186182022,120672.48415231705,94099.39968754891
2018-10-08,111398.29837465286,121111.37613153458,92819.50498406599
2018-10-09,110448.35193681717,121020.07181024551,93053.04286251993
2018-10-10,105376.08311605453,117503.44988107681,90996.39059891111
2018-10-11,102351.66808843613,115417.42073774338,89651.15597114876
2018-10-12,103107.9596376419,114791.43770170212,89530.42278314846
2018-10-15,102806.05389881134,114528.56480741501,90232.37174441286
2018-10-16,106465.30867815018,118303.54451036453,91494.00434876194
2018-10-17,102818.63170433044,114291.04231309891,91016.04872057949
2018-10-18,99772.97789669037,111791.82358980179,90038.52946324527
2018-10-19,99951.88032627106,112361.22288274765,89763.6571784427
2018-10-22,99417.13824796677,112748.66251802444,89534.54256704114
2018-10-23,96972.7498922348,111194.29048681259,87591.7875332608
2018-10-24,96297.88711309433,111270.75567674637,86949.66268984863
2018-10-25,98208.36420965195,112955.40133237839,87846.92582560507
2018-10-26,97668.47465848923,112960.00805997849,87019.50933904934
2018-10-29,99647.7297334671,113058.7877831459,88067.26218661286
2018-10-30,99336.46328496933,112691.13836812973,87693.63648164993
2018-10-31,100688.85243368149,113028.39458990097,88937.6367144215
2018-11-01,102218.35861110687,113680.68293428421,89101.02446051505
2018-11-02,103100.42440319061,114227.12709093094,89492.98054832275
2018-11-05,103021.96142435074,114196.95622777939,89306.28529556567
2018-11-06,103125.4920387268,114430.81063938141,89223.77581152724
2018-11-07,103020.53792333603,114189.70477962494,89959.9804344407
2018-11-08,103521.71211767197,114346.37785339355,89557.69833212484
2018-11-09,103784.67685079575,114228.872174263,89571.99238894584
2018-11-12,104379.96174573898,114606.84185552597,87989.25942749571
2018-11-13,103710.24037981033,114474.13790130615,89129.61257415706
2018-11-14,103288.59472513199,113782.60125637054,88665.87513200569
2018-11-15,104133.87657117844,114142.51775979996,88208.57911991856
2018-11-16,102929.80527830124,113590.24479722977,88110.14435707586
2018-11-19,103873.62847471237,114241.52196884155,87360.73062963727
2018-11-20,103937.24177885056,114475.45725250244,85976.80948609451
2018-11-21,104248.49564695358,114280.90921974182,87357.85512669929
2018-11-22,104307.1062579155,114882.46585702896,86536.81178649687
2018-11-23,104635.7022356987,114746.7127661705,86957.90225763399
2018-11-26,106641.76845121384,116581.44298315048,88216.735229835
2018-11-27,107397.61062955856,116285.38079547882,87862.38829259084
2018-11-28,107822.82899427414,116169.26322889328,87782.90605307026
2018-11-29,107835.52010297775,116816.52738904953,87777.86064554055
2018-11-30,107370.60177183151,116195.1936879158,87459.40059192873
2018-12-03,107464.25681638718,117038.94514989853,89077.09481337416
2018-12-04,107722.92168951035,115455.69668912888,88066.01790565817
2018-12-05,108679.73025846481,116043.9070391655,87016.55796532144
2018-12-06,108607.84513616562,114245.41192960739,83992.33310493697
2018-12-07,106347.88487625122,114926.53910684586,83814.49197336359
2018-12-10,100569.2746963501,112116.79092311859,82524.6581964011
2018-12-11,103276.03042030334,114201.16188812256,83755.60106622738
2018-12-12,107619.67574596405,116989.69499397278,84912.58509003928
2018-12-13,106628.5950217247,116333.02329111099,84875.84086648084
2018-12-14,104955.33553791046,115299.96324586868,84417.99858470629
2018-12-17,102399.44519090652,113298.84873867035,83691.04261108414
2018-12-18,102420.05553627014,112847.77653932571,83447.7856844414
2018-12-19,101873.72126579285,113537.98359203339,83644.50346854697
2018-12-20,96867.76162862778,110694.15718746185,82439.42495100453
2018-12-21,97178.43703222275,110613.47160339355,82615.9459308333
2018-12-24,96965.65749120712,110613.47160339355,82615.9459308333
2018-12-27,95491.49224424362,109449.27169656754,80655.70267997633
2018-12-28,98975.11503744125,110730.99963283539,82034.34321654061
2018-12-31,99004.06401205063,110730.99963283539,82034.34321654061
2019-01-02,100263.05992460251,112548.89713048935,82199.28631382754
2019-01-03,97738.05820989609,112046.58914279938,80928.79200121576
2019-01-04,104320.1655459404,113971.84651327133,83656.0054802989
2019-01-07,104525.2364153862,113914.26265859604,83501.54772617898
2019-01-08,105271.8649058342,113510.30526685715,83937.94892272203
2019-01-09,106163.03606748581,113266.31844472885,84632.04525722968
2019-01-10,105746.75723409653,112781.22259092331,84851.6760198912
2019-01-11,106607.12552976608,112854.83333158493,84586.51519619845
2019-01-14,105316.7502360344,112381.39457082748,84341.39943520266
2019-01-15,105068.73442983627,112387.21100378036,84620.15630444915
2019-01-16,104822.14117383957,112119.35719442368,84926.65153449052
2019-01-17,104807.8328948021,111441.6437420845,84828.60371267641
2019-01-18,100484.89021635056,109963.7323422432,87057.73304301123
2019-01-21,100621.35369443893,109693.34939718246,86519.02008626053
2019-01-22,101306.58118391037,109883.50268983841,86160.94030615229
2019-01-23,100950.13100576401,109193.66292905807,86016.6644120397
2019-01-24,99699.00012159348,108782.84051561356,86472.24574427462
2019-01-25,97803.41274547577,107602.79592370987,87650.13217070958
2019-01-28,99173.08462333679,108644.48402547836,87094.78833680834
2019-01-29,98333.07198286057,107264.09467744827,87160.98560101388
2019-01-30,98311.05839204788,107038.7086968422,86872.2062004189
2019-01-31,99198.21778917313,107232.96752023697,86805.69786597471
2019-02-01,98323.2141904831,106797.4951748848,86864.43703153107
2019-02-04,98741.04032897949,106856.66088914871,86832.73821550232
2019-02-05,98003.25903987885,107013.081097126,88319.7601754679
2019-02-06,97965.04855108261,107344.44086885452,87983.66016319959
2019-02-07,99928.04080247879,107709.18203020096,85631.93122343242
2019-02-08,100424.83872842789,107711.90002298355,84736.61796697693
2019-02-11,100886.9939236641,108430.45423078537,85574.20872646099
2019-02-12,101333.28327417374,108651.05361223221,86440.39518666604
2019-02-13,101359.60544633865,108518.77574968338,86760.01606336364
2019-02-14,99508.08890771866,108321.15283918381,86158.4517442429
2019-02-15,101151.659512043,109441.00580072403,87790.05308148076
2019-02-18,101771.46933794022,109977.51151418686,87785.39461497964
2019-02-19,101486.11148309708,109898.46705961227,87863.16217464804
2019-02-20,102555.2310795784,109835.2721362114,88583.82845978579
2019-02-21,102079.47910356522,109945.97327566147,88749.39369755005
2019-02-22,102201.90110635757,109921.9813876152,89016.80788370343
2019-02-25,101432.67986726761,109622.74967908859,89387.31529920064
2019-02-26,102398.42869615555,110248.4610953331,89662.34691266203
2019-02-27,103129.41107416153,110748.08256292343,89247.00744740087
2019-02-28,102794.84739351273,111090.91544771194,89466.94928030107
2019-03-01,101467.90002393723,110803.70343351364,90135.40887489461
2019-03-04,101918.81811904907,111253.62143325806,90065.33461332414
2019-03-05,102137.92537164688,111611.11431741714,90283.49348266122
2019-03-06,102267.10434675217,111302.97230768204,90026.25356943616
2019-03-07,105022.48224878311,112884.42889738083,89483.73189903147
2019-03-08,106552.26316595078,113109.32782316208,89017.89283599929
2019-03-11,106457.80396413803,112958.99188566208,89683.24931528508
2019-03-12,106733.5477309227,113268.15700674057,89533.22241529652
2019-03-13,106073.65370988846,113101.07136917114,89908.00894334522
2019-03-14,106277.03535890579,113510.16507339478,90025.00928848147
2019-03-15,104465.08329057693,112737.53385257721,90788.10251934269
2019-03-18,104764.8437962532,112872.60073661804,90565.66453745411
2019-03-19,103843.59065914154,112277.98049736023,91586.14942312024
2019-03-20,107944.74582004547,114652.21341323853,90152.57843465358
2019-03-21,108703.51183414459,115392.85823631287,89733.58958439727
2019-03-22,110335.85604286194,117227.68533229828,88290.15539324096
2019-03-25,109448.64894676208,117094.07394075394,88154.04319612379
2019-03-26,109289.9930524826,116860.86087799072,88719.87237319203
2019-03-27,110364.13844203949,117745.09736299515,88716.45060056662
2019-03-28,108952.12427997589,116875.95549631119,88787.30633127327
2019-03-29,109930.83589363098,117034.33624744415,89547.75167156628
2019-04-01,115398.97175979614,118798.60969400406,90759.35507704187
2019-04-02,116120.03534126282,118217.89564228058,91324.94905466134
2019-04-03,115365.52176094055,116830.17090415955,92875.75558771298
2019-04-04,115418.95721054077,117065.74865150452,93136.87249830295
2019-04-05,114760.52770805359,116568.11319923401,93305.77605082373
2019-04-08,115715.68675422668,116705.31402015686,92945.67810770358
2019-04-09,118852.95881080627,118223.92870521545,92069.08217512147
2019-04-10,118000.29604530334,117218.63853645325,92499.0267674423
2019-04-11,116398.72054100037,116813.82869148254,92726.5860276505
2019-04-12,114044.42667579651,116202.74273109436,93229.48038447979
2019-04-15,113631.74033164978,116282.86895942688,93387.58752359488
2019-04-16,111895.7443561554,116158.57534980774,94017.20127374918
2019-04-17,109616.97417449951,115870.45113706589,94419.25576369527
2019-04-18,108469.77045631409,115766.54438591003,94957.80939178713
2019-04-23,109667.79060459137,115782.48352956772,95059.74179804516
2019-04-24,110160.77122211456,115411.82893133163,95663.02079701809
2019-04-25,110612.12169504166,115501.83398771286,95425.59074704125
2019-04-26,110371.57087182999,115226.77598810196,95678.71087637363
2019-04-29,109942.53654670715,115260.27842569351,95778.46579096095
2019-04-30,109575.44264698029,114455.20984458923,95903.24289206401
2019-05-02,108404.30188846588,114578.62202501297,95913.65236444109
2019-05-03,108522.68000888824,114170.13823843002,96436.75111262617
2019-05-06,108689.54519367218,114332.34563589096,95458.84491426335
2019-05-07,112344.56687927246,114949.48713350296,93950.54119772512
2019-05-08,111139.97397899628,114707.20475912094,94627.93078429229
2019-05-09,110641.3070192337,114302.0810008049,93027.40612260583
2019-05-10,112290.48338794708,116722.96518087387,93694.85663569342
2019-05-13,109340.14339017868,116271.97820663452,92271.70270668285
2019-05-14,111381.792491436,117472.02789497375,93164.92192933653
2019-05-15,114247.27252912521,117365.91935348511,94003.60522819545
2019-05-16,115742.51144170761,118212.2492980957,95641.34451233785
2019-05-17,113816.13690328598,118396.46609210968,95086.3952065442
2019-05-20,111083.92304372787,119058.9575586319,93550.81594102958
2019-05-21,111916.20796918869,119128.385389328,94344.66719012453
2019-05-22,110614.07288312912,118753.88375759125,94540.99803320151
2019-05-23,108930.97564029694,119748.24962902069,92860.29312072719
2019-05-24,107748.63265800476,118687.85196876526,93315.79858217221
2019-05-27,108064.48165798187,118346.22529029846,93783.0336677389
2019-05-28,108204.75067138672,118313.26665592194,93440.18115516768
2019-05-29,108697.67027664185,119628.0035943985,91969.9418139325
2019-05-30,108148.34391403198,119180.4008359909,92469.27024363553
2019-05-31,107819.59370040894,119180.4008359909,91107.79926683022
2019-06-03,108264.2099571228,119410.33934307098,91620.32921397938
2019-06-04,108696.08837127686,119846.75358867645,93006.04090816426
2019-06-05,108775.45267105103,119893.67671489716,93080.93296489466
2019-06-06,108556.22143554688,119682.5093870163,92865.96066873425
2019-06-07,108332.13354110718,119420.27424049377,93582.59062784824
2019-06-10,108332.13354110718,119420.27424049377,93582.59062784824
2019-06-11,108672.30865097046,119549.29207229614,94440.53752026793
2019-06-12,108351.15936279297,119324.60834789276,94128.7616832481
2019-06-13,108390.12971878052,119763.32092380524,94543.40313724198
2019-06-14,109104.72374153137,120493.56254959106,93978.97756978728
2019-06-17,109231.38883018494,120516.23106765747,93896.77915598755
2019-06-18,107399.90447044373,119622.83764648438,95807.44843271055
2019-06-19,108101.17358207703,120421.6074142456,95627.05045551684
2019-06-20,107505.00280570984,120162.02620124817,95991.10885387081
2019-06-21,108984.98868560791,120626.24462413788,95870.92193555793
2019-06-24,110194.64988899231,121294.21634101868,95363.2097835687
2019-06-25,110629.8959903717,121410.42507362366,95004.81893322179
2019-06-26,110974.10598373413,121969.17342662811,95135.96159359918
2019-06-27,111624.00856399536,122262.34715938568,95335.70662222257
2019-06-28,110021.68408584595,121419.66202068329,96328.3696892249
2019-07-01,108221.53785705566,120731.1928434372,97280.71501846354
2019-07-02,109060.89818191528,120799.15227890015,97322.201166392
2019-07-03,107682.66345405579,119191.83285140991,98017.70111051317
2019-07-04,107008.49740028381,119329.45029449463,98123.8291714538
2019-07-05,106951.25739479065,119037.1807641983,97647.03436635713
2019-07-08,108030.37644577026,119648.4070072174,97452.64581550211
2019-07-09,109786.35829734802,119850.68646907806,96621.65581474114
2019-07-10,110289.8974571228,120079.99691295624,96131.11322251089
2019-07-11,109681.82022666931,119311.41681957245,95810.32393564853
2019-07-12,109388.13453865051,119730.32974910736,95741.95676685126
2019-07-15,108039.52425193787,119559.02801418304,96239.33531725332
2019-07-16,107166.40043258667,119605.9402475357,96578.30324538062
2019-07-17,106746.8918390274,119057.30290985107,95879.54844437187
2019-07-18,105266.51588821411,118251.80723285675,95000.22875043162
2019-07-19,105975.11963272095,118264.75174045563,95250.55683469491
2019-07-22,106888.06574726105,118352.48121738434,95478.4271651418
2019-07-23,110076.83369731903,119206.86188220978,97042.67041508833
2019-07-24,110366.45564842224,119519.76733875275,97292.44464258524
2019-07-25,111858.0763130188,119266.88354969025,96043.2396736251
2019-07-26,112475.75213050842,119567.77991199493,96492.30370500586
2019-07-29,114701.69624996185,120380.13144397736,96473.41946539468
2019-07-30,116472.14324092865,120201.73340320587,94373.9609021128
2019-07-31,117870.57857131958,120138.33834934235,94698.71064420902
2019-08-01,119364.12953567505,121850.87030696869,95196.79479295734
2019-08-02,119200.42612457275,120580.67291545868,92238.99480914816
2019-08-05,116297.80219316483,119917.93728256226,90576.93134975729
2019-08-06,115845.37114906311,119170.98907756805,89873.43462437851
2019-08-07,115621.52275848389,118990.1529455185,90511.98595358543
2019-08-08,118633.72316217422,121882.88808345795,92028.99204972753
2019-08-09,114280.08124303818,121016.01847314835,90851.10562329258
2019-08-12,113179.52262926102,119577.3294506073,90741.4040481467
2019-08-13,114786.00432729721,119565.63067865372,91288.74351371134
2019-08-14,108989.35465669632,117373.03790712357,89288.41772453941
2019-08-15,107549.134932518,117041.90893268585,88666.96008430155
2019-08-16,110092.89417648315,118015.10028648376,89832.88168716607
2019-08-19,111990.65875959396,119413.40142774582,91018.68902406872
2019-08-20,110900.8502702713,118956.56477069855,90519.98273484304
2019-08-21,110662.57137489319,118264.70259666443,91698.33197309653
2019-08-22,111184.0431008339,118838.26925134659,91264.73799578052
2019-08-23,110783.55641460419,118822.65872812271,90211.78041202847
2019-08-26,111260.36603832245,118927.71831464767,90573.28196476212
2019-08-27,111616.32367372513,118885.71965122223,91132.50279602828
2019-08-28,111895.81575250626,119324.49170970917,90907.19689828072
2019-08-29,111839.17895364761,118929.1375989914,91978.25725250778
2019-08-30,111077.64363336563,118297.98522090912,92758.28484367924
2019-09-02,110185.84205675125,117518.34331035614,92870.93779255303
2019-09-03,111491.95817136765,118381.8488740921,92537.48567085294
2019-09-04,109682.76728105545,117410.94713115692,93424.56694660206
2019-09-05,108741.79890871048,117865.18952465057,94215.0040101506
2019-09-06,107085.87556934357,117314.49768400192,94719.61304683209
2019-09-09,106572.47205781937,116811.83694219589,94986.63270487788
2019-09-10,104414.2772102356,115311.75749015808,95317.67972253749
2019-09-11,102677.91933488846,113482.65974378586,96019.7045545918
2019-09-12,101604.30887317657,113316.63066673279,96417.32819040655
2019-09-13,99096.70371580124,112267.91204929352,96870.1174775724
2019-09-16,101357.17462491989,113666.20627307892,96184.71593558964
2019-09-17,102988.78103113174,113779.97194957733,96124.89940481642
2019-09-18,103390.25710630417,113648.30887889862,96257.05114669974
2019-09-19,101818.94240236282,112613.83948802948,96785.9767715507
2019-09-20,102419.7230849266,112662.97897052765,96866.07356446964
2019-09-23,104041.41005563736,113068.75189495087,95889.64684651028
2019-09-24,105166.9612774849,113333.65179538727,95616.32991290108
2019-09-25,106093.92101240158,113389.32358264923,95049.40819645801
2019-09-26,105322.73027849197,113201.79914951324,95471.74294854981
2019-09-27,105321.68818616867,113046.12880420685,96189.6171886185
2019-09-30,104411.45523023605,113023.10936450958,96555.85307864318
2019-10-01,104021.35878038406,113566.33696079254,95279.76708881427
2019-10-02,103914.56978082657,113756.1719789505,92649.28127980062
2019-10-03,104641.34319543839,113756.1719789505,92649.28127980062
2019-10-04,106099.4163479805,114484.57838916779,93329.54636930577
2019-10-07,107368.0714726448,115037.08215045929,93986.97435104489
2019-10-08,101607.208963871,113916.58127307892,92998.50693872516
2019-10-09,103994.28295946121,114564.94436740875,93962.34669263674
2019-10-10,105546.42541360855,114567.4184999466,94505.72570296752
2019-10-11,112237.15594625473,116302.88400268555,97205.12495046586
2019-10-14,112816.26962375641,116808.98187112808,97010.19012992342
2019-10-15,113595.61702823639,118160.83918809891,98122.9718315277
2019-10-16,112474.21387577057,118799.97802019119,98436.22714895097
2019-10-17,112796.30801486969,119165.95168352127,98318.44533467857
2019-10-18,112127.50051212311,118371.77664995193,98152.56902667564
2019-10-21,110258.5795583725,118000.18888521194,99041.05391203829
2019-10-22,109348.37235355377,117348.90485429764,99093.34406045142
2019-10-23,109307.464676857,116748.65059614182,99431.30290707278
2019-10-24,107530.87103366852,117261.8881611824,100005.5158064272
2019-10-25,107339.378531456,117276.12610292435,100179.6240951365
2019-10-28,105682.73969364166,117279.54181241989,100546.33038405869
2019-10-29,105594.6572523117,117459.4274020195,100530.09403501573
2019-10-30,105911.01492404938,117154.18477678299,100301.76089275033
2019-10-31,108195.89933872223,118119.95945215225,99964.2648579475
2019-11-01,105259.61688804626,117238.14660263062,100696.58489641701
2019-11-04,101392.12720966339,115984.76708936691,102057.98000243242
2019-11-05,99876.75815296173,115606.06939935684,102152.91712185979
2019-11-06,98879.08435821533,114838.4918346405,102396.78860190089
2019-11-07,98849.57587337494,114537.99790620804,103248.0588648076
2019-11-08,100026.23173427582,115069.62259721756,102774.91344470608
2019-11-11,100589.21610927582,115740.32275056839,102540.36648474622
2019-11-12,100154.71015834808,115781.64816713333,103201.83079250909
2019-11-13,100654.81981754303,116026.7967839241,102786.65065590678
2019-11-14,100699.06543493271,115840.66421699524,102399.4364924691
2019-11-15,99907.69683027267,115719.10393810272,102877.39212065155
2019-11-18,101590.72573423386,116335.66483306885,102607.4893725888
2019-11-19,101393.6727514267,116528.11939191818,102717.11507694474
2019-11-20,101621.45685338974,116426.48642063141,102227.8091785902
2019-11-21,102305.91951274872,117183.21268320084,102069.01161528683
