max_hold_h,tp_mode,tp_r,stop_atr,be,max_concurrent,n_trades,n_skipped,win_rate,profit_factor,sharpe,cagr,max_drawdown,final_equity,total_return
24,h4_level,,2.0,1.0,6.0,465,1346,0.3118279569892473,0.5847677124218931,-1.2909486729313358,-0.6862739990401072,-0.8148112815154878,20195.878230165734,-0.7980412176983427
24,h4_level,,2.0,1.0,8.0,593,1218,0.3069139966273187,0.5795443186123777,-1.2400896883425125,-0.7840014446749739,-0.8923078475369883,12007.923370367758,-0.8799207662963224
24,h4_level,,2.0,1.0,12.0,815,996,0.30920245398773005,0.5584423781304996,-1.0859978387653,-0.8890812462655502,-0.9590929279178084,4775.838085990635,-0.9522416191400936
24,h4_level,,2.0,1.0,,1811,0,0.3335173937051353,0.3394168136627247,-0.36567641719326943,-0.9971063206877324,-0.9997949433376093,25.494651872399835,-0.999745053481276
24,h4_level,,3.0,,1.0,82,1729,0.43902439024390244,0.7095894070704084,-1.0095330032922942,-0.10830613204044481,-0.15961963286962266,86123.69557253602,-0.1387630442746398
24,h4_level,,3.0,,2.0,143,1668,0.43356643356643354,0.706495679376084,-0.9892614706742259,-0.1880008965634229,-0.2634068397609034,76043.07948268871,-0.23956920517311286
24,h4_level,,3.0,,3.0,199,1612,0.4371859296482412,0.7057275491172172,-0.9663502761311682,-0.25728445363084007,-0.354837364955791,67577.26333793542,-0.3242273666206458
24,h4_level,,3.0,,4.0,256,1555,0.43359375,0.6878136201226216,-1.0062679759518913,-0.3394227901046396,-0.4582325537175731,57447.646561087364,-0.4255235343891264
24,h4_level,,3.0,,5.0,316,1495,0.4240506329113924,0.648362661724444,-1.1428189686210126,-0.4454020112762952,-0.5760354353887291,44859.86780319873,-0.5514013219680127
24,h4_level,,3.0,,6.0,375,1436,0.416,0.6448922632854447,-1.1708766042933592,-0.5235697708438022,-0.6599811891051778,36268.8398885965,-0.637311601114035
24,h4_level,,3.0,,8.0,482,1329,0.4004149377593361,0.6267899248449016,-1.2201110597636133,-0.6552727697844545,-0.7874755158063529,23033.269298560554,-0.7696673070143945
24,h4_level,,3.0,,12.0,675,1136,0.39555555555555555,0.5951873503971833,-1.2486082089534452,-0.8153569801534417,-0.9141764480695524,9632.062820418085,-0.9036793717958191
24,h4_level,,3.0,,,237,1574,0.3291139240506329,0.328642176978451,-0.4901894757188012,-1.0,-1.0044592746478596,-524.8443036199717,-1.0052484430361996
24,h4_level,,3.0,0.5,1.0,90,1721,0.36666666666666664,0.6933921127641459,-1.0449416808845668,-0.1108205690720161,-0.16274046895999084,85771.20220304174,-0.1422879779695826
24,h4_level,,3.0,0.5,2.0,161,1650,0.3416149068322981,0.6835195612896238,-1.0470083195520914,-0.1987374657891431,-0.2765391754104225,74587.13024301927,-0.25412869756980727
