max_hold_h,tp_mode,tp_r,stop_atr,be,max_concurrent,n_trades,n_skipped,win_rate,profit_factor,sharpe,cagr,max_drawdown,final_equity,total_return
24,atr,5.0,1.5,0.5,4.0,438,1373,0.14840182648401826,0.6218987558387621,-0.909359523662173,-0.6055092282573147,-0.7470206832171704,28109.911087805653,-0.7189008891219435
24,atr,5.0,1.5,0.5,5.0,530,1281,0.1490566037735849,0.5984437668160312,-0.892251873923656,-0.6882681878616761,-0.8221013380180546,19968.489117153233,-0.8003151088284677
24,atr,5.0,1.5,0.5,6.0,614,1197,0.15146579804560262,0.5889888284396888,-0.8043311964938465,-0.741306730346686,-0.8659675881363949,15230.289786484964,-0.8476971021351504
24,atr,5.0,1.5,0.5,8.0,771,1040,0.1556420233463035,0.5763902041879051,-0.6388800465277792,-0.8176827258925612,-0.9208815513401809,9065.807043453427,-0.9093419295654657
24,atr,5.0,1.5,0.5,12.0,1015,796,0.17044334975369457,0.5681086983655912,-0.37488475007549277,-0.8925373475947995,-0.9641945441098106,4207.101537202377,-0.9579289846279763
24,atr,5.0,1.5,0.5,,1811,0,0.20320265046935396,0.4129452119590613,0.4061342952325664,-0.9820246622610497,-0.9981791110598703,313.39515095287277,-0.9968660484904712
24,atr,5.0,1.5,1.0,1.0,117,1694,0.18803418803418803,0.6171336286860761,-1.352926005080389,-0.29987336281680843,-0.40670748433223247,62645.010139043945,-0.37354989860956056
24,atr,5.0,1.5,1.0,2.0,205,1606,0.1951219512195122,0.698664643943815,-0.8812708236090037,-0.36423131253788765,-0.493064973766976,54458.34623953659,-0.4554165376046341
24,atr,5.0,1.5,1.0,3.0,288,1523,0.2013888888888889,0.7089998576046813,-0.7325944276643742,-0.436577251826308,-0.5830191666064808,45694.679472017444,-0.5430532052798256
24,atr,5.0,1.5,1.0,4.0,373,1438,0.20107238605898123,0.6887166773336084,-0.7056287444826616,-0.537168308081615,-0.6906233647961673,34341.234789464244,-0.6565876521053575
24,atr,5.0,1.5,1.0,5.0,455,1356,0.2,0.6576669122932787,-0.7187975313198302,-0.6350494344846824,-0.7831221799811218,24319.021612615496,-0.756809783873845
24,atr,5.0,1.5,1.0,6.0,525,1286,0.2038095238095238,0.654745511237385,-0.6502206364254866,-0.6877145547508443,-0.8291623986489036,19393.027753718314,-0.8060697224628168
24,atr,5.0,1.5,1.0,8.0,662,1149,0.21148036253776434,0.6722393527883621,-0.48100289121386414,-0.7635988788975917,-0.8868783001221641,13299.356634706712,-0.8670064336529328
24,atr,5.0,1.5,1.0,12.0,895,916,0.2245810055865922,0.6632774205220632,-0.2381004680094547,-0.8651942661499981,-0.951504649512656,5882.136899375699,-0.941178631006243
24,atr,5.0,1.5,1.0,,1811,0,0.2501380452788515,0.3838339316245165,0.44784476745189156,-0.9950231901994543,-0.9996125592019284,48.823137515341095,-0.9995117686248466
24,atr,5.0,2.0,,1.0,84,1727,0.2976190476190476,0.8607719999372021,-0.29170676527659833,-0.07087960056353226,-0.21178927535747172,89872.8210783217,-0.10127178921678304
24,atr,5.0,2.0,,2.0,156,1655,0.3141025641025641,0.906187750129859,-0.10295812548297525,-0.08960817352090067,-0.3477371536960191,87253.73611819826,-0.12746263881801745
24,atr,5.0,2.0,,3.0,220,1591,0.33181818181818185,0.9388043988379594,0.061859318255179874,-0.0836534387905642,-0.4317768294057419,88083.85431914714,-0.11916145680852863
24,atr,5.0,2.0,,4.0,286,1525,0.3321678321678322,0.9086348563342665,0.033783805101146216,-0.16103253632031522,-0.5284766690631744,77490.57130060162,-0.22509428699398382
24,atr,5.0,2.0,,5.0,350,1461,0.3342857142857143,0.9008365662445948,0.06727467203145958,-0.213077040863774,-0.6083991810705918,70608.00377834031,-0.2939199622165969
24,atr,5.0,2.0,,6.0,412,1399,0.3325242718446602,0.8803064700730947,0.04929368887549756,-0.29613873791571554,-0.6746044507770257,60047.24916017379,-0.3995275083982621
24,atr,5.0,2.0,,8.0,532,1279,0.32894736842105265,0.8666862243683883,0.09589111152363565,-0.4195220229158718,-0.770313086895825,45386.5236041194,-0.546134763958806
24,atr,5.0,2.0,,12.0,738,1073,0.3265582655826558,0.8291699781050907,0.1359536842473869,-0.64740588922523,-0.887818929993543,22002.44337842068,-0.7799755662157932
24,atr,5.0,2.0,,,1811,0,0.35284373274434017,0.39861489345007034,0.6839898965395526,-0.9975845016746124,-0.999869161875772,15.8171720166162,-0.9998418282798338
24,atr,5.0,2.0,0.5,1.0,108,1703,0.14814814814814814,0.6333366347680242,-0.9825531882296807,-0.18646310843031433,-0.2829550919975107,74102.63095176267,-0.2589736904823734
24,atr,5.0,2.0,0.5,2.0,206,1605,0.16019417475728157,0.6822707206996512,-0.7469453831790701,-0.2803301755420977,-0.40654798760829547,61911.432130164714,-0.3808856786983529
24,atr,5.0,2.0,0.5,3.0,297,1514,0.16498316498316498,0.6756348555384711,-0.6942532340095625,-0.3792793363231536,-0.5244674146143894,49776.78510624437,-0.5022321489375563
24,atr,5.0,2.0,0.5,4.0,382,1429,0.17277486910994763,0.6964564690529547,-0.5403866914914767,-0.4270887229978071,-0.5915100470228543,44306.878946081364,-0.5569312105391864
24,atr,5.0,2.0,0.5,5.0,460,1351,0.18043478260869567,0.7028267823824501,-0.4494365864448612,-0.4784983534249083,-0.6578062316052502,38651.64609869659,-0.6134835390130341
24,atr,5.0,2.0,0.5,6.0,533,1278,0.18574108818011256,0.6993237404308978,-0.37946228420912326,-0.5307091239198383,-0.7131917322592116,33161.123290838696,-0.6683887670916131
24,atr,5.0,2.0,0.5,8.0,672,1139,0.19196428571428573,0.6967814073870597,-0.29422600812438193,-0.6394667648785857,-0.7938563051519274,22611.858252287773,-0.7738814174771222
24,atr,5.0,2.0,0.5,12.0,910,901,0.1967032967032967,0.6653940353053357,-0.13279723996430295,-0.7814263563181281,-0.9030840402425433,10931.125129997947,-0.8906887487000206
24,atr,5.0,2.0,0.5,,1811,0,0.23136388735505245,0.5384337352731774,0.5833660749706625,-0.9560691396317603,-0.9947852437124959,1063.175672315062,-0.9893682432768494
24,atr,5.0,2.0,1.0,1.0,88,1723,0.22727272727272727,0.718987234626646,-0.7313304974153564,-0.1422063870544088,-0.22561097721669632,80028.82849871393,-0.19971171501286067
24,atr,5.0,2.0,1.0,2.0,164,1647,0.24390243902439024,0.8132920581356358,-0.3875779074014873,-0.17040212281501066,-0.3545125497439655,76236.84133941078,-0.23763158660589223
24,atr,5.0,2.0,1.0,3.0,234,1577,0.24786324786324787,0.8260888184005233,-0.28259020127573065,-0.22019660051485734,-0.45423930759779074,69682.10340710374,-0.30317896592896254
24,atr,5.0,2.0,1.0,4.0,310,1501,0.24193548387096775,0.7975033678917037,-0.3120699541498602,-0.3167553548487836,-0.5520980010305108,57509.77613321203,-0.4249022386678797
24,atr,5.0,2.0,1.0,5.0,376,1435,0.25,0.7993905878519802,-0.24635910574598247,-0.3706977638389152,-0.6184004585118597,51034.87345256523,-0.4896512654743477
24,atr,5.0,2.0,1.0,6.0,443,1368,0.24830699774266365,0.7766282372016072,-0.2572730228884816,-0.45770553311960205,-0.6816914215463266,41115.75105519493,-0.5888424894480506
24,atr,5.0,2.0,1.0,8.0,571,1240,0.25569176882662,0.7837985473906913,-0.1376005705274499,-0.5490126608333814,-0.7756265864475007,31456.825200428797,-0.685431747995712
24,atr,5.0,2.0,1.0,12.0,785,1026,0.26369426751592356,0.7626566848631878,-0.009245638090294168,-0.7135060252454766,-0.8892721068933201,16275.145593518662,-0.8372485440648134
24,atr,5.0,2.0,1.0,,1811,0,0.28934290447266703,0.44260930109946484,0.6332017705718608,-0.9866666825643072,-0.9984357669563921,189.1019400561007,-0.998108980599439
24,atr,5.0,3.0,,1.0,70,1741,0.38571428571428573,1.0458931349377114,0.18338955499257548,0.016134435343779563,-0.12069381892330489,102351.86152201216,0.023518615220121664
24,atr,5.0,3.0,,2.0,128,1683,0.3984375,1.0643967013116016,0.28417513518661697,0.0415394050778779,-0.21465490241742535,106089.36695662684,0.060893669566268294
24,atr,5.0,3.0,,3.0,181,1630,0.4088397790055249,1.0743355232619847,0.3584534949655892,0.06839990503245685,-0.29182410438411355,110086.09915412954,0.10086099154129546
24,atr,5.0,3.0,,4.0,235,1576,0.4127659574468085,1.0650736523539073,0.3916417520367568,0.0800523203009551,-0.373751097937289,111834.18628436817,0.11834186284368164
24,atr,5.0,3.0,,5.0,291,1520,0.40893470790378006,1.0302576077044883,0.3625522939088194,0.047407042440249514,-0.45762847785408467,106958.51238848771,0.06958512388487703
24,atr,5.0,3.0,,6.0,348,1463,0.40229885057471265,0.9982781045399047,0.3318856726475673,-0.0033889041874844983,-0.53943085677801,99508.17953295536,-0.004918204670446458
24,atr,5.0,3.0,,8.0,450,1361,0.39111111111111113,0.9670911815245078,0.33522583149858276,-0.08875007546313851,-0.6514891732059479,87373.20800172561,-0.1262679199827439
24,atr,5.0,3.0,,12.0,642,1169,0.37850467289719625,0.8823773174388274,0.2332083517894591,-0.4130092633693201,-0.8101148877517903,46127.97940159685,-0.5387202059840315
24,atr,5.0,3.0,,,237,1574,0.3291139240506329,0.32043308977249385,-0.3807084815380553,-1.0,-1.0045039241333422,-519.1020270829014,-1.005191020270829
24,atr,5.0,3.0,0.5,1.0,79,1732,0.24050632911392406,0.9032298003950311,-0.1793083811334632,-0.03338837571893449,-0.1318123758814589,95187.58432830583,-0.0481241567169417
24,atr,5.0,3.0,0.5,2.0,148,1663,0.22972972972972974,0.8749600328796938,-0.20653022563928405,-0.07987776235012822,-0.2326653891208802,88611.46810474522,-0.11388531895254783
24,atr,5.0,3.0,0.5,3.0,214,1597,0.21962616822429906,0.8486904192523566,-0.22324803705691593,-0.13295079641637597,-0.33440191956586507,81286.0300422747,-0.18713969957725307
24,atr,5.0,3.0,0.5,4.0,284,1527,0.22535211267605634,0.8398266284523781,-0.19403583354086526,-0.1816151575569428,-0.4185495280775613,74744.84453117216,-0.2525515546882784
24,atr,5.0,3.0,0.5,5.0,349,1462,0.22922636103151864,0.8152240055400009,-0.23263137305526557,-0.2503819674875225,-0.4831737885168099,65799.11261367735,-0.3420088738632264
24,atr,5.0,3.0,0.5,6.0,415,1396,0.23373493975903614,0.7988970966718835,-0.2465665966545122,-0.32423712537485727,-0.5604270464670009,56597.40574670851,-0.43402594253291493
24,atr,5.0,3.0,0.5,8.0,535,1276,0.23925233644859814,0.7898994498380162,-0.1759318747596223,-0.41952686338764167,-0.6626143311724175,45385.97392582427,-0.5461402607417574
24,atr,5.0,3.0,0.5,12.0,738,1073,0.24932249322493225,0.7757195795726668,-0.05477905202525794,-0.576466712279379,-0.8140824471438219,28714.323163220415,-0.7128567683677958
24,atr,5.0,3.0,0.5,,1811,0,0.2860298177802319,0.7232510152290371,0.616523220856098,-0.9275758742516216,-0.9861737600329147,2208.5954106744553,-0.9779140458932555
24,atr,5.0,3.0,1.0,1.0,71,1740,0.3380281690140845,0.8972269422127924,-0.21004993542523506,-0.03640467371914069,-0.13836445644043127,94756.48607431249,-0.05243513925687515
24,atr,5.0,3.0,1.0,2.0,132,1679,0.3333333333333333,0.8728235678076366,-0.2320052307352175,-0.08112289929525629,-0.24409848457841732,88437.3639705766,-0.11562636029423401
24,atr,5.0,3.0,1.0,3.0,186,1625,0.34408602150537637,0.9172256975515329,-0.053661277629787736,-0.07462084128491875,-0.32984049369787605,89347.70350340832,-0.10652296496591673
24,atr,5.0,3.0,1.0,4.0,243,1568,0.3497942386831276,0.9394056509136512,0.05956236649625375,-0.07149479623142896,-0.40087977022689514,89786.40687380372,-0.10213593126196285
24,atr,5.0,3.0,1.0,5.0,301,1510,0.34551495016611294,0.9171608414419613,0.049372109202247376,-0.12067447012357091,-0.4813690562515188,82962.92635916205,-0.1703707364083794
24,atr,5.0,3.0,1.0,6.0,360,1451,0.3416666666666667,0.8987903572101,0.03542500308247738,-0.1809439093955183,-0.5603721038273934,74833.90149237325,-0.25166098507626755
24,atr,5.0,3.0,1.0,8.0,465,1346,0.33978494623655914,0.897899694483174,0.11879403695363812,-0.2434003588689183,-0.6610512372150172,66691.03783986998,-0.3330896216013002
24,atr,5.0,3.0,1.0,12.0,657,1154,0.3394216133942161,0.852184740458166,0.13206677839474268,-0.4719646433080501,-0.8151083838002166,39554.96720361302,-0.6044503279638698
24,atr,5.0,3.0,1.0,,1811,0,0.37106570955273327,0.36537971089736737,0.6585533219597768,-0.9918674290513555,-0.9991998100514503,92.22629246094299,-0.9990777370753906
48,h4_level,,0.5,,1.0,177,1634,0.1638418079096045,0.4537607908722889,-2.0876326998316777,-0.6508910502118652,-0.7847793597776468,22770.140612403164,-0.7722985938759683
48,h4_level,,0.5,,2.0,288,1523,0.18055555555555555,0.5256237829238106,-1.6372770626071196,-0.7602375820444157,-0.8752947952241357,13580.758271788907,-0.8641924172821109
48,h4_level,,0.5,,3.0,384,1427,0.1953125,0.5425629843903124,-1.432394044755543,-0.8323804732752571,-0.9258514742154716,8360.630723849474,-0.9163936927615053
48,h4_level,,0.5,,4.0,477,1334,0.19916142557651992,0.5399892473690591,-1.2915571367111098,-0.889385868188806,-0.9594559216252418,4656.706372762743,-0.9534329362723726
48,h4_level,,0.5,,5.0,569,1242,0.19859402460456943,0.5606300487049052,-1.0606899551973412,-0.9204316177783366,-0.9748733168277149,2882.3182995148895,-0.9711768170048511
48,h4_level,,0.5,,6.0,647,1164,0.2009273570324575,0.5493175529660548,-0.9783544475775683,-0.9443605973336211,-0.9850549950546665,1711.3252461277932,-0.9828867475387221
48,h4_level,,0.5,,8.0,818,993,0.19682151589242053,0.5143443119566786,-0.7029883266010621,-0.9750976453948269,-0.9953504726557245,542.7937409972072,-0.994572062590028
48,h4_level,,0.5,,12.0,1058,753,0.20321361058601134,0.4420502956783142,-0.451018408629093,-0.9934108354457523,-0.9993257989354613,84.06334566146893,-0.9991593665433853
48,h4_level,,0.5,,,233,1578,0.09871244635193133,0.3073586890809828,-1.545169741203767,-1.0,-1.029026300005656,-3870.8967763427654,-1.0387089677634276
48,h4_level,,0.5,0.5,1.0,245,1566,0.11836734693877551,0.38688804741577815,-2.1194416751567147,-0.7488038294561872,-0.8665652295805244,14117.272775957605,-0.858827272240424
48,h4_level,,0.5,0.5,2.0,387,1424,0.12919896640826872,0.42908977622996497,-1.822337053188045,-0.8424885701366926,-0.9322561261027058,7255.609248941524,-0.9274439075105847
48,h4_level,,0.5,0.5,3.0,514,1297,0.13618677042801555,0.43156466598503096,-1.6200883229758192,-0.8962602991733749,-0.9630634837561384,3998.411548440778,-0.9600158845155922
48,h4_level,,0.5,0.5,4.0,637,1174,0.13971742543171115,0.4329418968522897,-1.381953574729533,-0.9300447851217116,-0.9791590557577976,2299.821695345447,-0.9770017830465455
48,h4_level,,0.5,0.5,5.0,741,1070,0.1417004048582996,0.4415023700755275,-1.2167122588510089,-0.9510588453246154,-0.987595294282672,1372.0568008110058,-0.9862794319918899
48,h4_level,,0.5,0.5,6.0,849,962,0.1413427561837456,0.411940403151696,-1.1627214823966159,-0.9693448841562924,-0.9937121175750514,697.042388353608,-0.9930295761164639
48,h4_level,,0.5,0.5,8.0,1016,795,0.1437007874015748,0.4043295332497134,-0.9307405037702817,-0.984706781454959,-0.9977097681074202,257.9452438409561,-0.9974205475615905
48,h4_level,,0.5,0.5,12.0,1250,561,0.1552,0.37749321927282736,-0.6366475406444575,-0.9937303458996345,-0.9993727549869986,75.33463335531273,-0.9992466536664468
48,h4_level,,0.5,0.5,,1811,0,0.17835450027609057,0.30775206101437524,-0.03699001170295685,-0.9993353406786777,-0.999975907485069,3.0115450695944945,-0.999969884549304
48,h4_level,,0.5,1.0,1.0,218,1593,0.13302752293577982,0.4272328849627154,-2.0015044302395273,-0.7005856284778746,-0.8278024200834797,18218.34143678688,-0.8178165856321312
48,h4_level,,0.5,1.0,2.0,353,1458,0.141643059490085,0.4642732231533065,-1.6606414431006804,-0.8086022223506388,-0.9100963135745828,9629.003793481761,-0.9037099620651824
48,h4_level,,0.5,1.0,3.0,461,1350,0.15184381778741865,0.47419418047276735,-1.459121264129507,-0.866383133432338,-0.9466546879415024,5774.678650841115,-0.9422532134915889
48,h4_level,,0.5,1.0,4.0,578,1233,0.15397923875432526,0.45485415729121514,-1.3339868368835952,-0.918066624184587,-0.9737813747888833,2893.254853614315,-0.9710674514638569
48,h4_level,,0.5,1.0,5.0,669,1142,0.15695067264573992,0.4646668025183457,-1.1301300471346487,-0.9390075863202162,-0.9829220231199219,1888.9568891321896,-0.9811104311086781
48,h4_level,,0.5,1.0,6.0,754,1057,0.15915119363395225,0.44817870938355087,-1.097121100141721,-0.959850820243003,-0.9906956661523907,1031.4307184632135,-0.9896856928153679
48,h4_level,,0.5,1.0,8.0,925,886,0.1589189189189189,0.4246651518270292,-0.8625638374390765,-0.9816234777460731,-0.9970096102388856,336.80293188182907,-0.9966319706811817
48,h4_level,,0.5,1.0,12.0,1157,654,0.17026793431287812,0.3981945703597492,-0.5293362765876983,-0.9931293733610969,-0.9992835706330112,86.0460307668573,-0.9991395396923314
48,h4_level,,0.5,1.0,,1811,0,0.19878520154610713,0.2978715540354884,0.12238629381829018,-0.9997229182107802,-0.9999932393216017,0.8450793848546115,-0.9999915492061514
48,h4_level,,1.0,,1.0,139,1672,0.2158273381294964,0.4910348587916159,-1.8750666004004395,-0.4556779220952213,-0.5885779435529159,42835.87359705653,-0.5716412640294346
48,h4_level,,1.0,,2.0,229,1582,0.24017467248908297,0.5832528409577824,-1.4253774771630447,-0.5581089886003352,-0.6960599972367908,32355.71741072983,-0.6764428258927018
48,h4_level,,1.0,,3.0,308,1503,0.2532467532467532,0.5957231739857295,-1.2982410989564777,-0.6513725798992365,-0.7845929176043301,23504.855083215236,-0.7649514491678476
48,h4_level,,1.0,,4.0,386,1425,0.25647668393782386,0.6020947168892768,-1.2113210838930006,-0.7319500315021611,-0.852946007685312,16281.339852982092,-0.8371866014701791
48,h4_level,,1.0,,5.0,466,1345,0.24892703862660945,0.5855841950550612,-1.2009322455718041,-0.8068286301875705,-0.9086218791467592,10124.646308607948,-0.8987535369139206
48,h4_level,,1.0,,6.0,540,1271,0.24814814814814815,0.584803448833783,-1.0762364833606846,-0.851218401644162,-0.9374609030411692,6937.558480284637,-0.9306244151971537
48,h4_level,,1.0,,8.0,673,1138,0.2451708766716196,0.5716418786908117,-0.8963482177553167,-0.9090186450220138,-0.9693854659649891,3450.5295485528495,-0.9654947045144715
48,h4_level,,1.0,,12.0,898,913,0.2505567928730512,0.5254647872683683,-0.570044160461765,-0.960521647575775,-0.9908944971634406,1077.197529343675,-0.9892280247065632
48,h4_level,,1.0,,,231,1580,0.1038961038961039,0.23461197932871766,-1.4139678362465289,-1.0,-1.087124857816368,-10837.061254378892,-1.1083706125437889
48,h4_level,,1.0,0.5,1.0,178,1633,0.15730337078651685,0.4523611104512806,-1.8083896511529363,-0.5043959432307665,-0.6409581899075039,37382.2194317836,-0.6261778056821641
48,h4_level,,1.0,0.5,2.0,301,1510,0.16279069767441862,0.5014652347658448,-1.5556565897395638,-0.6383760794522435,-0.7728323648326294,23909.13358012699,-0.7609086641987302
48,h4_level,,1.0,0.5,3.0,411,1400,0.170316301703163,0.5104191049889505,-1.3255323590863692,-0.7155758768111006,-0.8397210095167709,17031.759468369404,-0.829682405316306
48,h4_level,,1.0,0.5,4.0,512,1299,0.173828125,0.5210947451597718,-1.1666218961260784,-0.7792874351921981,-0.8891049209830469,11961.326506251866,-0.8803867349374813
48,h4_level,,1.0,0.5,5.0,613,1198,0.17128874388254486,0.49593960156405104,-1.185666095250881,-0.8451537748076978,-0.9337245854898756,7165.085052610917,-0.9283491494738908
48,h4_level,,1.0,0.5,6.0,691,1120,0.17510853835021709,0.49995422252100935,-1.0611268780186582,-0.8727461315756613,-0.9501613164149832,5402.886297662049,-0.9459711370233795
48,h4_level,,1.0,0.5,8.0,851,960,0.17391304347826086,0.46994741255143613,-0.9196348486536732,-0.9222413587225192,-0.975629196670802,2674.832548577644,-0.9732516745142236
48,h4_level,,1.0,0.5,12.0,1091,720,0.18056828597616864,0.42648350049722983,-0.7330969424517366,-0.9641176187939854,-0.9920738475777845,911.4059366633722,-0.9908859406333663
48,h4_level,,1.0,0.5,,1811,0,0.21755935946990612,0.2733482227664423,0.08159932951930848,-0.9958832183822109,-0.9996585284022816,40.445498014074715,-0.9995955450198593
48,h4_level,,1.0,1.0,1.0,151,1660,0.18543046357615894,0.46566858656606036,-1.8194924481157124,-0.47158393313015323,-0.6059230824896764,41029.95637075438,-0.5897004362924563
48,h4_level,,1.0,1.0,2.0,258,1553,0.20155038759689922,0.5501222404107327,-1.425711376484114,-0.5869874970936577,-0.7244771494217825,29330.58963104889,-0.7066941036895111
48,h4_level,,1.0,1.0,3.0,349,1462,0.20630372492836677,0.5532126215804171,-1.3158227972190548,-0.6763958471038407,-0.8066789479343122,21094.86495431057,-0.7890513504568943
48,h4_level,,1.0,1.0,4.0,441,1370,0.20634920634920634,0.5411351805141311,-1.2874492341761465,-0.7670196002553844,-0.880041207586694,13281.447425479306,-0.8671855257452069
48,h4_level,,1.0,1.0,5.0,531,1280,0.2015065913370998,0.5156958186042121,-1.251763450312467,-0.8293016898426339,-0.9236463674234567,8459.941143421875,-0.9154005885657812
48,h4_level,,1.0,1.0,6.0,609,1202,0.2019704433497537,0.5111963567909545,-1.1450659658943763,-0.8689799445680195,-0.9480047632056078,5767.911810348071,-0.9423208818965193
48,h4_level,,1.0,1.0,8.0,758,1053,0.19788918205804748,0.4886153361171463,-0.9498446296145959,-0.9189046974502495,-0.9740957220602676,2919.6419048140087,-0.9708035809518599
48,h4_level,,1.0,1.0,12.0,985,826,0.20710659898477157,0.45785389586104974,-0.6164762712418795,-0.9598868827073722,-0.9906810893286309,1102.4440639421346,-0.9889755593605787
48,h4_level,,1.0,1.0,,1811,0,0.2484815019326339,0.27331394845143353,0.18097488742801865,-0.99877994356868,-0.9999416233661163,7.261201602830743,-0.9999273879839717
48,h4_level,,1.5,,1.0,109,1702,0.28440366972477066,0.5753863291878574,-1.5349720796240731,-0.2902492533233959,-0.39432375154079113,62504.542994908545,-0.3749545700509146
48,h4_level,,1.5,,2.0,190,1621,0.29473684210526313,0.6461576881477898,-1.18838203804794,-0.3909588082186112,-0.5150282075114998,50957.755955444,-0.49042244044555994
48,h4_level,,1.5,,3.0,264,1547,0.29924242424242425,0.6306714709954638,-1.2110045900452397,-0.5105445216164388,-0.6469494342420632,37815.1854223063,-0.621848145776937
48,h4_level,,1.5,,4.0,337,1474,0.29673590504451036,0.6160134261948955,-1.2109669098974494,-0.6145590167136901,-0.7504574058150224,27050.583709436414,-0.7294941629056358
48,h4_level,,1.5,,5.0,409,1402,0.2885085574572127,0.6050354239413707,-1.1722243453627408,-0.6937376195770153,-0.8213085511265661,19574.965969602265,-0.8042503403039774
48,h4_level,,1.5,,6.0,475,1336,0.2863157894736842,0.6044563055969486,-1.114027149529959,-0.7525684954251701,-0.8689137474356289,14555.714426611457,-0.8544428557338855
48,h4_level,,1.5,,8.0,596,1215,0.2802013422818792,0.58983103824627,-1.0217986495313167,-0.838141180986501,-0.9292288451168838,7950.214948610236,-0.9204978505138977
48,h4_level,,1.5,,12.0,803,1008,0.2851805728518057,0.5538166990724266,-0.8000142890349736,-0.9249581738701111,-0.9768258597482012,2718.1497683540388,-0.9728185023164596
48,h4_level,,1.5,,,233,1578,0.11158798283261803,0.21082759048889066,-1.409436540665417,-1.0,-1.0879465391127743,-10920.481799098518,-1.1092048179909852
48,h4_level,,1.5,0.5,1.0,142,1669,0.19718309859154928,0.4904361409605671,-1.7057248830066645,-0.35878895974226155,-0.4773830695428575,53932.992226003655,-0.4606700777399635
48,h4_level,,1.5,0.5,2.0,242,1569,0.21074380165289255,0.5618770791100116,-1.3598042224710933,-0.4590167611543283,-0.5917061802145988,42509.49379559255,-0.5749050620440745
48,h4_level,,1.5,0.5,3.0,334,1477,0.2155688622754491,0.5528905104429912,-1.2985666191690914,-0.5620447486337219,-0.6995923828551602,31542.717492901447,-0.6845728250709855
48,h4_level,,1.5,0.5,4.0,418,1393,0.21770334928229665,0.5552765715065447,-1.1893149288170777,-0.6320691924971286,-0.7667516439839808,24792.09956880106,-0.7520790043119894
48,h4_level,,1.5,0.5,5.0,510,1301,0.21176470588235294,0.5340990524088358,-1.2219317332430841,-0.7158350716163875,-0.8397242835971594,17219.394660309223,-0.8278060533969078
48,h4_level,,1.5,0.5,6.0,595,1216,0.21008403361344538,0.524450969307289,-1.1490298826711802,-0.7694299041815893,-0.8816852898497751,12887.916276645681,-0.8711208372335432
48,h4_level,,1.5,0.5,8.0,746,1065,0.2037533512064343,0.4939959014955042,-1.0633399383012883,-0.8541524336233066,-0.939164838751838,6717.765979217315,-0.9328223402078268
48,h4_level,,1.5,0.5,12.0,972,839,0.21193415637860083,0.46539395895803604,-0.8319372315007026,-0.9228061974851343,-0.975854429253005,2771.959442306477,-0.9722804055769352
48,h4_level,,1.5,0.5,,1811,0,0.2523467697404749,0.2621932252597373,0.06309359608853313,-0.9927268936641005,-0.9992185623628821,93.42547544193506,-0.9990657452455807
48,h4_level,,1.5,1.0,1.0,120,1691,0.24166666666666667,0.5209143457712162,-1.68894897230938,-0.3286067445137051,-0.44127743453433943,57659.01949137757,-0.4234098050862243
48,h4_level,,1.5,1.0,2.0,209,1602,0.2535885167464115,0.602137185325046,-1.2978231128199085,-0.4238454690368826,-0.5525928329277445,47010.70368525644,-0.5298929631474356
48,h4_level,,1.5,1.0,3.0,292,1519,0.2534246575342466,0.6112788822890557,-1.1602451305814427,-0.5158400762804365,-0.6524835659312828,37222.42552818172,-0.6277757447181829
48,h4_level,,1.5,1.0,4.0,369,1442,0.25474254742547425,0.5896568259435249,-1.192899927517727,-0.621109251008656,-0.7565928545999063,26385.496967461462,-0.7361450303253854
48,h4_level,,1.5,1.0,5.0,449,1362,0.24721603563474387,0.5580247174209613,-1.2092012909219483,-0.7107594724786805,-0.8355497255361373,18014.89968667689,-0.8198510031332311
48,h4_level,,1.5,1.0,6.0,518,1293,0.2471042471042471,0.5497181651357735,-1.1659220603274612,-0.7668917652110436,-0.8797889788445463,13348.137280916599,-0.8665186271908341
48,h4_level,,1.5,1.0,8.0,646,1165,0.24148606811145512,0.5332563073389813,-1.0730455498375193,-0.8469270635330263,-0.9347390276260785,7331.217909116935,-0.9266878209088306
48,h4_level,,1.5,1.0,12.0,862,949,0.2470997679814385,0.507111669971601,-0.8267548335121072,-0.9224732869907225,-0.9757030430909533,2849.847592033424,-0.9715015240796657
48,h4_level,,1.5,1.0,,1811,0,0.28768636112644946,0.25312946310323897,0.08928138098387274,-0.9982800417130361,-0.9999037478510523,11.951804486132971,-0.9998804819551387
48,h4_level,,2.0,,1.0,91,1720,0.3516483516483517,0.6566476175178488,-1.202428230781577,-0.1797775533529007,-0.2521561283638296,76740.95025679332,-0.23259049743206672
48,h4_level,,2.0,,2.0,164,1647,0.34146341463414637,0.6724187314842944,-1.1233091825612085,-0.2976504351713297,-0.4030307896766847,62193.85299215387,-0.37806147007846125
48,h4_level,,2.0,,3.0,230,1581,0.34347826086956523,0.683986912120939,-1.0211310807039566,-0.38530937677432875,-0.5081147211049595,52056.48121313177,-0.47943518786868233
48,h4_level,,2.0,,4.0,295,1516,0.3389830508474576,0.6628012844666897,-1.0857057011477516,-0.49351497986017867,-0.6286930010978597,39697.62530423777,-0.6030237469576223
48,h4_level,,2.0,,5.0,357,1454,0.33613445378151263,0.6499960409213825,-1.0965536061621333,-0.5814796224002431,-0.7185486225878764,30357.031429188257,-0.6964296857081174
48,h4_level,,2.0,,6.0,417,1394,0.328537170263789,0.6378737073564115,-1.133493667351413,-0.6584042011868136,-0.7904452827834155,22853.128344407756,-0.7714687165559224
