mode,mtd,max_hold_h,tp_mode,tp_r,stop_atr,be,sharpe,calmar,cagr,max_drawdown,n_trades,win_rate,profit_factor,avg_return_pct,avg_hold_bars,exit_reason_counts
sweep,0.5,24,h4_level,,3.0,,-0.2059244674144255,-0.20000424062127972,-0.026760228195837676,-0.13379830403951187,108,0.5092592592592593,0.9433938317843521,-0.0002888705583891348,40.26851851851852,"{'target': 47, 'stop': 41, 'max_hold': 20}"
sweep,0.5,24,h4_level,,3.0,0.5,-0.06056766118367783,-0.1071053117264845,-0.011393723679096857,-0.1063786986418851,115,0.4608695652173913,0.982793200275217,-7.717826592967922e-05,37.17391304347826,"{'target': 46, 'stop': 37, 'breakeven': 18, 'max_hold': 14}"
sweep,0.5,24,h4_level,,3.0,1.0,-0.0523148624675852,-0.09416985745119599,-0.010960793107928968,-0.11639385897562238,110,0.509090909090909,0.9855314034876688,-7.081892482411093e-05,39.77272727272727,"{'target': 46, 'stop': 40, 'max_hold': 19, 'breakeven': 5}"
sweep,0.5,24,atr,2.0,0.5,,-0.49377922480315334,-0.3503766418748636,-0.04213001130160143,-0.12024206601263132,146,0.3424657534246575,0.8968794361098039,-0.0003935066015742238,19.84931506849315,"{'stop': 94, 'target': 46, 'max_hold': 6}"
sweep,0.5,24,atr,2.0,0.5,0.5,-1.4047023520129378,-0.5739628804048685,-0.09835729012435668,-0.171365245876138,187,0.24598930481283424,0.732798667514069,-0.0007832486979318065,11.786096256684491,"{'stop': 81, 'breakeven': 60, 'target': 46}"
sweep,0.5,24,atr,2.0,0.5,1.0,-1.3050812562585812,-0.5623444682205285,-0.09350088189500394,-0.16626976378175506,162,0.2716049382716049,0.74725007412071,-0.0008545955478609997,16.179012345679013,"{'stop': 85, 'target': 41, 'breakeven': 32, 'max_hold': 4}"
sweep,0.5,24,atr,2.0,1.0,,-0.16759290814713004,-0.19817639706569187,-0.018635577311544638,-0.09403530181935482,130,0.36153846153846153,0.9626356684488275,-0.00016293106062258432,26.723076923076924,"{'stop': 80, 'target': 38, 'max_hold': 12}"
sweep,0.5,24,atr,2.0,1.0,0.5,-0.88527435450479,-0.45977443891154535,-0.07281693788430121,-0.15837535043636963,158,0.23417721518987342,0.8078694931647866,-0.0006630847955425334,18.037974683544302,"{'stop': 64, 'breakeven': 57, 'target': 36, 'max_hold': 1}"
sweep,0.5,24,atr,2.0,1.0,1.0,-0.8141823146890841,-0.4280706716688977,-0.06945770779945759,-0.1622575719300421,140,0.29285714285714287,0.824196464646998,-0.0007087036451090343,23.385714285714286,"{'stop': 75, 'target': 34, 'breakeven': 23, 'max_hold': 8}"
sweep,0.5,24,atr,2.0,1.5,,-0.39896262441675107,-0.36414335063341347,-0.04388374515930582,-0.12051227925203556,116,0.3620689655172414,0.9055450377518609,-0.00049777844599645,33.6551724137931,"{'stop': 68, 'target': 33, 'max_hold': 15}"
sweep,0.5,24,atr,2.0,1.5,0.5,-1.0116765075911982,-0.5559119223615596,-0.09473912633660442,-0.17042110903854124,140,0.2357142857142857,0.7662657112684468,-0.000987262571966345,24.97142857142857,"{'stop': 56, 'breakeven': 50, 'target': 31, 'max_hold': 3}"
sweep,0.5,24,atr,2.0,1.5,1.0,-0.8281104138198804,-0.4632388116451379,-0.08138648467159182,-0.175690124889487,124,0.3064516129032258,0.8093275526053704,-0.0009393842833859369,30.725806451612904,"{'stop': 65, 'target': 30, 'breakeven': 17, 'max_hold': 12}"
sweep,0.5,24,atr,2.0,2.0,,-0.1777906082875257,-0.22323591102759185,-0.02405014088391,-0.10773419372001225,109,0.3944954128440367,0.9542853444014132,-0.00024835701209334666,40.45871559633027,"{'stop': 59, 'target': 29, 'max_hold': 21}"
sweep,0.5,24,atr,2.0,2.0,0.5,-0.2917779286069595,-0.2777616864992044,-0.03372906328773306,-0.12143166220237389,128,0.2734375,0.9230562114200573,-0.00033017193563243306,31.8203125,"{'stop': 47, 'breakeven': 45, 'target': 27, 'max_hold': 9}"
sweep,0.5,24,atr,2.0,2.0,1.0,-0.39489868783405874,-0.32375027199542417,-0.045775311556250475,-0.14139080493775602,117,0.3418803418803419,0.9009206879706201,-0.000512334590711763,37.23076923076923,"{'stop': 58, 'target': 28, 'max_hold': 16, 'breakeven': 15}"
sweep,0.5,24,atr,2.0,3.0,,0.011801518087960641,-0.0519668869757674,-0.004974348973786458,-0.095721511586908,97,0.4536082474226804,1.0036197851868898,2.0736384268450043e-05,58.21649484536083,"{'stop': 41, 'max_hold': 38, 'target': 18}"
sweep,0.5,24,atr,2.0,3.0,0.5,-0.40712951222339,-0.3496878288719658,-0.04804615200175122,-0.1373972670331136,108,0.3425925925925926,0.8821245796891555,-0.0005851840227297276,49.425925925925924,"{'stop': 38, 'breakeven': 30, 'max_hold': 24, 'target': 16}"
sweep,0.5,24,atr,2.0,3.0,1.0,0.2703596985994222,0.29235830657411394,0.02441871491796932,-0.08352324653987242,100,0.45,1.0846383163187574,0.000441589136945672,55.85,"{'stop': 40, 'max_hold': 32, 'target': 18, 'breakeven': 10}"
sweep,0.5,24,atr,3.0,0.5,,0.26682162507236906,0.268588914096804,0.021339757542638838,-0.07945137130621716,144,0.3194444444444444,1.0660281943984347,0.00026176215852031283,23.756944444444443,"{'stop': 95, 'target': 36, 'max_hold': 13}"
