,BBfull,BBOU,Nasdaq-100
2018-08-16,71693.3646683693,114475.86566638947,113253.03571953498
2018-08-17,71740.55842447281,114786.38101959229,113302.94864188257
2018-08-20,72117.01385736465,114451.82824897766,113208.95696990167
2018-08-21,73047.21918725967,113721.73378753662,113605.3432623254
2018-08-22,73371.86685609818,114836.71205997467,114025.6886573484
2018-08-23,72136.01898622513,115413.45288658142,113860.4345903751
2018-08-24,71321.18183088303,116364.80149459839,114959.44125123057
2018-08-27,71814.02709245682,117669.5860004425,116091.77318656215
2018-08-28,71512.2517952919,117322.2770023346,116262.55396984708
2018-08-29,70665.14686155319,116687.45965862274,117643.68562537832
2018-08-30,71362.21163320541,117760.51467227936,117374.7662581446
2018-08-31,71178.45411348343,117491.15776157379,117557.21538685815
2018-09-04,70809.0075802803,117351.40985584259,117062.23307534991
2018-09-05,72466.51919794083,117619.78366756439,115540.88630232234
2018-09-06,72374.31214570999,117610.07344722748,114464.45893972235
2018-09-07,73921.1573472023,118954.27564716339,114112.60883206762
2018-09-10,72499.56042909622,117377.75659656525,114380.1483949576
2018-09-11,71907.63921499252,117807.48822879791,115304.53481696294
2018-09-12,70717.11869764328,116542.37166690826,115000.29545810404
2018-09-13,70167.46140050888,114491.4441614151,116131.09011142219
2018-09-14,70462.71366739273,114146.57652759552,115882.4478688922
2018-09-17,71160.42487668991,115320.01420879364,114181.26159710553
2018-09-18,71370.2541384697,115132.07110500336,115097.6616515778
2018-09-19,71690.16166353226,115092.91090488434,115035.00053692386
2018-09-20,72423.21501207352,115080.00134372711,116243.81412715676
2018-09-21,71509.59581232071,115619.16854381561,115660.8317940516
2018-09-24,72486.92689180374,115985.87289714813,115932.36079123981
2018-09-25,72025.67784166336,114542.62025928497,116154.1268448134
2018-09-26,71002.81765794754,114126.83477687836,116152.58956279999
2018-09-27,70684.66639375687,114070.50175380707,117173.57728674074
2018-09-28,71701.78970193863,115030.23938083649,117144.09146782987
2018-10-01,71143.23285150528,112631.60183620453,117417.46520343414
2018-10-02,70662.02720117569,112209.7946100235,117153.76509610938
2018-10-03,70016.37189340591,112400.98092842102,117294.29516894506
2018-10-04,71799.87814569473,112010.987575531,115030.08873341761
2018-10-05,72256.0373673439,110869.01315402985,113632.67688641751
2018-10-08,70998.44399499893,110759.58216381073,112923.29997606338
2018-10-09,70128.7816414833,110471.55594158173,113212.03153392849
2018-10-10,67580.11879968643,106639.45787906647,108188.17891622968
2018-10-11,66197.34906244278,104964.67838382721,106952.3316593707
2018-10-12,69755.8106675148,107540.72267627716,109919.15846332989
2018-10-15,68342.81609869003,107332.96108150482,108559.37628044344
2018-10-16,73780.59532880783,111633.293009758,111750.12133279501
2018-10-17,73954.8320441246,111464.9850320816,111783.9040424068
2018-10-18,71890.55864477158,109519.10406398773,109287.64301222087
2018-10-19,70894.7575469017,109265.99735927582,109151.57480669241
2018-10-22,70933.18310976028,109657.23133563995,109673.43330715704
2018-10-23,70417.662712574,108895.2697725296,109327.26739348359
2018-10-24,67200.38718175888,104862.37493419647,104266.5575021462
2018-10-25,69372.23499727249,106543.61252117157,107756.47263218075
2018-10-26,68759.18529558182,106309.46548748016,105237.93976014202
2018-10-29,68316.12755537033,106165.40531253815,103110.88137702073
2018-10-30,70168.0693268776,107167.84653377533,104588.61433448736
2018-10-31,70682.7607293129,108805.82889270782,106999.48497303082
2018-11-01,71987.38531446457,108723.6613740921,108567.05519157383
2018-11-02,71983.07522058487,108334.21995067596,106971.68641486636
2018-11-05,72781.9286532402,108126.91789913177,106538.59282753705
2018-11-06,72937.18685007095,107529.59177684784,107333.51760720329
2018-11-07,74531.17669916153,107697.93361568451,110624.38846171614
2018-11-08,73364.57045125961,106419.13428211212,109940.35045830501
2018-11-09,74787.81459856033,106607.06032085419,108106.01306734704
2018-11-12,77082.03433084488,107274.18125247955,104880.10550103994
2018-11-13,76714.85651254654,107012.00061130524,104907.9040592044
2018-11-14,76602.50056886673,106129.70606327057,103970.46198849003
2018-11-15,75988.52829027176,104972.92586421967,105822.30939652758
2018-11-16,76223.87837839127,104482.37706851959,105462.47292133975
2018-11-19,76683.26483416557,105132.39887523651,102020.78345290637
2018-11-20,75707.09690880775,107443.70932102203,100239.89098345854
2018-11-21,76679.20789694786,107184.34198284149,100987.81992713433
2018-11-23,75845.87927007675,106625.52362346649,100245.88263384253
2018-11-26,77196.99902153015,106684.65946865082,102564.75631755417
2018-11-27,76516.52484965324,105855.71598339081,102913.38188244907
2018-11-28,79977.40852284431,106523.89800548553,106173.69457010996
2018-11-29,80918.95381116867,106423.41944408417,105852.25265057414
2018-11-30,80889.55497550964,105801.49386119843,106721.65686905597
2018-12-03,79903.52861166,106876.72544384003,108458.93552294286
2018-12-04,87112.01721143723,108934.44371318817,104359.62680491905
2018-12-06,88151.38372373581,109465.24767017365,105029.8442680828
2018-12-07,90595.7646689415,111234.33045482635,101565.5755013939
2018-12-10,91080.15300512314,111364.33308124542,102632.33673465102
2018-12-11,90773.85214185715,111280.18608951569,102962.52991325829
2018-12-12,91572.77237272263,111226.67746067047,103879.69485926896
2018-12-13,90778.15820074081,110982.73582553864,103941.28362598183
2018-12-14,88761.09820508957,110599.34994602203,101284.22289719319
2018-12-17,87088.07212400436,110871.73557949066,99033.22958804441
2018-12-18,87660.7509970665,110249.1511926651,99695.61066240807
2018-12-19,84867.38839483261,108901.87353992462,97414.20916514039
2018-12-20,82883.44669675827,108857.78411006927,95881.8014605529
2018-12-21,79340.6490111351,106618.78048801422,92861.99466915592
2018-12-24,77038.47263479233,102990.78824806213,90601.17025405797
2018-12-26,83607.60555791855,111631.36306095123,96182.50882024929
2018-12-27,85102.94490003586,113993.45567035675,96574.59072303546
2018-12-28,85488.83738851547,114312.56136608124,96528.05982111736
2018-12-31,86971.20189619064,115524.45002651215,97214.55747574994
2019-01-02,86946.6919836998,114361.14471912384,97689.11268382143
2019-01-03,82928.02474355698,111839.16671657562,94406.52815430773
2019-01-04,86676.53715276718,114549.10451030731,98638.22309996442
2019-01-07,86532.13532018661,115308.41262340546,99645.39028365778
2019-01-08,85381.28901815414,116507.98032093048,100622.14927923221
2019-01-09,85077.71997022629,115905.1988954544,101372.22291879011
2019-01-10,83414.58928632736,115723.45744037628,101683.21881957138
2019-01-11,83109.54035520554,115603.08781147003,101383.12637268034
2019-01-14,85319.20062017441,116841.7681646347,100456.13032072052
2019-01-15,85427.10829496384,116471.65862369537,102431.14776324718
2019-01-16,85512.13832807541,116712.00493717194,102414.56011537564
2019-01-17,83966.8772521019,116404.55996608734,103180.76396766938
2019-01-18,80732.45892572403,114929.35473632812,104196.83238916722
2019-01-22,83029.24963331223,115784.02817821503,102080.52748120317
2019-01-23,84931.10913228989,115862.5441827774,102264.04895785777
2019-01-24,84135.76794958115,114675.50087070465,102936.5685945733
2019-01-25,81304.88840055466,114108.7929239273,104239.2238780541
2019-01-28,81544.31578397751,114099.1286535263,102852.71548494423
2019-01-29,81123.36722898483,113467.74457645416,101865.21051314923
2019-01-30,78184.75793123245,112521.3123550415,104554.67414720592
2019-01-31,77557.13688611984,112093.5934972763,106074.01870414775
2019-02-01,76421.07617998123,111842.34767913818,105593.01441055657
2019-02-04,75280.78987932205,112015.44436836243,106889.82802238643
2019-02-05,74407.02745103836,111253.01843833923,107865.9721051555
2019-02-06,73857.50412416458,110738.6109008789,107468.206008388
2019-02-07,75637.89534425735,111716.97601890564,106045.45525444491
2019-02-08,76481.10487699509,110864.95017623901,106170.62000608313
2019-02-11,75647.54841184616,110449.40174293518,106109.96110751496
2019-02-12,72595.14899015427,109591.50647163391,107730.05387836005
2019-02-13,72534.86357069016,109428.72341918945,107748.6362433807
2019-02-14,71173.18605470657,110182.30248832703,107849.07700088127
2019-02-15,69313.33155679703,109330.52157211304,108352.20315759226
2019-02-19,69667.22837495804,109442.58069610596,108527.73826671379
2019-02-20,68750.0476346016,109560.4662475586,108462.16006570269
2019-02-21,68275.39610528946,109605.12186050415,108044.73925597352
2019-02-22,67193.13493967056,110031.65732002258,108896.63345737575
2019-02-25,67666.93622255325,110572.84687423706,109277.51194880567
2019-02-26,67217.54234170914,110617.30742263794,109397.14998413225
2019-02-27,68218.76506853104,110845.93238449097,109301.62103013792
2019-02-28,68591.39602136612,110891.72703170776,109002.60093118796
2019-03-01,68965.59165430069,111757.9524307251,109832.5382460767
2019-03-04,69114.80059480667,112019.85469055176,109821.17735705076
2019-03-05,71005.90645074844,112162.89932250977,109912.70937781024
2019-03-06,73222.97889566422,113033.72582244873,109232.05339482862
2019-03-07,73916.79274225235,113479.18461608887,107917.57228824952
2019-03-08,74637.88240098953,113809.49326705933,107745.71915702353
2019-03-11,74353.08567857742,114398.36856842041,110023.74613279838
2019-03-12,74562.05144739151,114222.84831619263,110595.97499074631
2019-03-13,74097.71955919266,114014.09657287598,111451.40869024773
2019-03-14,75269.40294504166,114066.50140285492,111236.85661373218
2019-03-15,76754.75707483292,113423.28434753418,112219.45728095756
2019-03-18,76827.92538309097,113002.66743564606,112515.70277334675
2019-03-19,77783.37501764297,113331.41888999939,112868.93268534521
2019-03-20,77934.33555650711,112575.48480415344,113352.24665142482
2019-03-21,73756.23748064041,111904.2688999176,115080.30911216789
2019-03-22,77061.10819101334,112796.30154800415,112512.32825185389
2019-03-25,76773.80523920059,113046.36060810089,112372.57056949324
2019-03-26,75330.4110531807,112722.36602020264,112897.65361271771
2019-03-27,75755.53027772903,112985.01371383667,112237.88216830854
2019-03-28,75736.28111696243,112840.52967834473,112426.48042507573
2019-03-29,75655.74834871292,113014.00695800781,113321.8384633059
2019-04-01,75662.05839395523,114659.1912765503,114852.24395180764
2019-04-02,75649.60990095139,114523.29588317871,115178.140239714
2019-04-03,74926.22677850723,113678.46990966797,115874.31152262609
2019-04-04,76257.15433168411,113618.13595581055,115806.73110552924
2019-04-05,75215.58495283127,112791.27068710327,116394.47526340764
2019-04-08,74544.29228830338,112619.68327331543,116715.45974780778
2019-04-09,75691.47263097763,114157.3285484314,116235.52780215765
2019-04-10,74591.61817598343,112547.58455657959,116895.91415937219
2019-04-11,73184.26559877396,112026.1259727478,116640.97281005554
2019-04-12,70574.86463308334,111140.94872665405,117151.77037896027
2019-04-15,70437.34492635727,111694.31771183014,117166.67076608539
2019-04-16,69273.453769207,115905.3180179596,117559.98249448228
2019-04-17,66650.73106145859,114291.82418823242,117959.13589453015
2019-04-18,66468.81081342697,114342.13948059082,118097.35629487739
2019-04-22,67045.245408535,115227.6704006195,118462.41202997413
2019-04-23,67219.9761004448,114982.0981798172,119955.49531076492
2019-04-24,66990.50151395798,114958.91186237335,119551.58758488047
2019-04-25,67323.96517515182,115816.8566455841,120050.86678708959
2019-04-26,66880.33178472519,115206.49223136902,120200.7630318021
2019-04-29,66723.82029294968,114327.39544200897,120390.58361524335
2019-04-30,67308.82628774643,113383.50545406342,119506.27900963643
2019-05-01,68492.4345946312,113111.60303592682,119051.53599219631
2019-05-02,68724.18176031113,113080.87560367584,118624.74151165366
2019-05-03,67143.91273164749,112774.65552043915,120493.32654629575
2019-05-06,67543.62018060684,112665.57056903839,119700.24650504558
2019-05-07,68344.76386022568,113024.01921749115,117336.06424608991
2019-05-08,68494.138484478,112339.05481052399,116988.9759632084
2019-05-09,68538.25470781326,111826.0103597641,116454.52674810712
2019-05-10,68650.51596403122,111755.95431232452,116512.57601672082
2019-05-13,64054.23736143112,108519.1695985794,112482.68495527333
2019-05-14,65658.15820932388,109133.87651729584,113676.7556360508
2019-05-15,66585.43739175797,109439.18973255157,115233.57987837323
2019-05-16,65341.62387895584,108590.16343212128,116414.4449317087
2019-05-17,64617.35405397415,107403.3598203659,115240.18644156258
2019-05-20,62689.18131685257,105284.97795391083,113290.05047084324
2019-05-21,63959.742262363434,106758.15137767792,114431.44112164895
2019-05-22,62775.003241062164,104175.08027172089,113965.17973751322
2019-05-23,61893.08659410477,103455.99355220795,112233.89273401033
2019-05-24,61005.866020679474,102240.67447376251,112126.84541332039
2019-05-28,61536.6318898201,103518.09108257294,111780.06458684157
2019-05-29,62528.584419727325,104838.24603939056,110835.25106139948
2019-05-30,62681.915644168854,104826.48652172089,111273.56390863776
2019-05-31,62373.134293079376,105121.04136180878,109469.9421622014
2019-06-03,61228.0090546608,105106.35436534882,107167.19119228893
2019-06-04,64184.0108962059,106900.5413351059,110065.6726876129
2019-06-05,64527.080422878265,106921.84777736664,110897.29726324807
2019-06-06,63387.592525959015,107002.58448123932,111742.4424216646
2019-06-07,63179.30722093582,106701.83711051941,113913.42207674953
2019-06-10,61662.32433080673,107107.6213798523,115213.31025260617
2019-06-11,62513.1199259758,107567.89567947388,115396.3742941251
2019-06-12,63152.63236570358,106402.69830513,114758.1023010937
2019-06-13,62951.66650533676,106306.72980880737,115347.69119738821
2019-06-14,63316.16518831253,106802.48556137085,114862.83994929519
2019-06-17,64098.84458589554,106263.07103538513,115590.95670233961
2019-06-18,63538.20100259781,105284.49184799194,117263.11459035108
2019-06-19,62523.91302728653,103590.49190330505,117759.7916615424
2019-06-20,60704.77305841446,102216.99723815918,118839.59354563523
2019-06-21,60788.76282167435,102331.99969863892,118697.2262333201
2019-06-24,62780.92303133011,103632.84907722473,118608.76877658749
2019-06-25,65982.96493196487,105023.50597381592,116589.52260569451
2019-06-26,66805.15442323685,105994.81884765625,117134.87527468604
2019-06-27,65557.55231904984,105294.52118492126,117595.60994251014
2019-06-28,63893.28549861908,104672.95994758606,117811.08438823375
2019-07-01,62526.58373832703,104600.3797531128,119301.71551673974
2019-07-02,63197.21325159073,105952.53080940247,119788.24652664253
2019-07-03,63247.51523780823,106115.00489616394,120677.00550062001
2019-07-05,64548.254160404205,106558.86542892456,120425.28869406319
2019-07-08,64778.74320220947,106755.8656616211,119572.77957985557
2019-07-09,64328.73837971687,106530.72124862671,120203.52264048957
2019-07-10,63187.69734930992,106756.37593650818,121379.01095624642
2019-07-11,62444.14686155319,106845.55169582367,121277.34037313508
2019-07-12,61270.758182525635,106561.76306343079,121990.87169439373
2019-07-15,60494.01673793793,106308.81472873688,122354.69760387979
2019-07-16,61421.27532672882,107511.85218906403,121742.68688699944
2019-07-17,61677.3351316452,106806.37528133392,121154.17033864597
2019-07-18,61747.645548820496,106767.31102848053,121390.22186653932
2019-07-19,62166.50038433075,106828.65805530548,120327.00013138138
2019-07-22,61658.3596534729,106671.74255561829,121405.42971006711
2019-07-23,60556.14009857178,107450.4820652008,122164.71954276884
2019-07-24,58705.927419662476,105531.28367042542,123025.52248091222
2019-07-25,60316.09192276001,107037.46438026428,121785.53581102201
2019-07-26,59698.93059825897,107228.50750350952,123122.89617332262
2019-07-29,60448.219732284546,107833.6011352539,122694.87186716923
2019-07-30,60539.92464351654,107965.70262527466,122132.62409390349
2019-07-31,61351.32318210602,108314.91290855408,120540.16490461653
2019-08-01,62711.70577144623,108360.30509567261,119808.67363007925
2019-08-02,62129.91824054718,108086.10190963745,118144.65208833387
2019-08-05,61066.44478225708,107057.28649711609,113888.84806134489
2019-08-06,63238.88931655884,109022.16610527039,115511.09302700877
2019-08-07,63952.79328536987,111089.76154899597,115980.73643157401
2019-08-08,68559.72239303589,114039.53771781921,118636.56733475195
2019-08-09,67957.95320510864,111784.12215423584,117430.05591807081
2019-08-12,68071.92971038818,109576.4774093628,116130.94013268918
2019-08-13,70146.35492134094,112675.99594306946,118687.5526050406
2019-08-14,69220.69427490234,110114.35457992554,115032.0834505667
2019-08-15,68448.28810882568,110166.77277565002,114951.61236136715
2019-08-16,69648.38413238525,111895.94987869263,116782.56773189561
2019-08-19,70028.26568984985,112650.60273170471,118551.94183464785
2019-08-20,69194.49682235718,112489.7237815857,117709.5712827921
2019-08-21,68708.89083480835,112769.32343482971,118765.42156322233
2019-08-22,68626.66522979736,112610.9971408844,118369.34272720128
2019-08-23,68181.7299079895,112324.8619594574,114645.9931981645
2019-08-26,68047.40801620483,112667.66329956055,116335.81108198858
2019-08-27,67467.36511993408,112643.69318389893,116197.74066037436
2019-08-28,68274.85116958618,112826.62686157227,116533.61803296291
2019-08-29,68642.47180557251,113365.25456428528,118290.70887748117
2019-08-30,68429.6754951477,113150.6079750061,118117.01100783909
2019-09-03,67646.84768676758,112258.10448646545,116865.49847231663
2019-09-04,66562.95090866089,112556.6670703888,118550.86948670678
2019-09-05,65903.4460697174,112700.52765846252,120751.49243837224
2019-09-06,65994.99095344543,111932.22467422485,120597.9142157642
2019-09-09,64860.67513656616,111695.90627479553,120288.60557572935
2019-09-10,64295.864899635315,112627.06530094147,120017.3915338805
2019-09-11,63570.09823226929,111361.07877159119,121136.05290769768
2019-09-12,63301.00645637512,111337.52465248108,121593.09809868962
2019-09-13,63819.47082901001,112167.75452804565,121218.526212983
2019-09-16,63662.311126708984,112523.4714641571,120595.9194986151
2019-09-17,63860.946519851685,112108.91671848297,121154.63527271833
2019-09-18,64403.89468955994,112413.07587242126,121151.10327355581
2019-09-19,65035.53988170624,112366.85405635834,121354.28696210877
2019-09-20,65225.28438472748,113168.72177314758,120152.68734893392
2019-09-23,65380.70168209076,112854.72912311554,120076.82060683795
2019-09-24,65966.53040218353,113467.8564157486,118409.42454359973
2019-09-25,66560.95229148865,112944.66687107086,119845.38092498484
2019-09-26,66476.02746868134,112938.85827732086,119360.84463223115
2019-09-27,66277.34992599487,112938.85827732086,117972.34152197218
2019-09-30,67051.93626880646,112938.85827732086,119014.67871855771
2019-10-01,66924.18764972687,112938.85827732086,118011.65844683224
2019-10-02,65889.15820217133,112938.85827732086,115963.69134856676
2019-10-03,68185.34668064117,114596.82084751129,117309.03807840048
2019-10-04,70438.61180400848,115768.5125131607,119086.09109228312
2019-10-07,69639.61948776245,116156.06906223297,118641.1716818555
2019-10-08,66596.91459751129,115326.76159000397,116785.02738311706
2019-10-09,68430.02860546112,116570.29760837555,118109.78953184439
2019-10-10,68589.79118537903,117170.97218227386,118875.07101493009
2019-10-11,71792.3879442215,118436.0462179184,120464.91307532592
2019-10-14,71831.22975444794,118780.10926437378,120441.11145039633
2019-10-15,72060.4540605545,118270.39687919617,121984.88004400975
2019-10-16,73517.09290027618,119353.92954826355,121637.17684832291
2019-10-17,73450.32977581024,118744.895611763,121973.97659011952
2019-10-18,74781.618724823,120146.82024478912,120842.87448039868
2019-10-21,73704.76535511017,119266.19557666779,121946.17803195506
2019-10-22,74870.7207069397,118630.34873390198,120937.01613111261
2019-10-23,76021.1613521576,119886.81565093994,121165.08129147287
2019-10-24,77295.6439332962,122640.36053276062,122351.47306111993
2019-10-25,75453.00343799591,122371.19231033325,123311.33695242014
2019-10-28,74387.3167629242,122426.98674583435,124562.2270762006
2019-10-29,76165.82241535187,122921.10426330566,123592.22462254853
2019-10-30,76291.82390880585,123862.67979240417,124138.96459482046
2019-10-31,79499.69526958466,124271.83253479004,124150.02552638037
2019-11-01,75694.78457069397,122876.11245727539,125337.79710037116
2019-11-04,74248.57593154907,122014.48288536072,126097.8593235479
2019-11-05,73865.07197475433,121612.58517456055,126090.48036988355
2019-11-06,74412.6369009018,122367.97106933594,125873.17618361715
2019-11-07,73826.68361568451,119003.16753005981,126235.92974516214
2019-11-08,73024.75838088989,118527.59045600891,126792.48582550995
2019-11-11,73325.95419883728,119122.36951637268,126577.79126919803
2019-11-12,72366.45854759216,118935.05684661865,126913.8186205196
2019-11-13,72480.16103363037,119402.97317314148,126852.68728894243
2019-11-14,73290.9924621582,118712.24218940735,126822.28659976016
2019-11-15,72233.49146270752,118392.09393310547,127708.27096717685
2019-11-18,72136.78936576843,117106.80903625488,127907.32274163523
2019-11-19,72237.3113193512,116845.51900100708,128064.8903985415
2019-11-20,70436.24159049988,116445.30995750427,127220.36015293033
2019-11-21,70258.34696388245,116359.70487213135,126941.92463508673
2019-11-22,70962.97958087921,117992.39549064636,127040.67063290425
2019-11-25,72000.41140651703,117959.72511863708,128574.60812056852
2019-11-26,71767.500166893,118036.6000881195,128786.85802353227
2019-11-27,72467.83087730408,118153.5449256897,129692.3546241143
2019-11-29,72421.70564460754,118064.37668991089,129062.21897734902
2019-12-02,73905.16319942474,117958.60434913635,127612.13459931382
2019-12-03,73175.57297420502,117986.09330177307,126774.83332863399
2019-12-04,73914.442653656,117990.57299804688,127416.63732082791
2019-12-05,74339.73230934143,118176.7922744751,127598.93647080845
2019-12-06,74727.39940071106,117957.15849304199,128965.31771794759
2019-12-09,74882.787607193,117747.66344833374,128433.47813280077
2019-12-10,74517.92663002014,118005.46203994751,128303.70153512232
2019-12-11,74341.70409584045,117981.21263504028,129045.7963060838
2019-12-12,74898.80407524109,117224.23202514648,130032.98632253945
2019-12-13,75829.94238471985,117525.1868095398,130352.74098132885
2019-12-16,73853.75228691101,117352.15621185303,131621.60605626123
2019-12-17,73351.39633369446,117963.07844161987,131704.07936154652
2019-12-18,73461.46778678894,118597.76577758789,131779.63864723983
2019-12-19,73223.946641922,118065.19148254395,132711.39652397292
2019-12-20,73045.33881187439,116597.5475730896,133282.71051164943
2019-12-23,71829.26961708069,117071.18930053711,133551.77235867953
2019-12-24,71857.4099521637,116910.45264434814,133605.52473659234
2019-12-26,71562.738073349,116661.91658401489,134815.718131169
2019-12-27,71688.74635505676,116795.42891693115,134703.15909204076
2019-12-30,72224.47743415833,117040.67692565918,133762.49247856654
2019-12-31,71900.05585670471,117119.50639343262,134120.94165047398
2020-01-02,69967.50237846375,117441.79286956787,136257.97361934077
2020-01-03,71331.46705818176,117480.46422958374,135055.1591784285
2020-01-06,71818.51325798035,117519.13945770264,135893.99023218508
2020-01-07,71062.94076347351,117413.43431854248,135862.20973865906
2020-01-08,69975.37903022766,117243.14103126526,136874.59618226136
2020-01-09,68187.33163833618,116822.86616325378,138061.13793064145
2020-01-10,67394.24743080139,116645.78973007202,137708.057997376
2020-01-13,66496.70258331299,116249.83876991272,139305.43648910584
2020-01-14,67451.84778785706,116554.073802948,138733.65756735695
2020-01-15,67066.21039009094,117636.08910751343,138768.21266744376
2020-01-16,65969.03276824951,115129.62571525574,140140.1281298312
2020-01-17,65279.980812072754,112711.56316566467,140888.52200757933
2020-01-21,64619.23889350891,112094.33475112915,140779.47247080365
2020-01-22,63959.54656791687,111573.94965934753,141116.57966900294
2020-01-23,64262.19840812683,110900.57281112671,141552.74782035907
2020-01-24,64817.3040599823,112087.24101638794,140393.06726306208
2020-01-27,65904.35991477966,113113.64539909363,137485.9844873997
2020-01-28,66055.82880973816,113931.40005302429,139616.88232608617
2020-01-29,66687.01534461975,113723.0097618103,139780.91406638536
2020-01-30,66535.68416213989,113141.64885616302,140310.44397904378
2020-01-31,66472.60859489441,112877.30195713043,138090.00883674697
2020-02-03,67362.95887756348,112703.20977306366,140159.02545019117
2020-02-04,69147.62090301514,113254.81297969818,143350.8278526105
2020-02-05,71719.22729110718,115587.80945491791,143864.10007061
2020-02-06,70550.04164409637,115151.58897972107,145068.75924993836
2020-02-07,70051.10274600983,114901.1585445404,144380.4168568897
