,BBfull,BBOU,Nasdaq-100
2021-04-06,48556.96078491211,92524.63273715973,208535.57465551383
2021-04-07,48897.38150024414,93278.99526309967,209122.86137825658
2021-04-08,47781.36186790466,92274.91661930084,211300.74755399683
2021-04-09,47048.73342704773,92411.22539997101,212629.96407109473
2021-04-12,47431.68589401245,93306.24688434601,212235.1150606844
2021-04-13,46984.842074394226,93319.42544269562,214802.031071994
2021-04-14,48108.762451171875,95198.43929767609,211997.99868378663
2021-04-15,46446.60659408569,93163.14046955109,215411.73961532256
2021-04-16,46211.0077047348,93687.61844348907,215653.16038185786
2021-04-19,47116.79393577576,94323.47444629669,213591.52272207802
2021-04-20,47177.90165042877,93863.9274263382,212080.77194653798
2021-04-21,46543.872307777405,93491.97669696808,214013.56287678407
2021-04-22,47595.024468421936,93949.51311969757,211359.8841684249
2021-04-23,47045.26181793213,93414.58585834503,214110.16417871945
2021-04-26,47039.189339637756,94074.88947963715,215411.27468125022
2021-04-27,47066.45945072174,94106.92541599274,214399.50315045327
2021-04-28,48074.82054615021,95529.49792575836,213498.6108969748
2021-04-29,47964.71772480011,94936.8824262619,214551.85154745058
2021-04-30,48102.25455188751,96092.92336559296,212871.084880164
2021-05-03,47981.25251865387,96061.4611825943,211933.64280944964
2021-05-04,48013.58116436005,96015.32331752777,208016.63324140635
2021-05-05,47869.64262294769,95981.03482723236,207382.35818160983
2021-05-06,47547.60038280487,97237.20332050323,209077.2528455465
2021-05-07,47745.14955806732,97656.59427928925,210703.6372242416
2021-05-10,47077.2016248703,96214.13524150848,205166.37740768358
2021-05-11,47568.618891716,96959.95583629608,205046.42441701767
2021-05-12,47091.75039958954,96383.71321582794,199676.72084098475
2021-05-13,47786.204798698425,97356.92501544952,201328.00168936048
2021-05-14,49176.36279964447,99093.60434436798,205689.15827735624
2021-05-17,49056.47672557831,97718.2477426529,204457.30795373218
2021-05-18,48896.504881858826,97486.8460931778,202994.77534085666
2021-05-19,49958.044768333435,99320.42174625397,203305.4712841719
2021-05-20,51337.14113712311,100294.56089305878,207239.83339162508
2021-05-21,51149.2457818985,99792.2931509018,205975.12272759722
2021-05-24,51762.472405433655,100104.95855236053,209507.57182631502
2021-05-25,51839.37400150299,100205.14252948761,209752.99702502185
2021-05-26,52228.7985162735,100264.3453950882,210444.249005491
2021-05-27,52414.695523262024,100726.96214389801,209754.82676556462
2021-05-28,52346.85269641876,100303.86056995392,210194.98435121903
2021-06-01,52342.41125392914,99987.58663654327,209704.763864484
2021-06-02,52350.46559429169,99748.44720172882,210030.35269598768
2021-06-03,52349.84667491913,99651.60185718536,207786.41588622736
2021-06-04,51248.95145893097,99270.0760011673,211489.0308554247
2021-06-07,51266.35946369171,99337.11497211456,211982.3259061865
2021-06-08,51691.076994895935,100230.33814716339,212104.7385480739
2021-06-09,51640.614569664,100325.09693622589,212167.39966272784
2021-06-10,51231.762930870056,100729.47759532928,214400.56799945765
2021-06-11,51164.35213947296,100869.39168834686,214983.40035382984
2021-06-14,50702.79264163971,100544.45599460602,216978.38746465748
2021-06-15,51327.44265079498,100193.74045085907,215476.5454258586
2021-06-16,51332.878293037415,100290.87822055817,214748.5786515472
2021-06-17,50245.99093723297,99856.31596851349,217525.26991672584
2021-06-18,49967.975026130676,100213.0181093216,215770.95367876833
2021-06-21,51440.197222709656,102637.87372112274,217117.07279907708
2021-06-22,51199.177649497986,103258.45656108856,219162.57274718446
2021-06-23,50885.92870235443,102645.61255550385,219221.2444275402
2021-06-24,51195.35069179535,103312.13903522491,220629.85968589652
2021-06-25,51432.31871318817,104434.1636018753,220310.71993991252
2021-06-28,49781.93643283844,103813.20052051544,223072.06838070363
2021-06-29,48863.34393596649,102908.64191150665,223805.70435112301
2021-06-30,49411.85233783722,103184.80638980865,223530.02844196692
2021-07-01,49735.12837314606,104825.2528848648,223610.65700883613
2021-07-02,48623.25957393646,104173.74238681793,226184.32206313143
2021-07-06,48832.72048473358,105733.69376468658,227086.2941634876
2021-07-07,48617.153098106384,105849.83435535431,227457.6415064344
2021-07-08,49367.70977687836,106456.84673786163,226100.00401943005
2021-07-09,48784.3526391983,106176.6731042862,227696.45264301525
2021-07-12,48568.53006649017,106566.82268428802,228491.98483655017
2021-07-13,48723.041087150574,106310.2830991745,228440.54213112578
2021-07-14,48160.913754463196,105393.90625095367,228838.31572682993
2021-07-15,48397.71553897858,103932.70667743683,227214.22602274996
2021-07-16,48922.78838825226,102817.69812488556,225474.0227835693
2021-07-19,50279.39613056183,103371.04428195953,223442.33587677267
2021-07-20,50426.5291185379,103035.83826351166,226193.2307998726
2021-07-21,51984.341824531555,105014.81273937225,227950.47162312386
2021-07-22,51841.07086849213,104115.14719104767,229448.47420635752
2021-07-23,50745.95387363434,103235.34445858002,232084.1854625014
2021-07-26,51497.9436712265,103479.15163707733,232301.65462537413
2021-07-27,51569.76051616669,102928.91868305206,229706.48262076438
2021-07-28,50839.88980579376,104251.6040391922,230645.3044958225
2021-07-29,49772.18890666962,104196.27992343903,231110.04359581813
2021-07-30,50136.08627796173,103787.09738254547,229751.49123854237
2021-08-02,49659.01055431366,104555.80394077301,229808.61813794804
2021-08-03,47983.792311668396,104858.2109079361,231310.61015547995
2021-08-04,47581.53955364227,103157.44847202301,231648.01731114526
2021-08-05,47379.795815467834,103803.94543361664,233156.92334826922
2021-08-06,47443.071440696716,103288.11959552765,232046.87075372715
2021-08-09,47223.81039905548,103543.304022789,232411.6190324212
2021-08-10,47516.463212013245,103563.03474330902,231190.20722861498
2021-08-11,47740.57803440094,103061.34236240387,230793.66345852157
2021-08-12,47841.90117740631,103357.96170711517,231733.88013579673
2021-08-13,47424.717255592346,103338.29449176788,232466.4362593384
2021-08-16,47421.39526462555,103809.8319349289,232529.2473527254
2021-08-17,47332.485936164856,104972.31263446808,230410.79774887924
2021-08-18,47367.89760684967,104457.94477558136,228185.29332540644
2021-08-19,47269.716309547424,104262.6256570816,229352.80277256688
2021-08-20,47058.164521217346,103960.36602497101,231789.0123180533
2021-08-23,47757.44195270538,104815.51744937897,235171.57267099526
2021-08-24,48504.95693683624,105018.97139453888,235860.514978976
2021-08-25,48508.63773441315,105144.45638370514,236033.140500677
2021-08-26,49212.38240146637,104984.0116739273,234644.78736915108
2021-08-27,48811.40532398224,104763.72542285919,237016.50605944078
2021-08-30,48011.42109012604,104874.21455097198,239660.19618418106
2021-08-31,48267.770882606506,104940.94854068756,239313.4153577023
2021-09-01,48300.8922624588,105104.51129245758,239759.72207141027
2021-09-02,47273.50208759308,105696.87207889557,239647.29801314176
2021-09-03,46790.521527290344,106062.88513660431,240393.84715247375
2021-09-07,46891.57428073883,106850.95576190948,240745.5322835222
2021-09-08,47645.789620399475,106928.23760700226,239902.23186352174
2021-09-09,48066.88366794586,107165.02170276642,238983.83709190035
2021-09-10,47856.27863407135,105832.29913806915,237136.29407350035
2021-09-13,48338.63721179962,107114.70520496368,237040.30768437035
2021-09-14,47792.450543403625,105779.16286945343,236247.85005486224
2021-09-15,48020.21500873566,106680.05009555817,238100.46235443815
2021-09-16,47462.665455818176,107295.30496311188,238290.5903942821
2021-09-17,47358.64064502716,106512.15554523468,235488.70270195685
2021-09-20,46063.96344089508,104386.08342075348,230554.55236447472
2021-09-21,45902.4886636734,103549.44194507599,230793.8134372546
2021-09-22,45951.349064826965,103593.04994297028,233078.1395198161
2021-09-23,46481.618721961975,103777.05886745453,235229.31448320628
2021-09-24,46243.40139102936,103462.06901073456,235430.49595567348
2021-09-27,46234.43451786041,103973.46144962311,233512.92786682848
2021-09-28,45159.48752307892,103970.28915691376,226839.63913917006
2021-09-29,45516.75706958771,104241.13911151886,226572.25705394975
2021-09-30,45524.389817237854,102549.84965801239,225600.5748384879
2021-10-01,44847.99993228912,102414.19863605499,227170.91216465505
2021-10-04,43277.14241886139,100677.65548038483,222260.24849676315
2021-10-05,44340.079688072205,102983.55561351776,225362.9935275178
2021-10-06,44681.983176231384,104674.21616458893,226785.12186971886
2021-10-07,45272.72622966766,105949.25897884369,228787.47293633764
2021-10-08,44246.88720035553,104385.88524723053,227614.44427180226
2021-10-11,44092.38234043121,102615.47613430023,225970.85733243026
2021-10-12,44457.72676944733,103018.70292949677,225178.0847475828
2021-10-13,45138.592160224915,103616.42700481415,226905.67477531687
2021-10-14,45375.15374469757,105453.38971996307,231172.38975513272
2021-10-15,45238.891337394714,105816.77646541595,232623.7039587786
2021-10-18,44946.31740283966,106112.83437633514,234988.34365287
2021-10-19,44925.0233297348,106122.83496189117,236675.09447160392
2021-10-20,45191.6486787796,105915.82539081573,236337.07240313324
2021-10-21,45021.17908191681,106705.36985301971,237886.36771305828
2021-10-22,44893.27887439728,106731.2893819809,235820.4406615142
2021-10-25,44462.09665775299,105949.65562152863,238264.179139398
2021-10-26,43769.801686286926,105623.17750263214,238959.88548823778
2021-10-27,44591.205819129944,105779.04646587372,239557.29577545903
2021-10-28,43218.29260349274,104113.37240886688,242318.1792821778
2021-10-29,42531.080006599426,102661.48591899872,243428.69681079226
2021-11-01,43687.902623176575,104290.67903804779,244270.4674477159
2021-11-02,42748.1450510025,104404.51505184174,245302.6660819496
2021-11-03,43079.02489948273,103710.29668712616,247944.36148954078
2021-11-04,41843.6590051651,103089.5337972641,251042.65215192485
2021-11-05,41425.21099948883,102173.85209941864,251244.4485371974
2021-11-08,41244.2766122818,102285.1407365799,250885.84938655698
2021-11-09,41001.192872047424,101748.36708545685,249102.96219996005
2021-11-10,42785.237961769104,102708.62432956696,245503.54759695075
2021-11-11,42218.79559803009,101643.35818195343,246223.82046225845
2021-11-12,41684.57563114166,102143.78293323517,248795.02586533228
2021-11-15,41875.13211917877,102040.05858898163,248629.62931856263
2021-11-16,42253.17443180084,101519.5385389328,250482.54157560458
2021-11-17,42978.65893268585,101833.85342502594,250456.44527605985
2021-11-18,43137.211647987366,102448.05615711212,253142.5343886237
2021-11-19,44024.74297428131,103341.15639781952,254530.407588204
2021-11-22,44541.616379737854,104489.76455402374,251576.18649675476
2021-11-23,45256.27061748505,104255.64110851288,250435.7032172838
2021-11-24,45164.81206226349,103858.77662944794,251373.91017953656
2021-11-26,45353.17326641083,104866.64061260223,246118.0104661159
2021-11-29,44638.81668949127,103597.40605831146,251856.61673174743
2021-11-30,44843.02758693695,104456.87763881683,247812.59017471323
2021-12-01,43739.56350803375,103253.62243938446,243847.19746739912
2021-12-02,45696.81429004669,105829.58521175385,245583.2462956753
2021-12-03,45748.29858112335,107782.55293941498,241302.71827454868
2021-12-06,46023.96608829498,109217.09606075287,243362.51119591243
2021-12-07,48215.79956150055,109778.13407039642,250726.58696996767
2021-12-08,48621.492550849915,109916.75763988495,251781.3574035202
2021-12-09,48252.0927362442,110363.19656467438,248022.2304477225
2021-12-10,47097.04752063751,109344.41157436371,250823.65320597537
2021-12-13,47925.972336769104,110125.49412822723,246992.94140090936
2021-12-14,47937.418946266174,110444.42885875702,244418.21149760962
2021-12-15,46887.304142951965,108352.26426410675,250172.62552170103
2021-12-16,46867.92097187042,110350.27692699432,243635.57747511403
2021-12-17,47031.39908695221,111041.71554470062,242676.01354127986
2021-12-20,46603.91459751129,111191.06764888763,240006.51207658753
2021-12-21,47310.72045993805,111539.62980175018,245514.451050841
2021-12-22,47681.745800971985,111713.19034099579,248491.70887568142
2021-12-23,47251.312764167786,111424.83867931366,250458.58997194198
2021-12-27,48510.00500202179,111977.34564113617,254440.72030586065
2021-12-28,48887.259320259094,112434.89682292938,253229.9119984786
2021-12-29,48295.45773410797,111441.15964412689,253265.9968816422
2021-12-30,48684.17503452301,111997.63450145721,252315.19170581613
2021-12-31,48909.56299686432,111992.49532985687,250640.88912192252
2022-01-03,49437.173592567444,111709.52569103241,253431.24344967882
2022-01-04,49347.0336523056,110751.97699451447,250021.20699284843
2022-01-05,50101.38334941864,112487.61569690704,242220.19817589864
2022-01-06,49714.78628253937,112842.29588603973,242121.6021568142
2022-01-07,47867.424984931946,108734.68593502045,239462.0892757407
2022-01-10,47485.240609169006,109083.228140831,239803.63584443726
2022-01-11,48920.801659584045,110933.04218578339,243331.18063858544
2022-01-12,49624.1107339859,111123.06938457489,244267.69284115513
2022-01-13,46903.672780036926,108875.6587934494,237978.97958069548
2022-01-14,46959.30203342438,108390.24912548065,239760.0220288763
2022-01-18,45361.28169345856,106863.73039913177,233604.1449322486
2022-01-19,45128.154255867004,105911.1846113205,231102.0497293484
2022-01-20,43853.13391208649,103744.1767911911,228009.2932822126
2022-01-21,41673.53151035309,103524.4800825119,221742.38692953342
2022-01-24,42568.346135139465,105272.41222667694,222835.55191873794
2022-01-25,40853.61107349396,101684.7478055954,217299.67190652367
2022-01-26,40717.41427707672,102479.4294462204,217662.72542553465
2022-01-27,39631.73646259308,98176.6382856369,215057.27987771333
2022-01-28,41759.720536231995,99900.18604564667,221991.3366284661
2022-01-31,43262.72655582428,102587.43747234344,229293.05124533342
2022-02-01,43603.048478126526,103152.03221797943,230669.57105482442
2022-02-02,43540.20745944977,102661.21798229218,232513.43959426554
2022-02-03,43110.873242378235,101939.40152263641,222705.47536359343
2022-02-04,43619.16148471832,102631.23302745819,225673.20953888737
2022-02-07,43753.11549091339,102512.23327922821,223782.66761773181
2022-02-08,44153.53786563873,102990.50289440155,226482.26981414034
2022-02-09,44090.830357551575,103948.11171245575,231242.11486811168
2022-02-10,44626.89159107208,104997.8951292038,225846.59995212677
2022-02-11,45205.608788490295,104382.8630399704,218907.93885427047
2022-02-14,44861.2539396286,104050.20045757294,219134.4667326173
2022-02-15,44378.6481218338,104782.15870952606,224543.9596665193
2022-02-16,43856.158259391785,104875.21203899384,224280.10208152482
2022-02-17,43672.77234363556,104007.89788341522,217647.0676458078
2022-02-18,43779.1841211319,103801.10364818573,215156.02587553088
2022-02-22,44103.618596076965,103701.15217876434,213021.13860254615
2022-02-23,42818.24513912201,102122.11474132538,207475.41998544606
2022-02-24,45124.2485742569,102655.30464458466,214620.49681355184
2022-02-25,46853.609780311584,104924.93310451508,217914.59970976118
2022-02-28,46209.05885410309,103990.35378170013,218661.74876402525
2022-03-01,45248.52681827545,103291.3206205368,215101.50860607965
2022-03-02,46897.338227272034,104333.2956571579,218752.0659570473
2022-03-03,46517.178151130676,104271.22305202484,215550.2599731358
2022-03-04,44528.86863040924,102367.55836391449,212518.93481504323
2022-03-07,42790.34821796417,100982.87024593353,204556.66886435502
2022-03-08,43135.10229969025,101636.00363826752,203761.60160489244
2022-03-09,45657.56753253937,105362.26469707489,211050.2680719874
2022-03-10,44427.25039768219,103289.25041484833,208728.16234657928
2022-03-11,43981.61983585358,101232.02149486542,204287.1420832526
2022-03-14,43779.11859226227,100352.69431591034,200367.97282145394
2022-03-15,45619.66755390167,103651.4583311081,206694.16576729418
2022-03-16,47508.70024585724,106767.22676372528,214345.9007512735
2022-03-17,47547.83340930939,107199.53441143036,216830.94337222984
2022-03-18,47350.92648792267,107187.95257091522,221461.02682639603
2022-03-21,47813.26048755646,107542.4625120163,220785.43262565366
2022-03-22,47340.04064655304,108032.32848644257,225058.59669098922
2022-03-23,48819.15871524811,108841.45965099335,221882.90200449576
2022-03-24,46365.74275302887,107874.27697277069,226768.8491771867
2022-03-25,46100.3056268692,108019.0039319992,226594.06396173022
2022-03-28,44947.696484565735,107419.32343196869,230173.83135071446
2022-03-29,43452.6873216629,106167.90688610077,234042.7727348262
2022-03-30,43596.69470691681,106898.96783733368,231466.1830952371
2022-03-31,44477.07308292389,107267.65648937225,227886.89563819848
2022-04-01,43930.58974170685,107347.26142406464,228235.82116055943
2022-04-04,43234.288239479065,107335.43552684784,232818.13638826017
2022-04-05,43469.89169025421,107600.10827922821,227612.7495121192
2022-04-06,42892.63669300079,107385.0540266037,222671.37019970568
2022-04-07,42726.64037036896,107021.3647069931,223176.94850870143
2022-04-08,42598.125988960266,107662.26437664032,220035.5089648288
2022-04-11,43608.11850452423,108555.82444858551,214859.15797139966
2022-04-12,43671.66534900665,108697.29236888885,214091.73179243185
2022-04-13,43383.373589515686,109241.59627437592,218346.61345021278
2022-04-14,42921.35941028595,108772.00915431976,213369.4492121017
2022-04-18,43292.91686344147,108703.88812732697,213638.97599320416
2022-04-19,44079.02450656891,109344.53003787994,218238.64376031476
2022-04-20,43812.79431629181,109034.86027050018,214986.93985192897
2022-04-21,43452.057017326355,108781.81010913849,210716.23543781493
2022-04-22,42661.29364299774,107920.25171756744,205132.43722040215
2022-04-25,42516.43714046478,108350.12975406647,207840.7831769455
2022-04-26,41765.09142971039,106356.2659406662,199800.81324468192
2022-04-27,40881.724360466,105919.95025539398,199703.2970724751
2022-04-28,41121.69189739227,107549.55806827545,206655.7712116422
2022-04-29,39909.631361961365,105680.68852710724,197421.7305986011
2022-05-02,40317.48178386688,106584.03100681305,200816.57420977703
2022-05-03,40768.24695110321,106775.47473239899,201032.36361084
2022-05-04,41597.20754528046,108485.99413394928,207879.0277538645
2022-05-05,41793.918192863464,106872.95715427399,197356.4598539927
2022-05-06,41789.09192562103,106765.76104450226,194944.98180158052
2022-05-09,41203.026103019714,107710.55544185638,187176.83332503453
2022-05-10,41814.85031032562,107720.07678127289,189605.52893599687
2022-05-11,41197.622126579285,106146.76340961456,183795.6527764363
2022-05-12,41537.43099117279,107606.48633670807,183456.86581642725
2022-05-13,43204.83370876312,110034.16847705841,190243.4934726256
2022-05-16,42682.13485622406,109294.7065076828,188034.72667575738
2022-05-17,43842.26662349701,111066.98409748077,192957.2086678109
2022-05-18,43693.137822151184,109322.06385707855,183192.85825269978
2022-05-19,43550.969811439514,109432.65212154388,182383.8129753201
2022-05-20,43737.004254341125,109319.45788669586,181769.35010615495
2022-05-23,44308.869559288025,109930.18426036835,184820.33747614588
2022-05-24,44454.68630313873,110803.70653057098,180759.10835843478
2022-05-25,44804.24237346649,110971.04947566986,183432.7492361583
2022-05-26,45355.937987327576,110999.16969585419,188544.75935312375
2022-05-27,45425.06911754608,110789.79150295258,194758.99317476782
2022-05-31,46253.05103778839,111019.13888454437,194155.11880415358
2022-06-01,47021.14193248749,111897.12120723724,192715.48794380957
2022-06-02,45372.0956659317,110337.09646511078,198006.7076488554
2022-06-03,46935.068387031555,112603.50404262543,192710.41866263363
2022-06-06,46694.67611408234,112637.04796504974,193502.87629214177
2022-06-07,46337.31770038605,111757.9658460617,195223.71727689015
2022-06-08,47808.099164009094,114388.70559215546,193740.92253718423
2022-06-09,49956.51520252228,116665.61194133759,188437.1046185651
2022-06-10,50822.406056404114,116793.195353508,181726.35120339936
2022-06-13,46916.52623081207,115556.94742870331,173364.0169823919
2022-06-14,46337.13630771637,114736.58297634125,173722.93108837167
2022-06-15,47912.59793186188,117177.03751659393,178055.05179365567
2022-06-16,44176.34053897858,111351.53419017792,170895.24705396776
2022-06-17,44847.47785663605,113002.56265163422,173021.0756114783
2022-06-21,46075.378893852234,117188.29445934296,177333.08416866488
2022-06-22,46012.183690071106,116940.53710842133,177040.52065417124
2022-06-23,46760.25886249542,117974.91932201385,179650.88550443546
2022-06-24,48623.36255168915,123247.66151332855,185919.48661679775
2022-06-27,49139.0477437973,123168.05512523651,184420.41918455964
2022-06-28,49639.34716129303,122482.82731151581,178730.79597313103
2022-06-29,48693.970704078674,121764.97093486786,179045.48135074446
2022-06-30,48274.93891429901,121074.71534252167,176672.08289864496
2022-07-01,47705.110156059265,120552.10240459442,177930.8094112255
2022-07-05,47397.626940727234,120490.65513896942,180913.6164491875
2022-07-06,47157.33284282684,120254.33873271942,182029.96815051627
2022-07-07,46913.06849575043,120013.28209209442,185968.634647607
2022-07-08,46853.61263179779,119871.48912334442,186224.19840866563
2022-07-11,47047.369196891785,120008.55552959442,182148.07640276608
2022-07-12,47307.56210231781,120008.55552959442,180377.47247440313
2022-07-13,47403.07562541962,120008.55552959442,180124.68331990522
2022-07-14,47473.513617515564,120300.96348667145,180737.0014931883
2022-07-15,47571.98292827606,119681.84436702728,184042.30780075386
2022-07-18,48299.809962272644,120527.17047786713,182412.5339026926
2022-07-19,46985.27279949188,118303.43238544464,188124.41395810075
2022-07-20,45604.730957984924,116316.09834957123,191046.38962195162
2022-07-21,44471.78761959076,115351.44708538055,193806.65821586497
2022-07-22,45710.556529045105,116547.70766735077,190382.77872197723
2022-07-25,46179.01449298859,117297.53932666779,189337.53193797122
2022-07-26,48010.008202552795,119209.26869678497,185628.46788325417
2022-07-27,45485.82556819916,116079.83138942719,193531.1322854419
2022-07-28,44355.468247413635,114474.90213680267,195318.78879574875
2022-07-29,44393.79905986786,113319.44411373138,198852.6176988103
2022-08-01,44242.29153728485,113307.99382305145,198742.20335556418
2022-08-02,44472.87627696991,113649.85902690887,198140.47368083204
2022-08-03,43227.01266384125,111019.83914089203,203541.20785672593
2022-08-04,42695.00885677338,110060.93963909149,204428.58702635966
2022-08-05,42848.39911556244,112835.91698741913,202841.36209485494
2022-08-08,42609.98478603363,112915.04650402069,202096.0427811336
2022-08-09,42725.83117198944,113138.98235988617,199777.16159848534
2022-08-10,41123.82990550995,111118.50750255585,205461.86550747106
2022-08-11,41427.37648677826,111887.43218517303,204136.02351186602
2022-08-12,40648.945899009705,111362.60778331757,208342.22207291005
2022-08-15,40201.68241024017,111328.48060131073,209898.1164470878
2022-08-16,39938.57273769379,111258.41086864471,209407.13106881446
2022-08-17,40275.364886283875,111621.51086711884,206883.0789794007
2022-08-18,40685.94871044159,111645.48402690887,207422.59747567796
2022-08-19,41013.2713842392,111645.48402690887,203382.11041674291
2022-08-22,42221.64408016205,111645.48402690887,197970.6227656918
2022-08-23,42750.68330287933,111612.50306987762,197836.2418209098
2022-08-24,42826.65944194794,111626.96234416962,198390.20326917642
2022-08-25,44356.644572257996,113121.27353191376,201856.76671048047
2022-08-26,43030.54957103729,110706.32770061493,193587.95922738157
2022-08-29,41748.48732089996,109147.76987743378,191731.9724063128
2022-08-30,40948.06066608429,108144.82213115692,189556.995817993
2022-08-31,40372.50058078766,107628.74560070038,188471.6597186519
2022-09-01,39882.593972206116,106759.6516904831,188511.43407864767
2022-09-02,38824.0010137558,105120.93429851532,185805.69775205874
2022-09-06,38076.96438884735,103920.21886730194,184467.55750034645
2022-09-07,39688.12814998627,107838.63988780975,188277.52724663643
2022-09-08,39768.63150310516,108210.45877742767,189226.65266065273
2022-09-09,41095.29934978485,110810.97097301483,193328.720987364
2022-09-12,41730.24764919281,112256.52006816864,195654.35121299798
2022-09-13,41216.01380062103,109581.31531047821,184810.198913794
2022-09-14,41588.69125652313,110167.92090511322,186357.96444064233
2022-09-15,41303.91689777374,109610.24317073822,183180.27503699975
2022-09-16,41380.50618267059,110163.7969121933,182164.96400810365
2022-09-19,41588.17237949371,110486.50442790985,183576.1888964145
2022-09-20,41302.19131183624,110005.64927196503,182013.8454367171
2022-09-21,41070.60666561127,109693.45682811737,178731.11092847033
2022-09-22,41060.74589633942,109461.87271881104,176640.30240511897
2022-09-23,40270.81608295441,108797.79396724701,173716.01706877965
2022-09-26,39503.43231678009,106428.76269721985,172838.62648276472
2022-09-27,39180.950715065,106734.659948349,173109.53306821093
2022-09-28,40239.57698917389,109762.78301525116,176520.19943572002
2022-09-29,38360.6336145401,106624.40020561218,171466.71102037732
2022-09-30,36934.9352312088,103519.11693382263,168494.04254476714
2022-10-03,39246.802872657776,110289.00474071503,172464.20457579114
2022-10-04,41939.194001197815,117759.06082057953,177882.59124856096
2022-10-05,41735.72696018219,117428.18029689789,177738.83663296542
2022-10-06,41360.66613483429,115642.4564819336,176392.26757645764
2022-10-07,41112.59320163727,114868.32239151001,169542.213914067
2022-10-10,41282.63659763336,115234.64149093628,167814.45890972659
2022-10-11,40179.577427864075,115495.3790473938,165731.62925497166
2022-10-12,40467.201184272766,115304.84399032593,165643.63673231134
2022-10-13,41325.98334598541,116629.07522583008,169451.76174018523
2022-10-14,40616.514410972595,115646.35509490967,164206.75048278156
2022-10-17,41537.43571186066,116915.55016708374,169896.37369421017
2022-10-18,41948.964119911194,117705.60773468018,171205.0131291383
2022-10-19,42763.1828660965,118966.32224273682,170523.73473441467
2022-10-20,43316.02896499634,118900.91048717499,169653.4081467248
2022-10-21,43393.689661026,119179.84814357758,173702.0390508626
2022-10-24,42718.547245025635,118198.80565357208,175543.89787528128
2022-10-25,41049.142349243164,117571.41531848907,179225.63580484287
2022-10-26,41199.10891151428,118207.27405261993,175169.79092364703
2022-10-27,41277.50767707825,119105.5061826706,171879.06254893058
2022-10-28,38621.38584423065,116418.11911010742,177324.6403659961
2022-10-31,38645.758668899536,117888.28950595856,175164.7216424711
2022-11-01,37729.8925743103,119625.06585216522,173373.69061067142
2022-11-02,39412.48918533325,120040.29256725311,167497.62883623102
2022-11-03,38800.87883377075,119976.72656536102,164184.3286621957
2022-11-04,39077.7260093689,117883.88523006439,166740.34121961505
2022-11-07,39449.46524810791,117880.4880285263,168582.8149568391
2022-11-08,38374.518825531006,119330.30865573883,169849.8352933554
2022-11-09,39320.30282783508,120268.13570308685,165826.8507525633
2022-11-10,38029.000383377075,116494.94854450226,178242.2702460791
2022-11-11,38124.44383049011,116272.33158016205,181483.535634647
2022-11-14,38519.24620056152,116644.24898815155,179700.96340338938
2022-11-15,37258.637159347534,115404.71483516693,182315.01773048582
2022-11-16,37960.00457763672,115846.9579076767,179672.54243348294
2022-11-17,38049.40552520752,115803.50943851471,179331.1458435194
2022-11-18,37993.999547958374,114778.04336833954,179333.59049686755
2022-11-21,37768.05745887756,115070.73694133759,177435.83459865392
2022-11-22,36680.917932510376,113250.7374715805,180068.0063566986
2022-11-23,36326.28442573547,112991.87510967255,181816.9533560141
2022-11-25,36540.50265312195,113537.62906169891,180547.02343207735
2022-11-28,36793.47976875305,113474.38574886322,177962.60490262482
2022-11-29,36902.32740211487,113766.49733638763,176667.94348561374
2022-11-30,35791.04687309265,112626.95437908173,184755.51666773652
2022-12-01,35674.080251693726,112343.41485118866,184937.20090491168
2022-12-02,35720.92012214661,112415.03361415863,184205.70963037442
2022-12-05,36209.16557884216,112567.02146434784,181019.57642406307
2022-12-06,36386.07515525818,112753.6567029953,177378.09278644287
2022-12-07,36051.48548698425,112946.93797206879,176574.86668390423
2022-12-08,35831.92872428894,113133.3185338974,178726.65656009977
2022-12-09,36663.19434928894,113254.12213802338,177587.56808284586
2022-12-12,36702.872217178345,112730.63408565521,179785.43142582383
2022-12-13,36147.025495529175,112352.51166820526,181747.6931771075
2022-12-14,36271.166986465454,113034.49486064911,180314.9613384822
2022-12-15,36883.08992576599,113666.87255382538,174237.86807030762
2022-12-16,36864.44796562195,113531.25851345062,172679.0491108361
2022-12-19,36723.89248085022,112103.31722927094,170235.16065421925
2022-12-20,36665.8315448761,111264.91418075562,170048.2571571351
2022-12-21,37444.745056152344,112758.28839492798,172558.6461839711
2022-12-22,36152.15662097931,110892.17631530762,168262.44538524438
2022-12-23,36570.0820684433,111225.12881851196,168712.59155451757
2022-12-27,35955.12544155121,110155.7262840271,166210.181396278
2022-12-28,34997.45520782471,108013.36672973633,164011.40318302865
2022-12-29,36479.66794681549,109700.68807220459,168184.2764695966
2022-12-30,36408.91182613373,109596.56014251709,168010.8860563572
2023-01-03,36509.83165550232,109784.54890060425,166826.48900385926
2023-01-04,37332.95489883423,111278.56090927124,167627.55541264248
2023-01-05,36364.06580352783,110238.4655418396,164961.74342478235
2023-01-06,37410.98283004761,112007.4363822937,169555.7269979117
2023-01-09,37762.05284118652,113170.8884010315,170601.60369259637
2023-01-10,37232.79448890686,113446.51433563232,172096.38173307024
2023-01-11,37638.771896362305,113428.08804988861,175117.868286277
2023-01-12,37318.82179260254,113529.25065135956,175994.65895735985
2023-01-13,36662.32168960571,113058.31085014343,177252.00566559663
2023-01-17,36755.35252380371,112354.91861629486,177493.27645339892
2023-01-18,38060.71086883545,114373.9072675705,175237.20636413756
