,walk_forward_equity
2018-10-18,111832.54683971405
2018-10-19,111856.24540805817
2018-10-22,111220.53492164612
2018-10-23,110916.01366233826
2018-10-24,108320.13276100159
2018-10-25,108149.81835365295
2018-10-26,108149.81835365295
2018-10-29,108149.81835365295
2018-10-30,108149.81835365295
2018-10-31,108149.81835365295
2018-11-01,108149.81835365295
2018-11-02,108149.81835365295
2018-11-05,108149.81835365295
2018-11-06,108149.81835365295
2018-11-07,108149.81835365295
2018-11-08,108149.81835365295
2018-11-09,107897.99033546448
2018-11-12,107475.7576084137
2018-11-13,107413.26970863342
2018-11-14,107371.61372947693
2018-11-15,107646.1658115387
2018-11-16,107738.94372749329
2018-11-19,107553.38527488708
2018-11-20,107557.17130851746
2018-11-21,107623.44349479675
2018-11-23,107619.65658760071
2018-11-26,107619.65658760071
2018-11-27,107619.65658760071
2018-11-28,107619.65658760071
2018-11-29,107619.65658760071
2018-11-30,107619.65658760071
2018-12-03,107619.65658760071
2018-12-04,107565.53628730774
2018-12-06,107853.35630607605
2018-12-07,107799.23647499084
2018-12-10,107661.47660636902
2018-12-11,107555.69653129578
2018-12-12,107663.93619346619
2018-12-13,107563.07623100281
2018-12-14,107563.07623100281
2018-12-17,107452.37651252747
2018-12-18,107299.85630607605
2018-12-19,107299.85630607605
2018-12-20,107299.85630607605
2018-12-21,107299.85630607605
2018-12-24,107299.85630607605
2018-12-26,107299.85630607605
2018-12-27,107299.85630607605
2018-12-28,107299.85630607605
2018-12-31,107299.85630607605
2019-01-02,107299.85630607605
2019-01-03,107299.85630607605
2019-01-04,107299.85630607605
2019-01-07,107299.85630607605
2019-01-08,107299.85630607605
2019-01-09,107299.85630607605
2019-01-10,107299.85630607605
2019-01-11,107299.85630607605
2019-01-14,107299.85630607605
2019-01-15,107299.85630607605
2019-01-16,107299.85630607605
2019-01-17,107299.85630607605
2019-01-18,107299.85630607605
2019-01-22,107299.85630607605
2019-01-23,107299.85630607605
2019-01-24,107299.85630607605
2019-01-25,107299.85630607605
2019-01-28,107299.85630607605
2019-01-29,107299.85630607605
2019-01-30,107299.85630607605
2019-01-31,107299.85630607605
2019-02-01,107299.85630607605
2019-02-04,107299.85630607605
2019-02-05,107299.85630607605
2019-02-06,107299.85630607605
2019-02-07,107299.85630607605
2019-02-08,107299.85630607605
2019-02-11,107299.85630607605
2019-02-12,107299.85630607605
2019-02-13,107299.85630607605
2019-02-14,107299.85630607605
2019-02-15,107299.85630607605
2019-02-19,107299.85630607605
2019-02-20,107299.85630607605
2019-02-21,107299.85630607605
2019-02-22,107299.85630607605
2019-02-25,107299.85630607605
2019-02-26,107299.85630607605
2019-02-27,107299.85630607605
2019-02-28,107299.85630607605
2019-03-01,107414.65376091003
2019-03-04,107372.48048210144
2019-03-05,107629.2220287323
2019-03-06,107667.55564689636
2019-03-07,107488.28837394714
2019-03-08,107382.88676261902
2019-03-11,108454.11606407166
2019-03-12,108573.47220993042
2019-03-13,108974.02710914612
2019-03-14,108811.28100585938
2019-03-15,110867.83240127563
2019-03-18,111002.08783721924
2019-03-19,111451.8103466034
2019-03-20,110589.81127166748
2019-03-21,111114.45550918579
2019-03-22,111114.45550918579
2019-03-25,111114.45550918579
2019-03-26,111114.45550918579
2019-03-27,111114.45550918579
2019-03-28,111067.88075637817
2019-03-29,111706.3712425232
2019-04-01,113299.43976974487
2019-04-02,113318.31774520874
2019-04-03,114232.57982254028
2019-04-04,114586.86101150513
2019-04-05,115131.90496444702
2019-04-08,115432.83739089966
2019-04-09,114921.32475662231
2019-04-10,115543.26291275024
2019-04-11,115490.08169937134
2019-04-12,115923.32913589478
2019-04-15,116018.23022842407
2019-04-16,121493.63550186157
2019-04-17,125054.50305557251
2019-04-18,125028.4386138916
2019-04-22,125789.70367050171
2019-04-23,128304.930393219
2019-04-24,128337.7123298645
2019-04-25,128045.95366287231
2019-04-26,128857.65901565552
2019-04-29,128620.93852996826
2019-04-30,128836.03762435913
2019-05-01,128103.51667785645
2019-05-02,127831.3444852829
2019-05-03,127863.54957580566
2019-05-06,127934.74088191986
2019-05-07,127497.4302482605
2019-05-08,127631.87281799316
2019-05-09,126767.69180583954
2019-05-10,129635.57578277588
2019-05-13,125032.21176719666
2019-05-14,127057.572057724
2019-05-15,127509.56255817413
2019-05-16,128011.31588745117
2019-05-17,126382.02638053894
2019-05-20,122087.61601352692
2019-05-21,124393.97218894958
2019-05-22,121121.85809612274
2019-05-23,118587.5919303894
2019-05-24,118040.19046878815
2019-05-28,117384.91381931305
2019-05-29,117781.72341632843
2019-05-30,118413.81524372101
2019-05-31,116664.4455499649
2019-06-03,116303.83667087555
2019-06-04,119032.31308460236
2019-06-05,119550.2643251419
2019-06-06,119679.51295948029
2019-06-07,120205.52637195587
2019-06-10,120363.76398181915
2019-06-11,120562.14101886749
2019-06-12,120562.14101886749
2019-06-13,120562.14101886749
2019-06-14,120562.14101886749
2019-06-17,120562.14101886749
2019-06-18,120562.14101886749
2019-06-19,120562.14101886749
2019-06-20,120562.14101886749
2019-06-21,120562.14101886749
2019-06-24,120562.14101886749
2019-06-25,120562.14101886749
2019-06-26,120562.14101886749
2019-06-27,120562.14101886749
2019-06-28,120721.3202161789
2019-07-01,120767.40176868439
2019-07-02,121094.14776706696
2019-07-03,121177.92614078522
2019-07-05,121249.1417798996
2019-07-08,121069.00937175751
2019-07-09,121019.23850154877
2019-07-10,121109.48104572296
2019-07-11,121168.63009357452
2019-07-12,121355.82055950165
2019-07-15,121359.0272397995
2019-07-16,121948.15338993073
2019-07-17,121326.81161594391
2019-07-18,122182.52400493622
2019-07-19,121952.08225917816
2019-07-22,121737.377202034
2019-07-23,121959.09528827667
2019-07-24,122394.0489358902
2019-07-25,122341.77079868317
2019-07-26,122164.448138237
2019-07-29,122354.49761867523
2019-07-30,122445.4821691513
2019-07-31,120590.7934923172
2019-08-01,118525.52209377289
2019-08-02,117481.93609523773
2019-08-05,111890.15298366547
2019-08-06,114680.33325958252
2019-08-07,116192.00006008148
2019-08-08,121219.4632730484
2019-08-09,119350.77954769135
2019-08-12,117247.70168876648
2019-08-13,121055.33188438416
2019-08-14,114083.1362323761
2019-08-15,114332.55198001862
2019-08-16,117225.55020046234
2019-08-19,118532.89330387115
2019-08-20,118167.27573108673
2019-08-21,118465.9984331131
2019-08-22,118294.2745256424
2019-08-23,117714.73483371735
2019-08-26,117959.36838626862
2019-08-27,118259.90909671783
2019-08-28,118537.03179645538
2019-08-29,118923.1809053421
2019-08-30,119020.43124103546
2019-09-03,118916.50762653351
2019-09-04,119260.6980714798
2019-09-05,119568.6580324173
2019-09-06,119643.98478412628
2019-09-09,119500.96998310089
2019-09-10,119500.96998310089
2019-09-11,119291.7337846756
2019-09-12,119276.65247821808
2019-09-13,119269.01846027374
2019-09-16,119162.12655353546
2019-09-17,119949.4902009964
2019-09-18,119882.36098957062
2019-09-19,119697.21140003204
2019-09-20,119579.98058795929
2019-09-23,119664.29970264435
2019-09-24,119283.52351856232
2019-09-25,119283.52351856232
2019-09-26,119283.52351856232
2019-09-27,119283.52351856232
2019-09-30,119283.52351856232
2019-10-01,119283.52351856232
2019-10-02,118832.06174182892
2019-10-03,120088.08504962921
2019-10-04,121882.8031129837
2019-10-07,121094.59801959991
2019-10-08,117512.92851734161
2019-10-09,119113.06757068634
2019-10-10,119737.55126667023
2019-10-11,121599.99645709991
2019-10-14,121440.23078632355
2019-10-15,122938.03356647491
2019-10-16,122023.76989459991
2019-10-17,122197.05592632294
2019-10-18,121497.39061069489
2019-10-21,122976.1336812973
2019-10-22,120916.2724199295
2019-10-23,121254.58369731903
2019-10-24,122197.66978168488
2019-10-25,122246.1992635727
2019-10-28,122625.31910800934
2019-10-29,122694.8291273117
2019-10-30,123248.37456989288
2019-10-31,122507.61857318878
2019-11-01,122991.72407245636
2019-11-04,123099.84896945953
2019-11-05,123768.09932422638
2019-11-06,123372.62466907501
2019-11-07,123261.37001132965
2019-11-08,123571.39258289337
2019-11-11,123826.88254261017
2019-11-12,123640.95442676544
2019-11-13,123486.78049945831
2019-11-14,123546.2422838211
2019-11-15,123392.24764728546
2019-11-18,123392.24764728546
2019-11-19,123392.24764728546
2019-11-20,123392.24764728546
2019-11-21,123311.83204174042
2019-11-22,123693.82662582397
2019-11-25,123935.088596344
2019-11-26,123827.86576843262
2019-11-27,123747.44258594513
2019-11-29,123566.49913883209
2019-12-02,123191.19347953796
2019-12-03,122942.14442253113
2019-12-04,123291.6162853241
2019-12-05,123522.05857658386
2019-12-06,124115.80584144592
2019-12-09,123720.98068618774
2019-12-10,123722.15456581116
2019-12-11,124661.66452789307
2019-12-12,125239.99847602844
2019-12-13,123956.47281646729
2019-12-16,124676.49121665955
2019-12-17,124857.64072990417
2019-12-18,124619.87891960144
2019-12-19,124640.0816783905
2019-12-20,124523.53197479248
2019-12-23,124388.3326587677
2019-12-24,124399.21061134338
2019-12-26,124500.22144126892
2019-12-27,124455.155002594
2019-12-30,124455.155002594
2019-12-31,124455.155002594
2020-01-02,124455.155002594
2020-01-03,124455.155002594
2020-01-06,124455.155002594
2020-01-07,124455.155002594
2020-01-08,124787.00500869751
2020-01-09,124624.27270126343
2020-01-10,123847.39860343933
2020-01-13,124006.82990837097
2020-01-14,124576.2357006073
2020-01-15,124166.25940322876
2020-01-16,124608.94739151001
2020-01-17,124729.37211036682
2020-01-21,123955.63803863525
2020-01-22,124751.64906692505
2020-01-23,125811.1819152832
2020-01-24,125062.37260437012
2020-01-27,123778.57653617859
2020-01-28,125677.72516441345
2020-01-29,124377.79922866821
2020-01-30,125407.75908184052
2020-01-31,121370.3645067215
2020-02-03,121677.77855396271
2020-02-04,124461.04728031158
2020-02-05,127845.1142282486
2020-02-06,127525.76060199738
2020-02-07,125486.44652271271
2020-02-10,126067.39765262604
2020-02-11,127026.22762775421
2020-02-12,127903.15009403229
2020-02-13,127287.58936405182
2020-02-14,127091.51747226715
2020-02-18,126911.52708530426
2020-02-19,126825.3766489029
2020-02-20,126696.16461277008
2020-02-21,126584.1799402237
2020-02-24,125679.65483188629
2020-02-25,121325.09341907501
2020-02-26,119933.31424427032
2020-02-27,112468.56149578094
2020-02-28,112573.11091709137
2020-03-02,117729.57388782501
2020-03-03,112904.59194660187
2020-03-04,120121.57883548737
2020-03-05,114239.75660991669
2020-03-06,111894.26668071747
2020-03-09,103154.49317646027
2020-03-10,103833.93305683136
2020-03-11,103127.85282611847
2020-03-12,102539.05302143097
2020-03-13,102539.05302143097
2020-03-16,102539.05302143097
2020-03-17,102539.05302143097
2020-03-18,102539.05302143097
2020-03-19,102539.05302143097
2020-03-20,102539.05302143097
2020-03-23,102539.05302143097
2020-03-24,102539.05302143097
2020-03-25,102539.05302143097
2020-03-26,102539.05302143097
2020-03-27,102539.05302143097
2020-03-30,102539.05302143097
2020-03-31,102539.05302143097
2020-04-01,102539.05302143097
2020-04-02,102539.05302143097
2020-04-03,102539.05302143097
2020-04-06,102539.05302143097
2020-04-07,102539.05302143097
2020-04-08,102539.05302143097
2020-04-09,102539.05302143097
2020-04-13,102539.05302143097
2020-04-14,102539.05302143097
2020-04-15,102539.05302143097
2020-04-16,102539.05302143097
2020-04-17,102539.05302143097
2020-04-20,102539.05302143097
2020-04-21,102539.05302143097
2020-04-22,102539.05302143097
2020-04-23,102539.05302143097
2020-04-24,102539.05302143097
2020-04-27,102539.05302143097
2020-04-28,102539.05302143097
2020-04-29,102539.05302143097
2020-04-30,102539.05302143097
2020-05-01,102539.05302143097
2020-05-04,102539.05302143097
2020-05-05,102539.05302143097
2020-05-06,102539.05302143097
2020-05-07,102671.70728778839
2020-05-08,102647.58314228058
2020-05-11,102632.51073932648
2020-05-12,102222.50143146515
2020-05-13,101776.31757831573
2020-05-14,102200.7801027298
2020-05-15,102369.46867084503
2020-05-18,103950.40380954742
2020-05-19,103606.40925502777
2020-05-20,104133.67236423492
2020-05-21,104142.5369386673
2020-05-22,104378.47037220001
2020-05-26,104960.78241062164
2020-05-27,105536.86776447296
2020-05-28,105467.33671092987
2020-05-29,105788.88579845428
2020-06-01,105446.83828258514
2020-06-02,105203.43659496307
2020-06-03,105349.47476482391
2020-06-04,105349.47476482391
2020-06-05,105349.47476482391
2020-06-08,105314.79513835907
2020-06-09,105612.63495159149
2020-06-10,105790.62445354462
2020-06-11,105257.67538738251
2020-06-12,105257.67538738251
2020-06-15,105257.67538738251
2020-06-16,105257.67538738251
2020-06-17,105257.67538738251
2020-06-18,105257.67538738251
2020-06-19,105257.67538738251
2020-06-22,105257.67538738251
2020-06-23,105257.67538738251
2020-06-24,105257.67538738251
2020-06-25,105257.67538738251
2020-06-26,105257.67538738251
2020-06-29,105770.4345960617
2020-06-30,106042.97289562225
2020-07-01,106400.16569805145
2020-07-02,106789.96397686005
2020-07-06,107243.22218608856
2020-07-07,107089.40680217743
2020-07-08,107247.6042432785
2020-07-09,107466.77237224579
2020-07-10,108296.61306285858
2020-07-13,107964.65507793427
2020-07-14,108015.0947523117
2020-07-15,108453.53516674042
2020-07-16,108546.65507793427
2020-07-17,108313.85492992401
2020-07-20,108061.65507793427
2020-07-21,108143.13472270966
2020-07-22,108193.57513713837
2020-07-23,108286.69504833221
2020-07-24,108286.69504833221
2020-07-27,108911.28980541229
2020-07-28,108315.01026439667
2020-07-29,108116.2171125412
2020-07-30,107977.85415935516
2020-07-31,106765.53383159637
2020-08-03,107675.1363401413
2020-08-04,107284.7953672409
2020-08-05,106677.18933391571
2020-08-06,106716.54020214081
2020-08-07,106674.31074810028
2020-08-10,106650.50675487518
2020-08-11,106697.4555234909
2020-08-12,107112.89928722382
2020-08-13,107489.0424451828
2020-08-14,107115.69292736053
2020-08-17,107901.3581495285
2020-08-18,108707.96777629852
2020-08-19,108695.14723491669
2020-08-20,109352.19687175751
2020-08-21,109277.39775371552
2020-08-24,109577.44764995575
2020-08-25,109614.84785747528
2020-08-26,109614.84785747528
2020-08-27,109614.84785747528
2020-08-28,109810.72859477997
2020-08-31,109654.0304441452
2020-09-01,109732.36986064911
2020-09-02,110454.8978395462
2020-09-03,109275.65466213226
2020-09-04,108796.45157623291
2020-09-08,106973.43270301819
2020-09-09,109538.25847816467
2020-09-10,107136.75179386139
2020-09-11,107440.5209236145
2020-09-14,109229.73525238037
2020-09-15,110828.66185379028
2020-09-16,110061.92083835602
2020-09-17,109789.3328332901
2020-09-18,108219.96819019318
2020-09-21,106991.99791622162
2020-09-22,108239.63899326324
2020-09-23,106787.60635089874
2020-09-24,107338.49154758453
2020-09-25,108159.7367105484
2020-09-28,110765.34313297272
2020-09-29,109935.5496301651
2020-09-30,111104.86237430573
2020-10-01,110389.51641559601
2020-10-02,109495.8737039566
2020-10-05,110991.14252948761
2020-10-06,110649.49722766876
2020-10-07,111311.60239124298
2020-10-08,111596.34727954865
2020-10-09,111596.34727954865
2020-10-12,111596.34727954865
2020-10-13,111596.34727954865
2020-10-14,111596.34727954865
2020-10-15,111596.34727954865
2020-10-16,111677.54736804962
2020-10-19,111748.01715564728
2020-10-20,111597.96416950226
2020-10-21,111667.29155635834
2020-10-22,112079.20511341095
2020-10-23,112118.19741344452
2020-10-26,111330.71205615997
2020-10-27,111154.14839839935
2020-10-28,109054.75845241547
2020-10-29,110632.92801952362
2020-10-30,110343.42200756073
2020-11-02,113435.22930622101
2020-11-03,116443.4135427475
2020-11-04,118667.68862628937
2020-11-05,123263.20215320587
2020-11-06,124596.7029542923
2020-11-09,128646.30482959747
2020-11-10,127755.99189853668
2020-11-11,128470.260846138
2020-11-12,128517.48753070831
2020-11-13,128702.43375873566
2020-11-16,128702.43375873566
2020-11-17,128702.43375873566
2020-11-18,128702.43375873566
2020-11-19,128702.43375873566
2020-11-20,128702.43375873566
2020-11-23,128702.43375873566
2020-11-24,128702.43375873566
2020-11-25,128702.43375873566
2020-11-27,128702.43375873566
2020-11-30,128702.43375873566
2020-12-01,128767.4109659195
2020-12-02,128729.01074695587
2020-12-03,128463.2181634903
2020-12-04,128596.11961460114
2020-12-07,128480.94372272491
2020-12-08,128510.46981143951
2020-12-09,128796.93499088287
2020-12-10,128315.56089115143
2020-12-11,128229.91315174103
2020-12-14,127934.59241580963
2020-12-15,127934.59241580963
2020-12-16,127934.59241580963
2020-12-17,127934.59241580963
2020-12-18,127934.59241580963
2020-12-21,127934.59241580963
2020-12-22,127934.59241580963
2020-12-23,128104.99036502838
2020-12-24,127965.9797449112
2020-12-28,127885.26437473297
2020-12-29,127858.36274814606
2020-12-30,127777.64737796783
2020-12-31,128499.60000705719
2021-01-04,128499.60000705719
2021-01-05,128839.3474855423
2021-01-06,129281.5585641861
2021-01-07,129610.52126979828
2021-01-08,130171.3790063858
2021-01-11,130025.77631473541
2021-01-12,130640.56263446808
2021-01-13,130144.41825389862
2021-01-14,129939.48869419098
2021-01-15,130737.06998538971
2021-01-19,131415.7803659439
2021-01-20,132228.93630313873
2021-01-21,132075.7988061905
2021-01-22,131759.1397409439
2021-01-25,132527.56626224518
2021-01-26,133612.4502954483
2021-01-27,129942.19590091705
2021-01-28,132619.94622135162
2021-01-29,128543.94506168365
2021-02-01,129510.52983951569
2021-02-02,131692.93093967438
2021-02-03,130077.00049304962
2021-02-04,131178.47608661652
2021-02-05,131348.55513477325
2021-02-08,131557.0426607132
2021-02-09,130996.02084445953
2021-02-10,130752.3074388504
2021-02-11,130362.90458393097
2021-02-12,130326.34122943878
2021-02-16,130149.97491931915
2021-02-17,130504.29776477814
2021-02-18,130679.48087787628
2021-02-19,130128.90388202667
2021-02-22,130028.80199146271
2021-02-23,130180.88103961945
2021-02-24,130048.04664325714
2021-02-25,129645.70325946808
2021-02-26,129489.77003955841
2021-03-01,130231.55428028107
2021-03-02,130219.40617847443
2021-03-03,129596.32299137115
2021-03-04,129975.76931476593
2021-03-05,133118.695353508
2021-03-08,131159.39971637726
2021-03-09,133253.60365200043
2021-03-10,133622.3616361618
2021-03-11,134682.29902935028
2021-03-12,134948.6499929428
2021-03-15,135726.64502811432
2021-03-16,135561.11537647247
2021-03-17,136218.4277009964
2021-03-18,134398.2445783615
2021-03-19,134887.67924022675
2021-03-22,135402.25580883026
2021-03-23,135402.25580883026
2021-03-24,135402.25580883026
2021-03-25,135402.25580883026
2021-03-26,135402.25580883026
2021-03-29,135367.41570568085
2021-03-30,135482.33565807343
2021-03-31,135483.37568187714
2021-04-01,135475.5758008957
2021-04-05,135388.73569774628
2021-04-06,135479.21578502655
2021-04-07,135479.73569774628
2021-04-08,135401.21578502655
2021-04-09,135407.45572948456
2021-04-12,135323.21578502655
2021-04-13,135323.21578502655
2021-04-14,135323.21578502655
2021-04-15,135323.21578502655
2021-04-16,135323.21578502655
2021-04-19,135323.21578502655
2021-04-20,135323.21578502655
2021-04-21,135323.21578502655
2021-04-22,135323.21578502655
2021-04-23,135323.21578502655
2021-04-26,135208.39808177948
2021-04-27,135019.4290342331
2021-04-28,134935.705534935
2021-04-29,135285.2907590866
2021-04-30,134770.62870693207
2021-05-03,136143.20852947235
2021-05-04,135676.30595302582
2021-05-05,138171.25914669037
2021-05-06,140616.578997612
2021-05-07,142305.52409267426
2021-05-10,139925.22168254852
2021-05-11,140305.61831188202
2021-05-12,138401.21538448334
2021-05-13,140083.08923625946
2021-05-14,142355.76222515106
2021-05-17,141070.2274198532
2021-05-18,139453.2479429245
2021-05-19,139349.211810112
2021-05-20,139271.6329832077
2021-05-21,138856.9845457077
2021-05-24,139282.85388469696
2021-05-25,138995.03694438934
2021-05-26,139304.02785015106
2021-05-27,139612.6573820114
2021-05-28,139883.09515666962
2021-06-01,139592.47084331512
2021-06-02,139828.63475322723
2021-06-03,139983.06904888153
2021-06-04,139920.37912273407
2021-06-07,139848.46954631805
2021-06-08,140164.98741436005
2021-06-09,140537.84123516083
2021-06-10,140982.81219768524
2021-06-11,140899.9133939743
2021-06-14,141026.99420452118
2021-06-15,140513.95404338837
2021-06-16,139955.4988412857
2021-06-17,139424.23978328705
2021-06-18,138928.8942861557
2021-06-21,141249.29576396942
2021-06-22,141069.3903989792
2021-06-23,140122.90631961823
2021-06-24,142707.9804868698
2021-06-25,144264.38476848602
2021-06-28,144735.57226467133
2021-06-29,143859.76269817352
2021-06-30,144267.76749134064
2021-07-01,144853.10783863068
2021-07-02,146172.1042985916
2021-07-06,145738.4313402176
2021-07-07,145395.5432138443
2021-07-08,145439.4786081314
2021-07-09,146177.64496135712
2021-07-12,146693.26846027374
2021-07-13,146026.23659610748
2021-07-14,145725.30733585358
2021-07-15,144966.7939195633
2021-07-16,144485.6329164505
2021-07-19,144253.5313615799
2021-07-20,146108.9193162918
2021-07-21,148263.76554584503
2021-07-22,147444.41428089142
2021-07-23,146281.98218250275
2021-07-26,147288.82743549347
2021-07-27,146244.63940143585
2021-07-28,145549.00129795074
2021-07-29,146275.1553964615
2021-07-30,145946.6301088333
2021-08-02,145574.4438753128
2021-08-03,146200.18415546417
2021-08-04,143947.4825181961
2021-08-05,144834.49233722687
2021-08-06,144368.18303775787
2021-08-09,144225.95450687408
2021-08-10,144240.47745609283
2021-08-11,144518.3393793106
2021-08-12,144423.69188785553
2021-08-13,145065.07898807526
2021-08-16,145720.834649086
2021-08-17,147048.06839847565
2021-08-18,145032.60260868073
2021-08-19,144998.59224796295
2021-08-20,145297.56296634674
2021-08-23,147166.16352176666
2021-08-24,148685.31406497955
2021-08-25,148700.44440555573
2021-08-26,147998.54008579254
2021-08-27,149143.88353824615
2021-08-30,148713.5027551651
2021-08-31,148822.490357399
2021-09-01,148624.46490573883
2021-09-02,148583.3737192154
2021-09-03,148400.50341129303
2021-09-07,148221.3412103653
2021-09-08,148285.55943393707
2021-09-09,148206.98595523834
2021-09-10,147000.28719234467
2021-09-13,149461.23092556
2021-09-14,147255.70880413055
2021-09-15,149621.8877401352
2021-09-16,149543.66779994965
2021-09-17,148727.30548381805
